gp_code,extract_date,total_list,female_total,a0_14,a15_44,a45_64,a65_74,a75_84,a85plus,pct_0_14,pct_15_44,pct_45_64,pct_65_74,pct_75_84,pct_85plus,pct_female,pct_65plus
A84035,2026-07-01,5996,3076,791,1765,1700,808,684,248,13.192,29.436,28.352,13.476,11.408,4.136,51.301,29.019
A84036,2026-07-01,49131,24884,7416,17059,13037,6219,4185,1215,15.094,34.721,26.535,12.658,8.518,2.473,50.648,23.649
A84037,2026-07-01,6009,3016,780,1943,1724,798,608,156,12.981,32.335,28.69,13.28,10.118,2.596,50.191,25.994
A84038,2026-07-01,9409,4916,1489,3326,2333,1050,1014,197,15.825,35.349,24.795,11.16,10.777,2.094,52.248,24.03
A84039,2026-07-01,7294,3792,1020,2241,1967,1059,749,258,13.984,30.724,26.967,14.519,10.269,3.537,51.988,28.325
A84040,2026-07-01,3289,1645,375,812,988,607,397,110,11.402,24.688,30.04,18.455,12.071,3.344,50.015,33.87
A84042,2026-07-01,2197,1087,223,579,666,403,241,85,10.15,26.354,30.314,18.343,10.97,3.869,49.477,33.182
A84044,2026-07-01,7054,3612,914,2122,1864,1105,816,233,12.957,30.082,26.425,15.665,11.568,3.303,51.205,30.536
A84045,2026-07-01,5237,2610,596,1355,1569,896,635,186,11.381,25.874,29.96,17.109,12.125,3.552,49.838,32.786
A84047,2026-07-01,5419,2790,634,1540,1628,770,626,221,11.7,28.419,30.042,14.209,11.552,4.078,51.486,29.839
A84604,2026-07-01,4961,2561,489,1173,1426,990,695,188,9.857,23.644,28.744,19.956,14.009,3.79,51.623,37.754
A84614,2026-07-01,2218,1105,322,770,650,233,192,51,14.518,34.716,29.306,10.505,8.656,2.299,49.82,21.461
A84619,2026-07-01,4383,2247,648,1562,1134,568,362,109,14.784,35.638,25.873,12.959,8.259,2.487,51.266,23.705
A85001,2026-07-01,7368,3719,1077,2507,2193,784,602,205,14.617,34.026,29.764,10.641,8.17,2.782,50.475,21.593
A85002,2026-07-01,3664,1755,453,1267,1055,463,308,118,12.364,34.58,28.794,12.636,8.406,3.221,47.898,24.263
A85004,2026-07-01,9853,5036,1531,3632,2466,1242,725,257,15.538,36.862,25.028,12.605,7.358,2.608,51.111,22.572
A85005,2026-07-01,17781,8588,2828,7441,4324,1626,1076,486,15.905,41.848,24.318,9.145,6.051,2.733,48.299,17.929
A85006,2026-07-01,14553,7264,2111,5897,3908,1427,895,315,14.506,40.521,26.854,9.806,6.15,2.165,49.914,18.12
A85007,2026-07-01,8849,4613,1274,3192,2380,983,726,294,14.397,36.072,26.896,11.109,8.204,3.322,52.13,22.635
A85008,2026-07-01,15178,7727,2244,5301,4052,1709,1363,509,14.785,34.926,26.697,11.26,8.98,3.354,50.909,23.593
A85009,2026-07-01,6471,3147,984,2587,1630,689,435,146,15.206,39.978,25.189,10.648,6.722,2.256,48.632,19.626
A85010,2026-07-01,11529,5916,1684,4047,3183,1305,960,350,14.607,35.103,27.609,11.319,8.327,3.036,51.314,22.682
A85011,2026-07-01,7006,3559,1107,2572,1773,827,472,255,15.801,36.711,25.307,11.804,6.737,3.64,50.799,22.181
A85013,2026-07-01,3636,1659,458,1512,957,391,229,89,12.596,41.584,26.32,10.754,6.298,2.448,45.627,19.499
A85014,2026-07-01,19900,10177,2923,6986,5345,2191,1797,658,14.688,35.106,26.859,11.01,9.03,3.307,51.141,23.347
A85016,2026-07-01,12311,6297,2069,4872,2998,1264,827,281,16.806,39.574,24.352,10.267,6.718,2.283,51.149,19.267
A85017,2026-07-01,8664,4301,2247,4400,1128,470,299,120,25.935,50.785,13.019,5.425,3.451,1.385,49.642,10.261
A85018,2026-07-01,4692,2376,671,1643,1228,564,406,180,14.301,35.017,26.172,12.02,8.653,3.836,50.639,24.51
A85019,2026-07-01,10252,4906,1479,4233,2745,1048,552,195,14.426,41.29,26.775,10.222,5.384,1.902,47.854,17.509
A85020,2026-07-01,15592,7974,2118,4873,3997,2027,1843,734,13.584,31.253,25.635,13.0,11.82,4.708,51.142,29.528
A85021,2026-07-01,4074,1448,497,2630,593,188,125,41,12.199,64.556,14.556,4.615,3.068,1.006,35.542,8.689
A85024,2026-07-01,2573,1251,360,983,605,345,216,64,13.991,38.204,23.513,13.408,8.395,2.487,48.62,24.291
A85026,2026-07-01,5819,2867,935,2393,1520,538,328,105,16.068,41.124,26.121,9.246,5.637,1.804,49.27,16.687
A85611,2026-07-01,5773,2922,857,2248,1623,622,327,96,14.845,38.94,28.114,10.774,5.664,1.663,50.615,18.102
A85614,2026-07-01,8343,4051,849,5236,1392,504,268,94,10.176,62.759,16.685,6.041,3.212,1.127,48.556,10.38
A85616,2026-07-01,5178,2597,668,1827,1401,671,458,153,12.901,35.284,27.057,12.959,8.845,2.955,50.154,24.759
A85617,2026-07-01,3942,2048,655,1372,1101,378,347,89,16.616,34.805,27.93,9.589,8.803,2.258,51.953,20.649
A86003,2026-07-01,41152,18903,2904,30165,5177,1594,949,363,7.057,73.301,12.58,3.873,2.306,0.882,45.935,7.062
A86004,2026-07-01,13839,6233,2824,6563,2909,849,456,238,20.406,47.424,21.02,6.135,3.295,1.72,45.039,11.15
A86005,2026-07-01,5883,2934,1005,2456,1396,552,329,145,17.083,41.747,23.729,9.383,5.592,2.465,49.873,17.44
A86006,2026-07-01,5710,2886,815,2107,1379,767,490,152,14.273,36.9,24.151,13.433,8.581,2.662,50.543,24.676
A86008,2026-07-01,13064,6558,2283,5019,3361,1381,785,235,17.476,38.419,25.727,10.571,6.009,1.799,50.199,18.379
A86010,2026-07-01,10579,5208,1359,5631,2209,775,445,160,12.846,53.228,20.881,7.326,4.206,1.512,49.23,13.045
A86011,2026-07-01,10608,5292,1846,4253,2483,1154,637,235,17.402,40.092,23.407,10.879,6.005,2.215,49.887,19.099
A86012,2026-07-01,12310,5705,2461,6162,2446,703,363,175,19.992,50.057,19.87,5.711,2.949,1.422,46.344,10.081
A86013,2026-07-01,7533,3897,1309,2781,1790,857,576,220,17.377,36.918,23.762,11.377,7.646,2.92,51.732,21.943
A86016,2026-07-01,9366,4818,1392,3465,2563,1056,669,221,14.862,36.996,27.365,11.275,7.143,2.36,51.441,20.777
A86017,2026-07-01,11781,5469,1896,5528,2665,1031,453,208,16.094,46.923,22.621,8.751,3.845,1.766,46.422,14.362
A86018,2026-07-01,13003,6684,1729,4460,3499,1550,1219,546,13.297,34.3,26.909,11.92,9.375,4.199,51.404,25.494
A86020,2026-07-01,27048,13409,3401,13070,5936,2363,1621,657,12.574,48.322,21.946,8.736,5.993,2.429,49.575,17.158
A86021,2026-07-01,9902,4930,1745,3886,2240,965,721,345,17.623,39.245,22.622,9.746,7.281,3.484,49.788,20.511
A86022,2026-07-01,8495,4424,1267,2913,2153,1084,797,281,14.915,34.291,25.344,12.76,9.382,3.308,52.078,25.45
A86023,2026-07-01,10276,5147,1492,4550,2374,1126,564,170,14.519,44.278,23.102,10.958,5.489,1.654,50.088,18.1
A86024,2026-07-01,6971,3298,1012,3526,1495,509,297,132,14.517,50.581,21.446,7.302,4.261,1.894,47.31,13.456
A86025,2026-07-01,13673,6981,2617,5730,3161,1246,721,198,19.14,41.907,23.119,9.113,5.273,1.448,51.057,15.834
A86026,2026-07-01,7848,4095,1390,2965,1879,749,621,244,17.712,37.78,23.942,9.544,7.913,3.109,52.179,20.566
A86027,2026-07-01,20763,9069,408,19275,775,200,90,15,1.965,92.833,3.733,0.963,0.433,0.072,43.679,1.469
A86028,2026-07-01,8136,4019,1359,3576,1804,767,483,147,16.704,43.953,22.173,9.427,5.937,1.807,49.398,17.171
A86029,2026-07-01,19791,9128,2125,11595,3703,1298,761,309,10.737,58.587,18.711,6.559,3.845,1.561,46.122,11.965
A86030,2026-07-01,10420,5168,1879,4147,2630,996,559,209,18.033,39.798,25.24,9.559,5.365,2.006,49.597,16.929
A86031,2026-07-01,10875,5434,2095,4973,2394,821,417,175,19.264,45.729,22.014,7.549,3.834,1.609,49.968,12.993
A86033,2026-07-01,8122,4159,1961,3186,1945,517,326,187,24.144,39.227,23.947,6.365,4.014,2.302,51.207,12.682
A86037,2026-07-01,8457,3425,1476,4492,1697,467,249,76,17.453,53.116,20.066,5.522,2.944,0.899,40.499,9.365
A86038,2026-07-01,6327,3254,984,2447,1607,668,444,177,15.552,38.676,25.399,10.558,7.018,2.798,51.43,20.373
A86040,2026-07-01,6566,3381,1451,2782,1481,524,248,80,22.099,42.37,22.556,7.981,3.777,1.218,51.493,12.976
A86041,2026-07-01,6679,3365,1132,2679,1579,688,436,165,16.949,40.111,23.641,10.301,6.528,2.47,50.382,19.299
A86601,2026-07-01,8976,4494,1415,3382,2366,954,636,223,15.764,37.678,26.359,10.628,7.086,2.484,50.067,20.198
A87002,2026-07-01,21443,10721,2703,7351,6039,2627,1879,844,12.606,34.282,28.163,12.251,8.763,3.936,49.998,24.95
A87004,2026-07-01,24316,12455,3475,8930,6373,2775,2067,696,14.291,36.725,26.209,11.412,8.501,2.862,51.221,22.775
A87005,2026-07-01,13542,7074,1966,4140,3666,1813,1405,552,14.518,30.572,27.071,13.388,10.375,4.076,52.237,27.839
A87007,2026-07-01,17632,8846,2707,6502,4685,2002,1341,395,15.353,36.876,26.571,11.354,7.605,2.24,50.17,21.2
A87008,2026-07-01,9387,4924,1674,3261,2605,833,747,267,17.833,34.74,27.751,8.874,7.958,2.844,52.456,19.676
A87009,2026-07-01,15465,7871,2294,5496,4401,1816,1115,343,14.833,35.538,28.458,11.743,7.21,2.218,50.896,21.17
A87011,2026-07-01,6165,3090,850,1856,1800,790,664,205,13.788,30.105,29.197,12.814,10.77,3.325,50.122,26.91
A87012,2026-07-01,7312,3770,1095,2482,1903,925,689,218,14.975,33.944,26.026,12.65,9.423,2.981,51.559,25.055
A87013,2026-07-01,9273,4688,1390,3683,2306,1068,618,208,14.99,39.717,24.868,11.517,6.665,2.243,50.555,20.425
A87016,2026-07-01,12822,6380,1947,5204,3237,1386,819,229,15.185,40.586,25.246,10.81,6.387,1.786,49.758,18.983
A87017,2026-07-01,7001,3664,1171,2468,1635,825,663,239,16.726,35.252,23.354,11.784,9.47,3.414,52.335,24.668
A87020,2026-07-01,13316,6806,1747,4303,3942,1658,1233,433,13.12,32.315,29.603,12.451,9.26,3.252,51.111,24.962
A87022,2026-07-01,9669,4867,1833,4031,2464,829,397,115,18.957,41.69,25.484,8.574,4.106,1.189,50.336,13.869
A87029,2026-07-01,21218,10658,3318,8545,5223,2346,1339,447,15.638,40.272,24.616,11.057,6.311,2.107,50.231,19.474
A87030,2026-07-01,6307,3200,1144,2907,1458,488,240,70,18.139,46.092,23.117,7.737,3.805,1.11,50.737,12.653
A87612,2026-07-01,6604,3464,1049,2425,1768,723,494,145,15.884,36.72,26.772,10.948,7.48,2.196,52.453,20.624
A87615,2026-07-01,5609,2842,930,2289,1338,518,430,104,16.58,40.809,23.855,9.235,7.666,1.854,50.669,18.756
A88001,2026-07-01,3606,1730,588,1358,909,361,270,120,16.306,37.659,25.208,10.011,7.488,3.328,47.976,20.826
A88002,2026-07-01,16470,8073,2563,6201,4133,2001,1155,417,15.562,37.65,25.094,12.149,7.013,2.532,49.016,21.694
A88003,2026-07-01,22597,11139,3052,8259,6025,2779,1791,691,13.506,36.549,26.663,12.298,7.926,3.058,49.294,23.282
A88004,2026-07-01,8986,4533,1357,3337,2421,1018,653,200,15.101,37.136,26.942,11.329,7.267,2.226,50.445,20.821
A88005,2026-07-01,4449,2098,777,1737,1067,477,308,83,17.465,39.042,23.983,10.722,6.923,1.866,47.157,19.51
A88006,2026-07-01,7653,3973,1209,2741,1951,979,590,183,15.798,35.816,25.493,12.792,7.709,2.391,51.914,22.893
A88008,2026-07-01,6199,2945,861,2415,1545,745,487,146,13.889,38.958,24.923,12.018,7.856,2.355,47.508,22.229
A88009,2026-07-01,5859,2924,789,1888,1673,754,519,236,13.466,32.224,28.554,12.869,8.858,4.028,49.906,25.755
A88010,2026-07-01,3678,1839,548,1340,965,421,306,98,14.899,36.433,26.237,11.446,8.32,2.664,50.0,22.431
A88012,2026-07-01,6051,3087,986,2239,1514,766,421,125,16.295,37.002,25.021,12.659,6.958,2.066,51.016,21.682
A88013,2026-07-01,19289,9817,3336,7353,4829,2009,1305,457,17.295,38.12,25.035,10.415,6.766,2.369,50.894,19.55
A88014,2026-07-01,2771,1109,365,1308,689,232,135,42,13.172,47.203,24.865,8.372,4.872,1.516,40.022,14.76
A88015,2026-07-01,7224,3449,1110,2793,1890,824,454,153,15.365,38.663,26.163,11.406,6.285,2.118,47.744,19.809
A88016,2026-07-01,8424,4405,1261,2871,2338,996,706,252,14.969,34.081,27.754,11.823,8.381,2.991,52.291,23.196
A88022,2026-07-01,11161,5725,1981,4523,2759,1101,577,220,17.749,40.525,24.72,9.865,5.17,1.971,51.295,17.006
A88023,2026-07-01,5250,2692,709,1652,1484,678,539,188,13.505,31.467,28.267,12.914,10.267,3.581,51.276,26.762
A88025,2026-07-01,4236,2188,504,1361,1213,640,386,132,11.898,32.129,28.636,15.109,9.112,3.116,51.653,27.337
A88601,2026-07-01,4456,2250,596,1680,1161,527,374,118,13.375,37.702,26.055,11.827,8.393,2.648,50.494,22.868
A88608,2026-07-01,5933,2866,855,2224,1541,704,447,162,14.411,37.485,25.973,11.866,7.534,2.73,48.306,22.13
A88613,2026-07-01,4121,2106,664,1556,1017,419,344,121,16.113,37.758,24.678,10.167,8.347,2.936,51.104,21.451
A89001,2026-07-01,13594,6873,2272,5401,3289,1518,802,312,16.713,39.731,24.194,11.167,5.9,2.295,50.559,19.361
A89002,2026-07-01,6690,3048,868,3200,1607,574,348,93,12.975,47.833,24.021,8.58,5.202,1.39,45.561,15.172
A89004,2026-07-01,11907,5980,1865,4392,2899,1330,1056,365,15.663,36.886,24.347,11.17,8.869,3.065,50.223,23.104
A89005,2026-07-01,5846,2889,862,2121,1457,706,501,199,14.745,36.281,24.923,12.077,8.57,3.404,49.418,24.051
A89006,2026-07-01,7709,3779,1326,3377,1791,670,399,146,17.201,43.806,23.233,8.691,5.176,1.894,49.021,15.761
A89007,2026-07-01,10024,5055,1482,3973,2471,1061,763,274,14.785,39.635,24.651,10.585,7.612,2.733,50.429,20.93
A89008,2026-07-01,5434,2678,923,2191,1354,550,280,136,16.986,40.32,24.917,10.121,5.153,2.503,49.282,17.777
A89009,2026-07-01,9929,5082,1683,3732,2537,1057,644,276,16.95,37.587,25.551,10.646,6.486,2.78,51.183,19.911
A89010,2026-07-01,12082,6149,1730,4092,3254,1523,1101,382,14.319,33.869,26.933,12.606,9.113,3.162,50.894,24.88
A89011,2026-07-01,4914,2497,826,1820,1244,559,346,119,16.809,37.037,25.315,11.376,7.041,2.422,50.814,20.838
A89012,2026-07-01,11712,5823,1836,4532,2809,1410,978,147,15.676,38.695,23.984,12.039,8.35,1.255,49.718,21.644
A89013,2026-07-01,5516,2618,542,2593,1189,559,458,175,9.826,47.009,21.555,10.134,8.303,3.173,47.462,21.61
A89015,2026-07-01,9159,4803,1045,2769,2648,1299,968,430,11.41,30.233,28.911,14.183,10.569,4.695,52.44,29.446
A89016,2026-07-01,9275,4519,1087,3850,2267,1068,715,288,11.72,41.509,24.442,11.515,7.709,3.105,48.722,22.329
A89017,2026-07-01,14090,6919,2155,5773,3476,1589,805,292,15.295,40.972,24.67,11.278,5.713,2.072,49.106,19.063
A89018,2026-07-01,5110,2452,707,2009,1362,550,341,141,13.836,39.315,26.654,10.763,6.673,2.759,47.984,20.196
A89019,2026-07-01,14595,7455,2358,5606,3646,1643,987,355,16.156,38.41,24.981,11.257,6.763,2.432,51.079,20.452
A89020,2026-07-01,8443,3868,1123,3512,2230,883,527,168,13.301,41.597,26.412,10.458,6.242,1.99,45.813,18.69
A89021,2026-07-01,8500,4298,1308,3163,2228,951,632,218,15.388,37.212,26.212,11.188,7.435,2.565,50.565,21.188
A89022,2026-07-01,5243,2682,731,1857,1329,618,553,155,13.942,35.419,25.348,11.787,10.547,2.956,51.154,25.291
A89023,2026-07-01,8368,4339,1349,3040,2084,1000,644,251,16.121,36.329,24.904,11.95,7.696,3.0,51.852,22.646
A89024,2026-07-01,8119,4182,1255,3117,2092,819,631,205,15.458,38.391,25.767,10.087,7.772,2.525,51.509,20.384
A89025,2026-07-01,9823,4960,1547,3852,2587,1023,664,150,15.749,39.214,26.336,10.414,6.76,1.527,50.494,18.701
A89026,2026-07-01,7126,3574,965,2517,1884,926,654,180,13.542,35.321,26.438,12.995,9.178,2.526,50.154,24.698
A89027,2026-07-01,6320,3324,1010,2429,1660,696,388,137,15.981,38.434,26.266,11.013,6.139,2.168,52.595,19.32
A89028,2026-07-01,7560,3796,1095,2609,2157,832,663,204,14.484,34.511,28.532,11.005,8.77,2.698,50.212,22.474
A89030,2026-07-01,6606,3368,972,2439,1678,745,546,226,14.714,36.921,25.401,11.278,8.265,3.421,50.984,22.964
A89031,2026-07-01,7526,3664,1150,3879,1573,522,304,98,15.28,51.541,20.901,6.936,4.039,1.302,48.685,12.277
A89032,2026-07-01,9198,4706,1332,3282,2448,1132,713,291,14.481,35.682,26.614,12.307,7.752,3.164,51.163,23.222
A89034,2026-07-01,4081,1780,484,2227,865,291,159,55,11.86,54.57,21.196,7.131,3.896,1.348,43.617,12.374
A89035,2026-07-01,11006,5725,1932,4234,2707,1188,679,266,17.554,38.47,24.596,10.794,6.169,2.417,52.017,19.38
A89036,2026-07-01,2347,1082,337,965,578,263,158,46,14.359,41.116,24.627,11.206,6.732,1.96,46.101,19.898
A89040,2026-07-01,4439,2027,457,1756,1104,586,383,153,10.295,39.558,24.87,13.201,8.628,3.447,45.663,25.276
A89041,2026-07-01,8069,4148,1426,3192,2030,818,464,139,17.673,39.559,25.158,10.138,5.75,1.723,51.407,17.611
A89614,2026-07-01,4521,2256,708,1788,1136,450,301,138,15.66,39.549,25.127,9.954,6.658,3.052,49.9,19.664
A89616,2026-07-01,3002,1562,455,1125,810,345,228,39,15.157,37.475,26.982,11.492,7.595,1.299,52.032,20.386
A89617,2026-07-01,3502,1687,463,1153,969,507,304,106,13.221,32.924,27.67,14.477,8.681,3.027,48.172,26.185
A89623,2026-07-01,3078,1414,495,1402,662,275,178,66,16.082,45.549,21.507,8.934,5.783,2.144,45.939,16.862
B81003,2026-07-01,12699,6497,1746,4168,3271,1586,1352,576,13.749,32.821,25.758,12.489,10.647,4.536,51.162,27.671
B81004,2026-07-01,12476,6364,1381,3139,3460,2194,1786,516,11.069,25.16,27.733,17.586,14.315,4.136,51.01,36.037
B81005,2026-07-01,16839,8537,2351,5398,4785,2173,1616,516,13.962,32.057,28.416,12.905,9.597,3.064,50.698,25.566
B81007,2026-07-01,9981,5075,1251,3107,2789,1410,1096,328,12.534,31.129,27.943,14.127,10.981,3.286,50.847,28.394
B81008,2026-07-01,37952,18784,6712,15161,9234,3856,2254,735,17.685,39.948,24.331,10.16,5.939,1.937,49.494,18.036
B81009,2026-07-01,8464,4285,1234,2814,2335,985,842,254,14.579,33.247,27.587,11.638,9.948,3.001,50.626,24.586
B81011,2026-07-01,10632,5413,1809,4196,2628,1080,689,230,17.015,39.466,24.718,10.158,6.48,2.163,50.912,18.802
B81012,2026-07-01,3199,1501,463,1193,857,382,229,75,14.473,37.293,26.79,11.941,7.158,2.344,46.921,21.444
B81013,2026-07-01,8727,4263,1380,3594,2229,739,564,221,15.813,41.183,25.541,8.468,6.463,2.532,48.848,17.463
B81015,2026-07-01,17089,8508,2541,6399,4496,1850,1328,475,14.869,37.445,26.309,10.826,7.771,2.78,49.786,21.376
B81016,2026-07-01,10127,5156,1787,4064,2488,951,632,205,17.646,40.13,24.568,9.391,6.241,2.024,50.913,17.656
B81017,2026-07-01,15668,5982,2346,8071,3785,881,430,155,14.973,51.513,24.158,5.623,2.744,0.989,38.18,9.357
B81018,2026-07-01,9289,4647,1836,3873,2145,847,440,148,19.765,41.694,23.092,9.118,4.737,1.593,50.027,15.448
B81020,2026-07-01,8611,4545,1327,2956,2329,1021,762,216,15.411,34.328,27.047,11.857,8.849,2.508,52.781,23.214
B81022,2026-07-01,12630,6441,1684,4126,3360,1650,1292,518,13.333,32.668,26.603,13.064,10.23,4.101,50.998,27.395
B81024,2026-07-01,11542,5943,1633,3518,3042,1521,1258,570,14.148,30.48,26.356,13.178,10.899,4.938,51.49,29.016
B81025,2026-07-01,33503,16862,4168,9803,9146,5124,4012,1250,12.441,29.26,27.299,15.294,11.975,3.731,50.33,31.0
B81026,2026-07-01,20165,9752,3451,8288,4965,1869,1191,401,17.114,41.101,24.622,9.269,5.906,1.989,48.361,17.163
B81027,2026-07-01,7753,3751,1235,3198,1985,776,412,147,15.929,41.249,25.603,10.009,5.314,1.896,48.381,17.219
B81029,2026-07-01,11979,6063,1679,3989,3473,1455,1062,321,14.016,33.3,28.992,12.146,8.866,2.68,50.614,23.691
B81030,2026-07-01,25004,12878,3616,8227,6428,3044,2571,1118,14.462,32.903,25.708,12.174,10.282,4.471,51.504,26.928
B81031,2026-07-01,21089,10645,3178,7486,5674,2581,1628,542,15.069,35.497,26.905,12.239,7.72,2.57,50.477,22.528
B81032,2026-07-01,5952,2735,832,3320,1301,329,141,29,13.978,55.78,21.858,5.528,2.369,0.487,45.951,8.384
B81034,2026-07-01,11470,5768,1396,3068,3216,1887,1498,405,12.171,26.748,28.038,16.452,13.06,3.531,50.288,33.043
B81035,2026-07-01,6881,3403,978,2686,1783,715,530,189,14.213,39.035,25.912,10.391,7.702,2.747,49.455,20.84
B81036,2026-07-01,19136,9818,2698,6390,5141,2377,1955,575,14.099,33.393,26.866,12.422,10.216,3.005,51.306,25.643
B81037,2026-07-01,14692,7486,1865,4221,4052,2128,1812,614,12.694,28.73,27.58,14.484,12.333,4.179,50.953,30.996
B81038,2026-07-01,8138,4165,1306,2994,2027,938,656,217,16.048,36.79,24.908,11.526,8.061,2.667,51.18,22.254
B81039,2026-07-01,34841,17312,5726,12941,8891,3861,2539,883,16.435,37.143,25.519,11.082,7.287,2.534,49.689,20.904
B81040,2026-07-01,16013,7984,3171,6657,3663,1482,773,267,19.803,41.572,22.875,9.255,4.827,1.667,49.859,15.75
B81041,2026-07-01,6204,3101,778,2010,1744,832,644,196,12.54,32.398,28.111,13.411,10.38,3.159,49.984,26.95
B81042,2026-07-01,13775,7250,1916,4179,3602,1960,1546,572,13.909,30.338,26.149,14.229,11.223,4.152,52.632,29.604
B81043,2026-07-01,14962,7576,1867,4355,4326,2201,1682,531,12.478,29.107,28.913,14.711,11.242,3.549,50.635,29.501
B81045,2026-07-01,12283,6252,1896,4451,3172,1392,1039,333,15.436,36.237,25.824,11.333,8.459,2.711,50.9,22.503
B81046,2026-07-01,8998,4432,1645,3692,2179,866,448,168,18.282,41.031,24.216,9.624,4.979,1.867,49.255,16.47
B81047,2026-07-01,7507,3416,1109,3214,2035,650,388,111,14.773,42.813,27.108,8.659,5.169,1.479,45.504,15.306
B81048,2026-07-01,55899,27459,8852,23844,13686,5148,3244,1125,15.836,42.656,24.483,9.209,5.803,2.013,49.123,17.025
B81051,2026-07-01,11133,5793,1216,3142,3040,1819,1429,487,10.922,28.222,27.306,16.339,12.836,4.374,52.034,33.549
B81054,2026-07-01,8164,3863,1031,3168,2268,931,590,176,12.629,38.805,27.78,11.404,7.227,2.156,47.317,20.786
B81061,2026-07-01,48913,25216,7419,16430,13408,5797,4257,1602,15.168,33.59,27.412,11.852,8.703,3.275,51.553,23.83
B81063,2026-07-01,7314,3785,888,2123,2119,1098,827,259,12.141,29.027,28.972,15.012,11.307,3.541,51.75,29.861
B81064,2026-07-01,10867,5543,1902,4315,2547,1041,775,287,17.503,39.707,23.438,9.579,7.132,2.641,51.008,19.352
B81068,2026-07-01,17589,8757,2804,6604,4422,1897,1374,488,15.942,37.546,25.141,10.785,7.812,2.774,49.787,21.371
B81069,2026-07-01,41954,21161,5387,12299,10707,6491,5349,1721,12.84,29.315,25.521,15.472,12.75,4.102,50.439,32.323
B81074,2026-07-01,11236,5520,1564,4022,3026,1343,974,307,13.92,35.796,26.931,11.953,8.669,2.732,49.128,23.354
B81075,2026-07-01,4074,2095,520,1426,1059,518,411,140,12.764,35.002,25.994,12.715,10.088,3.436,51.424,26.24
B81082,2026-07-01,6792,3517,969,2106,2096,814,602,205,14.267,31.007,30.86,11.985,8.863,3.018,51.782,23.866
B81085,2026-07-01,39082,19570,8315,18146,8401,2512,1289,419,21.276,46.431,21.496,6.428,3.298,1.072,50.074,10.798
B81087,2026-07-01,7859,3949,1134,2792,2158,926,636,213,14.429,35.526,27.459,11.783,8.093,2.71,50.248,22.586
B81088,2026-07-01,8282,4178,1076,2698,2419,1134,716,239,12.992,32.577,29.208,13.692,8.645,2.886,50.447,25.223
B81090,2026-07-01,4821,2380,779,2057,1170,439,271,105,16.158,42.667,24.269,9.106,5.621,2.178,49.367,16.905
B81091,2026-07-01,5121,2564,744,1705,1430,641,448,153,14.528,33.294,27.924,12.517,8.748,2.988,50.068,24.253
B81092,2026-07-01,12549,6456,1662,3865,3447,1838,1322,415,13.244,30.799,27.468,14.647,10.535,3.307,51.446,28.488
B81097,2026-07-01,2481,1172,421,981,634,231,164,50,16.969,39.541,25.554,9.311,6.61,2.015,47.239,17.936
B81099,2026-07-01,10662,5402,1441,3236,3112,1444,1087,342,13.515,30.351,29.188,13.543,10.195,3.208,50.666,26.946
