gp_code,gp_name,postcode,pcn_name,region,list_size,wd_total,clin,adm,unk,unk_share,clin_of_cat,category,oc_rate_12m,supplier,satisfaction,continuity
F84681,BALAAM STREET PRACTICE,E13 8AF,NEWHAM CENTRAL PCN,LONDON,8543.6,3316.0,0.0,0.0,3316.0,100.0,,no split (uncategorised),165.0,EVERGREEN HEALTH SOLUTIONS,72.3,35.4
F84749,CARPENTERS PRACTICE,E15 2JA,NEWHAM CENTRAL PCN,LONDON,24847.8,4083.0,0.0,0.0,4083.0,100.0,,no split (uncategorised),12.9,EVERGREEN HEALTH SOLUTIONS,47.1,14.3
G85002,STREATHAM HIGH PRACTICE,SW16 2ST,AT MEDICS STREATHAM PCN,LONDON,24893.8,5523.0,0.0,0.0,5523.0,100.0,,no split (uncategorised),75.6,EVERGREEN HEALTH SOLUTIONS,68.7,21.3
G85029,FALMOUTH ROAD GROUP PRACTICE,SE1 4JW,NORTH SOUTHWARK PCN,LONDON,17228.4,2947.0,0.0,0.0,2947.0,100.0,,no split (uncategorised),27.3,EVERGREEN HEALTH SOLUTIONS,56.0,37.7
G85030,PARKSIDE MEDICAL CENTRE,SE5 7AQ,SOUTH SOUTHWARK PCN,LONDON,6267.9,1371.0,0.0,0.0,1371.0,100.0,,no split (uncategorised),129.2,EVERGREEN HEALTH SOLUTIONS,70.8,27.2
G85087,SILVERLOCK MEDICAL CENTRE,SE16 3HA,NORTH SOUTHWARK PCN,LONDON,16590.4,4082.0,0.0,0.0,4082.0,100.0,,no split (uncategorised),38.5,EVERGREEN HEALTH SOLUTIONS,63.5,24.4
G85132,TESSA JOWELL GP SURGERY,SE22 8EY,SOUTH SOUTHWARK PCN,LONDON,15401.1,4275.0,0.0,0.0,4275.0,100.0,,no split (uncategorised),146.0,EVERGREEN HEALTH SOLUTIONS,49.9,25.9
G85715,THE LISTER PRACTICE,SE15 5LJ,SOUTH SOUTHWARK PCN,LONDON,12128.2,2120.0,0.0,0.0,2120.0,100.0,,no split (uncategorised),27.7,EVERGREEN HEALTH SOLUTIONS,64.9,23.5
H82017,PARK SURGERY,RH12 1BG,PARK AND ORCHARD PCN,SOUTH EAST,20716.4,4206.0,0.0,0.0,4206.0,100.0,,no split (uncategorised),28.8,EVERGREEN HEALTH SOLUTIONS,67.9,21.5
H83049,HEADLEY DRIVE SURGERY,CR0 0QL,MAYDAY SOUTH PCN,LONDON,2633.0,232.0,0.0,0.0,232.0,100.0,,no split (uncategorised),0.6,EVERGREEN HEALTH SOLUTIONS,75.8,42.1
H84619,CLAREMONT MEDICAL CENTRE,KT6 6BS,CHESSINGTON AND SURBITON PCN,LONDON,11090.0,3269.0,0.0,0.0,3269.0,100.0,,no split (uncategorised),1.4,SILICON PRACTICE LTD,87.7,52.0
J82069,CAMROSE GILLIES AND HACKWOOD PARTNERSHIP,RG22 4EH,"CAMROSE, GILLIES & HACKWOOD PARTNERSHIP PCN",SOUTH EAST,52033.2,4511.0,0.0,0.0,4511.0,100.0,,no split (uncategorised),15.0,EVERGREEN HEALTH SOLUTIONS,54.9,37.9
K81050,THE DOWNLAND PRACTICE,RG20 8UY,A34 WEST BERKSHIRE PCN,SOUTH EAST,11090.7,404.0,0.0,0.0,404.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,78.9,57.4
K82013,THE RED HOUSE SURGERY,MK2 2EH,CROWN PCN,EAST OF ENGLAND,13853.6,613.0,0.0,0.0,613.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,89.2,32.3
K82039,BEDFORD STREET SURGERY,MK2 2TX,SOUTH WEST PCN,EAST OF ENGLAND,15814.9,929.0,0.0,0.0,929.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,69.5,30.7
K82617,THE STONEDEAN PRACTICE,MK11 1YA,NEXUS MK PCN,EAST OF ENGLAND,8020.5,157.0,0.0,0.0,157.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,85.7,61.4
K84082,THE KEY MEDICAL PRACTICE,OX5 1AP,"KIDLINGTON, ISLIP, WOODSTOCK & YARNTON (KIWY) PCN",SOUTH EAST,12927.2,133.0,0.0,0.0,133.0,100.0,,no split (uncategorised),30.6,SILICON PRACTICE LTD,74.2,24.1
L81643,THE CEDARS SURGERY,BS22 6AJ,PIER HEALTH PCN,SOUTH WEST,16715.5,7921.0,0.0,0.0,7921.0,100.0,,no split (uncategorised),266.8,EVERGREEN HEALTH SOLUTIONS,87.5,58.7
L81670,HORIZON HEALTH CENTRE,BS23 3SJ,PIER HEALTH PCN,SOUTH WEST,5692.8,2166.0,0.0,0.0,2166.0,100.0,,no split (uncategorised),203.5,EVERGREEN HEALTH SOLUTIONS,66.4,26.8
L83029,SOUTHOVER MEDICAL PRACTICE,TQ1 3HD,TORQUAY PCN,SOUTH WEST,8443.6,2005.0,0.0,0.0,2005.0,100.0,,no split (uncategorised),54.5,EVERGREEN HEALTH SOLUTIONS,77.6,23.5
L84003,UNDERWOOD SURGERY,GL50 3EQ,CHELTENHAM CENTRAL PCN,SOUTH WEST,11318.4,101.0,0.0,0.0,101.0,100.0,,no split (uncategorised),0.0,SILICON PRACTICE LTD,90.7,55.6
L84006,STAUNTON & CORSE SURGERY,GL19 3RB,TWNS PCN,SOUTH WEST,6802.3,224.0,0.0,0.0,224.0,100.0,,no split (uncategorised),0.3,SILICON PRACTICE LTD,95.9,63.3
L84011,LYDNEY PRACTICE,GL15 5NQ,WEST FOREST OF DEAN PCN,SOUTH WEST,8509.7,339.0,0.0,0.0,339.0,100.0,,no split (uncategorised),0.3,SILICON PRACTICE LTD,81.1,23.8
L84014,HUCCLECOTE SURGERY,GL3 3HB,NORTH & SOUTH GLOUCESTER (NSG) PCN,SOUTH WEST,8999.2,387.0,0.0,0.0,387.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,74.7,36.4
L84028,FOREST HEALTH CARE,GL14 2NX,FOREST GREEN PCN,SOUTH WEST,11749.0,1553.0,0.0,0.0,1553.0,100.0,,no split (uncategorised),0.3,SILICON PRACTICE LTD,79.8,28.7
L84031,STOW SURGERY,GL54 1AX,NORTH COTSWOLDS PCN,SOUTH WEST,5750.2,128.0,0.0,0.0,128.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,89.2,42.1
L84033,WESTON HOUSE PRACTICE,GL50 4DP,ST PAUL'S PCN,SOUTH WEST,19393.2,700.0,0.0,0.0,700.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,74.0,29.6
L84038,COTSWOLD MEDICAL PRACTICE,GL54 2AZ,NORTH COTSWOLDS PCN,SOUTH WEST,11495.5,129.0,0.0,0.0,129.0,100.0,,no split (uncategorised),0.0,SILICON PRACTICE LTD,86.1,53.4
L84049,THE ROYAL WELL SURGERY,GL50 4DP,ST PAUL'S PCN,SOUTH WEST,8115.8,518.0,0.0,0.0,518.0,100.0,,no split (uncategorised),0.3,SILICON PRACTICE LTD,83.2,37.8
L84052,SEVERNSIDE MEDICAL PRACTICE,GL1 2TZ,GLOUCESTER INNER CITY PCN,SOUTH WEST,9576.1,1078.0,0.0,0.0,1078.0,100.0,,no split (uncategorised),0.5,SILICON PRACTICE LTD,74.2,42.4
L84063,RENDCOMB SURGERY,GL7 7EY,SOUTH COTSWOLDS PCN,SOUTH WEST,4868.8,549.0,0.0,0.0,549.0,100.0,,no split (uncategorised),0.5,SILICON PRACTICE LTD,92.3,66.8
L85016,SYMPHONY NORTH HEALTHCARE,TA8 1EU,NORTH SEDGEMOOR PCN,SOUTH WEST,14707.1,8666.0,0.0,0.0,8666.0,100.0,,no split (uncategorised),145.0,EVERGREEN HEALTH SOLUTIONS,53.7,23.4
L85031,MILBORNE PORT SURGERY,DT9 5FH,SOUTH SOMERSET EAST - RPN PCN,SOUTH WEST,7428.5,2909.0,0.0,0.0,2909.0,100.0,,no split (uncategorised),122.8,EVERGREEN HEALTH SOLUTIONS,94.8,79.0
L85032,BRUTON SURGERY,BA10 0EG,SOUTH SOMERSET EAST - RPN PCN,SOUTH WEST,5235.8,1342.0,0.0,0.0,1342.0,100.0,,no split (uncategorised),142.3,EVERGREEN HEALTH SOLUTIONS,87.5,30.8
Y00403,TROWBRIDGE PRACTICE,E9 5NE,WELL STREET COMMON PCN,LONDON,8007.1,1695.0,0.0,0.0,1695.0,100.0,,no split (uncategorised),22.6,EVERGREEN HEALTH SOLUTIONS,61.2,59.2
Y01011,BARLBY SURGERY,W10 6DZ,INCLUSIVE HEALTH PCN,LONDON,11380.2,1005.0,0.0,0.0,1005.0,100.0,,no split (uncategorised),18.4,EVERGREEN HEALTH SOLUTIONS,60.4,26.3
Y02117,ST ANN'S ROAD SURGERY,N15 5AZ,HARINGEY - N15/SOUTH EAST PCN,LONDON,16256.0,3193.0,0.0,0.0,3193.0,100.0,,no split (uncategorised),13.5,EVERGREEN HEALTH SOLUTIONS,55.6,32.7
Y02519,GLOUCESTER HEALTH ACCESS CENTRE,GL1 2TZ,GLOUCESTER INNER CITY PCN,SOUTH WEST,9879.4,398.0,0.0,0.0,398.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,72.4,25.2
Y02751,NORWICH PRACTICES HEALTH CENTRE,NR1 1RB,NORWICH EAST PCN,EAST OF ENGLAND,11150.5,1714.0,0.0,0.0,1714.0,100.0,,no split (uncategorised),0.5,SILICON PRACTICE LTD,75.6,32.6
Y02906,CANBERRA OLD OAK SURGERY,W12 7FG,NORTH HAMMERSMITH & FULHAM PCN,LONDON,10278.2,587.0,0.0,0.0,587.0,100.0,,no split (uncategorised),12.8,EVERGREEN HEALTH SOLUTIONS,49.8,41.4
Y02928,THE PRACTICE ALBERT ROAD,E16 2DY,DOCKLANDS PCN,LONDON,23076.1,5311.0,0.0,0.0,5311.0,100.0,,no split (uncategorised),31.2,EVERGREEN HEALTH SOLUTIONS,42.1,28.8
Y03441,"HEALTH AND WELLBEING CENTRE, EARLS COURT",SW5 0PT,K AND C SOUTH PCN,LONDON,9544.8,609.0,0.0,0.0,609.0,100.0,,no split (uncategorised),18.6,EVERGREEN HEALTH SOLUTIONS,60.7,33.4
D81010,PRIORY FIELDS SURGERY,PE29 3RL,HUNTINGDON PCN,EAST OF ENGLAND,11577.7,2598.0,0.0,0.0,2598.0,100.0,,no split (uncategorised),159.9,EVERGREEN HEALTH SOLUTIONS,76.6,20.7
D81034,ST MARY'S SURGERY,CB7 4HF,ELY NORTH PCN,EAST OF ENGLAND,18164.9,6271.0,0.0,0.0,6271.0,100.0,,no split (uncategorised),193.0,EVERGREEN HEALTH SOLUTIONS,78.6,41.1
D81036,PRIORS FIELD SURGERY,CB6 2RB,ELY NORTH PCN,EAST OF ENGLAND,5203.0,1914.0,0.0,0.0,1914.0,100.0,,no split (uncategorised),11.7,EVERGREEN HEALTH SOLUTIONS,72.9,55.1
D82008,ST STEPHENS GATE MEDICAL PARTNERSHIP,NR2 2TJ,CENTRAL NORWICH PCN,EAST OF ENGLAND,19192.9,2341.0,0.0,0.0,2341.0,100.0,,no split (uncategorised),0.3,SILICON PRACTICE LTD,73.5,38.3
D82018,HELLESDON MEDICAL PRACTICE,NR6 5QJ,NORWICH EAST PCN,EAST OF ENGLAND,11114.4,667.0,0.0,0.0,667.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,84.8,43.2
D82031,PARISH FIELDS PRACTICE,IP22 4WG,SOUTH NORFOLK HIP PCN,EAST OF ENGLAND,8245.0,2816.0,0.0,0.0,2816.0,100.0,,no split (uncategorised),1.2,SILICON PRACTICE LTD,87.9,42.5
D82041,SCHOOL LANE SURGERY,IP24 2AG,BRECKLAND SURGERIES PCN,EAST OF ENGLAND,10788.1,3655.0,0.0,0.0,3655.0,100.0,,no split (uncategorised),1.1,SILICON PRACTICE LTD,80.7,24.2
D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,NR16 2AD,KETTS OAK PCN,EAST OF ENGLAND,8673.3,235.0,0.0,0.0,235.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,51.8,11.3
D82050,THEATRE ROYAL SURGERY,NR19 2EN,MID NORFOLK PCN,EAST OF ENGLAND,9058.1,1762.0,0.0,0.0,1762.0,100.0,,no split (uncategorised),1.0,SILICON PRACTICE LTD,76.0,68.8
D82071,EAST NORWICH MEDICAL PARTNERSHIP,NR7 0AJ,NORWICH EAST PCN,EAST OF ENGLAND,14402.5,381.0,0.0,0.0,381.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,60.7,23.0
D82076,LAWSON ROAD SURGERY,NR3 4LE,NORWICH NORTH PCN,EAST OF ENGLAND,8661.6,1304.0,0.0,0.0,1304.0,100.0,,no split (uncategorised),0.5,SILICON PRACTICE LTD,78.9,42.9
D82079,FELTWELL SURGERY,IP26 4AY,FENS & BRECKS PCN,EAST OF ENGLAND,5529.4,1649.0,0.0,0.0,1649.0,100.0,,no split (uncategorised),1.3,SILICON PRACTICE LTD,85.2,50.0
D82085,HINGHAM SURGERY,NR9 4JB,KETTS OAK PCN,EAST OF ENGLAND,7706.2,835.0,0.0,0.0,835.0,100.0,,no split (uncategorised),0.7,SILICON PRACTICE LTD,97.0,84.7
D83034,BUNGAY MEDICAL CENTRE,NR35 1LP,SOUTH WAVENEY PCN,EAST OF ENGLAND,11774.8,377.0,0.0,0.0,377.0,100.0,,no split (uncategorised),0.1,SILICON PRACTICE LTD,88.4,57.0
D83035,CUTLERS HILL SURGERY,IP19 8SG,SOUTH WAVENEY PCN,EAST OF ENGLAND,10596.0,654.0,0.0,0.0,654.0,100.0,,no split (uncategorised),0.2,SILICON PRACTICE LTD,89.1,37.9
D83044,STOWHEALTH,IP14 1NL,EAST SUFFOLK PCN,EAST OF ENGLAND,22829.2,11447.0,0.0,0.0,11447.0,100.0,,no split (uncategorised),253.8,EVERGREEN HEALTH SOLUTIONS,84.6,48.4
D83051,THE DERBY ROAD PRACTICE,IP3 8DN,EAST SUFFOLK PCN,EAST OF ENGLAND,19212.1,11188.0,0.0,0.0,11188.0,100.0,,no split (uncategorised),272.1,EVERGREEN HEALTH SOLUTIONS,76.2,20.9
D83067,OAKFIELD SURGERY,CB8 7JG,FOREST HEATH PCN,EAST OF ENGLAND,7883.2,4186.0,0.0,0.0,4186.0,100.0,,no split (uncategorised),270.8,EVERGREEN HEALTH SOLUTIONS,87.5,36.4
D83079,COMBS FORD SURGERY,IP14 2SY,EAST SUFFOLK PCN,EAST OF ENGLAND,9367.7,4825.0,0.0,0.0,4825.0,100.0,,no split (uncategorised),257.4,EVERGREEN HEALTH SOLUTIONS,73.2,26.2
E86007,HAREFIELD PRACTICE,UB9 6JY,NORTH CONNECT PCN,LONDON,9057.8,633.0,0.0,0.0,633.0,100.0,,no split (uncategorised),53.6,Blinx Healthcare,69.7,22.1
E86012,WOOD LANE MEDICAL CENTRE,HA4 6ER,CELADINE HEALTH & METROCARE PCN,LONDON,11346.6,2468.0,0.0,0.0,2468.0,100.0,,no split (uncategorised),24.4,Blinx Healthcare,68.7,25.5
K84041,MARCHAM RD FAMILY HEALTH CENTRE,OX14 1BT,ABINGDON AND DISTRICT PCN,SOUTH EAST,14585.2,1275.0,0.0,0.0,1275.0,100.0,,no split (uncategorised),0.0,Blinx Healthcare,78.0,39.8
E84003,PREMIER MEDICAL CENTRE,HA0 4UZ,BRENT WEST KWH PCN,LONDON,14466.3,1797.0,0.0,0.0,1797.0,100.0,,no split (uncategorised),19.8,Blinx Healthcare,78.9,43.7
