gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
P81041,PARKGATE SURGERY,86.84,63.08,73.35,65.21,0.52,11.2,3.06,90.17,89.74,78.38,80.51,68.9,36.42,52.56,44.19,43.78,63.22,60.74,83.88,65.0,68.2,1.12,0.6,,0.23,2.39,71.77,68.0,,59.38,39.27,52.21
P81042,Adelaide Street Surgery,85.55,60.22,78.27,63.09,0.66,46.55,2.72,93.36,91.61,67.86,82.58,69.8,43.51,63.8,54.64,56.47,71.57,54.9,88.43,64.58,66.0,1.33,0.64,,0.19,0.49,73.8,65.07,78.81,74.78,68.0,72.09
P81043,South King Street Medical Centre,83.1,55.29,73.1,57.74,0.76,22.95,3.08,93.69,91.89,,82.64,71.5,43.26,53.75,44.14,46.64,66.39,62.61,90.34,72.34,69.68,1.17,0.32,0.0,,1.32,66.95,55.8,,74.7,82.78,70.77
P81044,Library House Surgery,87.41,68.14,81.16,71.08,0.74,47.8,1.58,87.29,86.88,93.33,82.15,74.71,43.59,56.29,55.53,57.63,69.42,48.89,86.24,75.68,69.72,1.07,0.39,0.1,0.12,0.87,77.05,76.72,,73.99,46.67,73.27
P81045,The Elms Practice,91.22,80.63,88.69,82.96,,39.28,0.97,90.77,89.23,88.89,77.78,86.38,46.59,49.49,37.83,39.64,58.56,40.88,87.85,50.0,81.44,0.71,0.51,,,1.09,89.58,88.79,,70.51,77.63,51.53
P81046,Park View Surgery,83.74,55.0,67.33,56.59,,29.51,1.71,93.33,91.67,,83.59,85.11,51.53,61.5,48.54,49.77,72.95,57.38,89.34,,81.69,0.85,0.52,,,0.56,79.57,65.85,,76.19,84.0,66.8
P81047,Parkside Surgery,93.23,76.1,87.83,78.27,0.28,64.16,0.95,90.53,87.57,93.75,88.37,91.12,61.1,57.66,55.06,55.57,71.82,65.23,93.18,73.21,80.86,1.09,0.62,,0.24,0.6,89.28,86.25,,80.5,86.27,84.1
P81051,Darwen Healthcare,82.49,57.72,82.8,61.74,0.58,14.71,1.71,92.14,90.88,94.74,80.97,85.45,49.7,58.23,49.9,50.38,64.24,50.49,94.11,70.18,74.92,0.35,0.08,,0.19,0.62,79.34,75.42,78.2,76.8,79.73,82.76
P81053,Briercliffe Surgery,89.87,67.89,80.08,70.22,,33.2,2.49,91.5,90.2,71.43,87.31,77.73,49.44,58.01,47.33,49.96,67.41,51.85,84.44,80.0,65.25,1.58,1.05,0.12,0.14,2.59,76.56,74.85,77.42,82.51,86.04,75.61
P81054,Marton Medical Practice,85.88,64.47,80.19,67.2,0.66,32.04,2.44,86.47,85.29,83.33,82.78,76.37,45.24,65.1,54.1,55.74,71.23,48.22,87.95,71.83,76.4,1.19,0.62,,0.33,0.76,75.63,71.28,,78.11,95.48,62.81
P81055,BERRY LANE MEDICAL CENTRE,89.76,70.88,84.62,73.72,0.47,53.72,1.72,93.82,93.24,68.18,84.85,86.49,53.54,62.45,48.88,50.42,67.39,59.21,93.04,66.27,73.0,0.92,0.22,,0.09,0.08,82.3,76.83,83.91,69.57,76.66,55.07
P81057,Worden Medical Centre,91.15,69.0,83.59,72.12,,61.26,2.71,91.37,90.57,61.54,85.2,86.1,52.81,57.31,47.72,48.59,66.04,69.64,92.97,67.0,72.18,1.52,0.97,0.07,0.13,1.29,81.48,77.89,,72.48,64.74,75.37
P81058,St Georges Surgery,89.46,71.35,84.33,73.27,,39.14,2.86,90.67,87.33,100.0,85.89,82.62,50.6,65.65,61.39,63.88,74.56,44.38,90.53,68.42,75.0,1.4,0.73,0.22,0.17,1.67,82.37,76.85,,78.79,92.52,72.78
P81059,Great Eccleston Hlth Ctr,86.64,67.71,80.95,70.59,,57.08,1.19,94.14,89.96,38.1,86.91,87.32,56.65,61.41,54.02,54.65,72.25,66.21,92.31,87.5,67.86,1.31,0.57,,0.22,1.42,85.98,75.71,72.73,71.52,64.63,62.59
P81061,Redlam Surgery,93.28,69.72,88.2,73.89,,17.41,3.67,95.92,94.9,,86.93,87.99,67.14,64.98,62.45,63.03,77.51,31.36,94.08,55.56,77.61,1.28,0.78,,0.28,2.31,90.7,88.7,,82.49,78.41,82.99
P81062,Regent House Surgery,87.88,68.15,80.7,70.63,0.62,14.47,1.41,91.09,84.65,,89.69,76.08,55.88,65.89,51.97,56.86,77.68,49.43,91.12,84.78,74.91,1.05,0.34,,,0.93,81.9,74.16,,80.3,69.29,75.51
P81063,St Pauls Medical Centre,88.05,66.32,82.19,68.99,0.55,58.33,2.6,91.44,90.99,,87.05,84.57,53.86,69.6,62.12,62.58,78.45,64.46,91.49,73.21,69.82,1.18,,0.15,0.25,0.79,81.02,78.72,,75.04,74.15,74.61
P81065,The Pendle Medical Partnership,88.21,67.29,78.24,69.32,,47.42,2.42,88.96,86.36,53.33,82.64,85.98,51.26,60.97,52.25,53.68,69.59,64.6,91.41,76.92,70.88,0.89,0.3,0.07,0.15,1.46,80.69,76.02,,84.88,87.1,74.07
P81066,Layton Medical Centre,84.73,61.96,75.36,64.15,1.61,36.75,1.37,86.57,85.07,,87.3,80.04,43.55,55.39,52.17,55.01,74.64,44.44,90.03,77.14,71.43,1.45,0.63,,0.12,0.28,70.99,65.92,,84.71,95.06,64.64
P81067,The Healthcare Centre,92.11,65.87,82.97,69.33,,44.0,2.91,93.52,93.17,70.97,87.19,86.51,52.45,69.99,60.77,61.28,76.36,52.26,91.42,73.17,72.95,0.52,0.08,,0.12,0.68,76.73,78.64,,84.79,81.87,68.5
P81069,Pendleside Medical Pract,89.53,73.63,87.97,76.78,0.46,17.87,1.1,92.72,89.4,69.23,81.17,88.87,55.35,57.12,52.35,53.73,64.76,61.78,93.42,66.23,78.35,0.42,,0.08,0.16,0.59,86.12,83.21,,67.56,45.67,76.03
P81070,Pendle View Medical Centre,88.34,63.11,78.42,67.03,0.69,43.59,2.37,91.03,90.38,,88.0,83.58,51.58,62.21,56.59,57.49,72.57,54.51,85.42,77.14,67.89,1.04,0.38,0.21,0.25,1.55,77.2,70.39,,65.56,73.13,69.16
P81071,The New Hall Lane Practice,93.48,68.85,80.53,70.24,,20.62,2.22,93.98,87.95,,89.31,81.72,52.76,59.44,58.82,61.26,77.47,30.04,91.7,66.67,73.88,0.44,,0.0,,1.39,81.76,74.34,,88.52,89.96,78.83
P81072,Glenroyd Medical Centre,89.43,72.01,81.06,73.95,1.14,48.98,3.09,92.18,91.06,73.33,85.8,78.05,51.14,71.72,64.8,64.38,76.98,59.9,90.97,72.17,77.31,1.31,0.25,0.1,0.16,0.57,80.26,79.02,78.35,75.45,57.53,71.7
P81073,Cleveleys Group Practice,85.25,71.27,79.8,73.49,,28.24,1.85,91.84,88.44,,83.29,78.39,44.53,56.27,54.65,57.45,69.6,57.7,91.52,68.0,71.35,1.42,0.4,,0.14,0.45,79.32,76.44,78.63,73.39,75.05,73.91
P81074,Highfield Surgery,88.61,73.81,88.91,77.03,0.57,58.21,1.52,92.56,90.91,76.19,86.05,82.05,52.22,61.39,53.53,54.99,73.41,76.1,95.62,74.19,82.62,1.1,0.33,0.13,0.13,0.76,84.99,81.14,82.41,70.91,79.31,78.06
P81076,SANDY LANE SURGERY,91.23,65.86,85.87,70.27,0.43,42.39,3.11,92.96,92.96,80.0,85.54,88.43,54.64,61.32,56.05,57.27,70.53,58.6,93.36,66.67,72.04,1.02,0.42,,,0.42,76.85,76.15,,72.4,79.14,79.74
P81077,Holland House Surgery,95.25,72.68,85.65,76.2,0.45,20.68,2.45,87.97,86.29,92.0,86.76,91.1,60.27,53.66,53.69,55.63,71.46,78.22,97.45,72.5,73.74,1.25,0.11,,,0.13,81.17,80.9,,86.05,79.07,83.62
P81079,The Thornton Practice,88.84,79.54,85.54,80.96,,63.94,0.82,90.34,89.03,35.48,84.06,81.06,50.62,58.63,49.76,49.73,70.9,68.64,93.36,64.29,85.39,1.33,0.31,,0.15,0.31,85.54,84.79,,70.99,59.66,80.18
P81081,Arnold Medical Centre,81.05,60.2,72.6,63.05,0.94,37.39,2.82,83.33,82.74,66.67,85.34,74.47,43.03,60.66,49.64,49.86,71.23,63.16,87.37,58.62,62.96,1.32,0.32,0.0,,0.36,72.3,72.22,75.57,76.45,73.19,66.63
P81082,THE RYAN MEDICAL CENTRE,93.24,77.24,88.86,79.47,,53.78,1.5,88.65,86.88,81.48,90.96,90.82,64.72,67.06,59.99,60.48,78.82,60.75,94.08,78.57,80.33,0.73,0.16,0.0,,1.15,84.58,83.22,,73.56,78.35,79.72
P81083,Roslea Surgery,87.69,72.9,85.07,75.97,,23.3,1.39,94.85,94.42,86.67,88.98,83.66,58.86,60.65,50.23,51.94,67.01,31.98,86.15,71.23,71.06,1.03,0.51,,0.14,4.75,84.98,80.41,,72.54,63.73,60.16
P81084,Hall Green Surgery,85.64,62.52,80.57,66.71,,15.9,2.78,92.16,91.76,95.0,88.07,77.98,50.21,64.76,60.29,61.05,73.13,30.75,85.97,,70.46,0.88,0.55,,,0.97,79.04,77.42,73.4,78.81,93.24,46.45
P81086,Broadway Medical Centre,88.82,65.25,85.4,69.62,0.47,61.02,2.49,93.48,90.43,62.5,86.29,81.05,49.92,68.76,59.77,60.44,77.15,69.48,92.7,61.76,74.55,1.3,0.71,,0.23,0.23,80.3,73.11,81.39,74.47,80.33,71.64
P81087,The Over-Wyre Med.Ctr.,90.67,75.33,86.4,77.91,,68.2,1.9,93.51,92.68,76.0,86.07,92.1,58.47,56.55,52.26,53.35,68.1,71.19,96.07,71.6,80.22,1.73,0.34,0.12,0.11,1.0,84.33,84.51,,76.62,89.65,76.82
P81088,Whitworth Medical Centre,88.23,62.33,83.97,66.61,,16.65,2.65,88.11,85.31,66.67,85.19,78.52,42.47,59.61,57.05,59.89,74.01,35.86,91.45,76.19,68.21,0.54,0.2,,0.14,1.68,79.69,77.78,,73.3,70.45,57.54
P81089,The Mount View Practice,88.2,72.54,87.55,75.54,,56.17,2.06,90.23,88.22,40.0,82.15,83.24,45.13,54.38,50.48,49.84,63.23,64.21,93.87,74.79,78.63,1.27,0.35,0.1,0.19,1.18,82.83,80.18,,83.09,79.87,72.33
P81092,The Crescent Surgery,89.49,78.18,85.99,80.18,0.44,58.06,1.83,92.13,91.01,,85.84,85.84,50.0,62.95,61.18,62.65,73.39,70.89,94.29,74.56,81.78,1.98,0.35,,0.51,0.18,88.33,82.84,,82.29,78.0,82.53
P81095,Thursby Surgery,96.91,75.77,91.15,78.16,,36.84,3.27,92.64,92.64,,88.57,94.29,55.1,58.43,53.95,54.58,69.17,71.94,97.22,72.22,84.92,0.16,0.0,0.14,0.23,0.33,87.46,83.53,,86.35,90.97,88.85
P81096,PARBOLD SURGERY,86.88,63.29,76.6,66.74,,64.32,2.01,90.37,90.37,76.47,83.84,86.3,46.85,60.42,56.34,56.57,70.03,66.9,92.33,59.65,64.87,0.58,,,,0.24,78.03,72.3,,65.63,69.15,76.69
P81099,Haslingden Healthcare,87.54,60.38,80.24,64.07,,19.33,2.43,90.53,89.3,,80.88,86.55,48.78,57.5,53.49,53.99,67.9,51.14,92.9,72.0,68.49,0.93,0.43,,0.14,1.16,78.88,77.41,82.83,82.14,91.78,68.56
P81100,The Castle Medical Group,88.83,73.5,89.32,77.12,0.44,54.68,1.12,94.04,92.31,65.22,87.55,85.58,55.39,64.29,60.11,61.72,75.36,67.5,94.29,67.48,83.9,0.91,0.26,,0.06,0.4,85.53,85.0,,72.34,64.71,78.5
P81103,North Preston Medical Practice,88.66,69.7,87.11,72.9,0.66,50.9,1.92,88.79,87.93,51.85,86.11,85.96,55.09,65.14,57.14,57.61,74.52,62.83,95.11,64.71,76.96,0.63,0.19,,0.12,0.22,79.9,79.17,,80.41,82.89,80.49
P81107,Stonebridge Surgery,86.36,74.39,88.24,77.49,,55.38,0.8,86.91,86.39,,85.06,83.8,54.94,68.19,61.18,60.88,67.12,60.27,88.49,63.64,75.93,0.62,0.12,,,0.74,81.67,83.75,,77.16,86.88,74.18
P81112,Beacon Primary Care,88.65,69.54,74.06,70.39,0.74,44.81,3.03,88.86,87.95,71.43,81.08,82.89,47.93,61.87,55.28,56.52,70.02,60.35,91.88,68.63,74.41,0.82,0.19,,0.11,1.39,76.07,74.72,80.52,82.48,77.88,68.18
P81113,PARK VIEW SURGERY,94.31,70.61,80.51,73.05,0.6,54.69,1.93,86.92,83.64,75.0,83.67,84.48,47.78,64.43,56.3,56.35,71.65,64.56,94.43,57.14,68.96,1.58,0.36,,0.18,2.03,79.32,76.44,,80.0,72.96,72.6
P81115,Bloomfield Medical Centre,87.8,67.83,82.86,69.73,0.72,15.71,3.63,89.05,87.59,66.67,83.42,74.33,42.35,61.21,52.72,54.46,74.95,45.3,89.13,68.92,76.64,0.95,0.3,0.14,0.19,0.82,77.41,73.39,69.65,80.84,82.59,70.05
P81117,Central Park Surgery,81.91,56.74,72.3,59.21,,40.03,3.27,92.78,92.78,,84.94,76.83,45.56,58.28,52.47,53.09,66.78,46.92,90.07,70.59,63.93,0.75,0.18,,0.22,0.99,75.82,63.86,71.43,68.75,60.53,64.75
P81118,Ilex View Medical Practice,82.67,58.37,76.09,61.22,0.69,39.77,2.11,90.65,89.93,56.25,83.74,79.01,50.62,67.5,59.89,61.51,76.26,49.28,85.61,78.95,64.68,0.45,0.13,,0.15,0.37,77.71,74.73,,67.84,76.34,63.93
P81119,Lane Ends Surgery,88.89,59.84,77.82,63.06,1.22,28.18,3.31,86.31,83.93,100.0,85.29,78.51,49.1,66.67,58.14,57.56,71.22,35.61,79.27,64.29,69.2,0.6,0.15,,0.18,0.82,77.73,72.35,,69.27,93.19,54.03
P81123,Pwe Pendle Valley Mill,79.24,57.24,81.05,60.87,,35.45,1.87,88.0,88.0,,88.64,77.11,46.99,72.06,61.65,63.6,75.59,49.83,86.29,61.11,67.41,0.57,0.27,0.15,0.28,0.85,71.47,69.77,,61.04,93.83,66.21
P81125,Oakenhurst Medical Practice,90.72,69.98,81.65,72.35,,60.98,2.26,94.12,91.44,100.0,85.24,84.89,58.0,60.97,56.78,58.35,71.85,63.0,90.62,88.89,73.37,0.59,0.1,,0.15,1.24,81.45,79.36,,77.1,75.65,72.78
P81127,Gab Healthcare,88.44,61.48,71.3,63.13,,13.73,2.99,89.64,89.12,92.31,82.4,75.57,46.17,53.85,46.83,49.6,71.24,23.53,85.95,78.05,64.16,1.08,0.74,0.16,0.22,2.66,72.84,64.48,65.81,85.77,81.82,60.66
P81128,Kirkham Health Centre,73.45,50.81,72.11,55.47,,12.67,2.02,92.17,91.3,100.0,82.75,71.9,41.47,59.79,49.61,50.0,61.35,44.33,87.94,73.91,53.68,2.15,1.44,,0.24,1.3,66.76,63.24,,74.07,95.91,59.23
P81129,Ash Tree House Surgery,86.94,60.94,77.91,64.13,0.62,20.51,1.85,95.21,90.41,97.22,86.3,75.99,41.53,53.98,47.37,49.31,65.22,48.74,90.39,79.07,71.26,1.8,0.77,,0.2,0.86,79.52,72.1,71.19,78.22,77.3,62.22
P81130,Padiham Group Practice,82.22,64.36,80.08,67.68,0.83,31.0,2.42,89.56,82.28,68.18,83.28,76.91,44.44,59.23,54.88,55.7,67.77,50.0,95.12,62.16,75.0,0.88,0.1,,0.23,1.06,76.11,74.84,,70.13,95.11,70.68
P81132,Waterfoot Medical Practice,92.21,81.62,89.76,82.97,,61.77,1.45,93.48,90.76,52.63,87.6,90.7,56.2,70.52,65.47,65.1,78.75,83.62,95.82,61.54,86.23,0.67,0.11,,,0.17,90.71,86.67,,78.44,83.18,83.38
P81133,The Village Practice,86.42,71.01,84.17,73.8,,16.44,1.68,91.72,90.34,73.33,88.84,80.18,54.63,62.79,56.2,56.74,71.43,37.58,88.35,75.0,75.74,1.8,0.61,,0.21,0.65,83.05,81.07,,73.93,75.36,77.32
P81136,DR A BISARYA,97.81,87.45,93.33,88.56,,23.44,1.59,92.65,88.24,,86.77,95.24,59.79,65.79,59.19,62.84,84.62,27.69,96.15,,88.98,0.5,0.0,0.0,0.0,0.67,95.08,95.0,87.18,92.13,94.32,89.03
P81137,Burnley Wood Medical Centre,90.72,68.08,86.5,70.77,0.68,24.48,1.93,95.77,92.25,,89.06,86.61,56.7,69.33,65.26,66.16,77.34,46.31,90.15,50.0,75.0,1.08,0.48,,0.17,0.64,81.27,80.46,74.5,81.23,75.09,77.47
P81138,Burscough Family Practice,90.14,65.59,83.23,69.8,,59.0,1.65,91.58,91.58,,81.06,81.5,51.98,58.95,51.85,52.48,53.39,68.64,88.98,,68.81,0.99,0.48,0.0,,0.51,78.72,77.66,71.43,80.26,87.84,76.81
P81140,Darwen Healthlink,79.71,55.56,73.89,58.7,0.39,29.76,2.45,86.72,85.98,92.0,83.48,68.18,39.9,55.8,49.32,50.66,66.05,33.02,81.86,83.33,62.83,0.97,0.47,0.19,0.24,1.52,69.65,62.5,52.87,68.96,71.05,59.81
P81143,Whittle Surgery,86.83,63.0,79.3,66.25,,25.3,2.71,92.09,92.09,65.52,85.47,82.74,51.62,63.37,54.31,56.01,68.67,43.99,92.27,78.38,66.67,1.29,0.5,,,0.19,78.25,70.4,,71.96,70.48,71.9
P81147,Arg Healthcare,88.2,76.27,88.48,78.43,,52.39,1.22,81.82,79.8,,86.79,81.45,51.57,64.37,60.79,62.71,78.81,59.32,91.1,73.33,82.71,0.6,,,0.2,0.77,85.49,82.79,80.43,72.49,80.23,70.21
P81149,Lockwood Gp Surgery,88.08,67.29,76.78,69.35,0.75,15.32,2.4,95.08,94.26,95.24,82.5,82.85,45.45,52.15,50.12,50.92,66.67,60.37,90.21,77.46,72.07,2.34,0.9,0.14,0.21,0.91,82.6,76.17,,73.8,77.17,76.82
P81150,Parcliffe Medical Centre,82.98,60.77,76.67,65.21,0.55,27.8,2.6,90.36,89.4,56.25,82.09,75.55,44.36,55.67,51.85,52.08,68.2,52.09,85.76,71.05,72.48,2.1,1.04,,0.14,1.1,78.96,79.17,,76.72,79.84,68.6
P81154,Granville House Med Ctre,80.56,56.95,71.4,60.66,0.47,12.21,2.08,90.98,87.06,78.95,83.52,69.26,45.93,56.64,53.18,55.22,71.12,27.49,85.86,69.05,59.58,1.29,0.22,,0.13,2.2,77.78,68.69,85.06,76.51,67.27,49.33
P81155,Brownhill Surgery,96.08,81.98,94.92,84.42,,65.21,1.47,94.59,94.59,,89.49,95.86,64.97,67.17,56.12,58.98,77.27,77.27,98.48,72.97,91.94,0.57,0.29,0.0,,0.19,92.89,93.33,90.0,87.43,91.38,86.76
P81157,Fernbank Surgery,90.06,63.73,80.82,67.68,,53.62,3.11,92.44,90.93,44.12,84.09,79.98,46.27,51.81,49.87,51.91,65.58,75.56,93.63,66.67,72.16,1.58,0.49,,0.2,1.26,81.03,75.8,73.98,83.76,74.68,81.08
P81159,Stonyhill Medical Practice,90.58,74.87,83.88,76.68,0.51,49.35,1.83,93.75,89.38,65.0,86.38,84.97,60.32,63.77,59.53,62.1,77.5,67.49,94.09,69.14,74.31,1.89,0.66,,0.11,0.51,81.85,79.14,,81.75,85.05,80.89
P81160,Oswald Medical Centre,85.35,63.39,82.13,66.44,0.51,16.42,1.77,91.45,89.96,65.22,87.9,84.5,54.64,62.02,57.23,58.98,76.13,50.49,90.8,62.5,75.45,0.63,0.07,0.08,0.25,0.71,80.14,76.51,,71.7,77.11,71.57
P81165,Ightenhill Medical Centre,83.3,70.26,81.4,72.17,,18.45,0.86,98.15,96.3,,93.18,80.68,47.73,63.7,57.87,58.74,78.15,56.3,92.44,,76.92,0.36,,,,0.5,81.91,75.71,,71.94,65.22,63.59
P81166,Dr Bello's Surgery,86.51,64.12,88.16,68.37,,14.36,2.9,93.33,88.33,,80.0,81.71,44.0,63.33,59.44,61.28,69.32,34.09,95.45,,66.15,1.22,,,0.56,1.42,78.57,73.33,82.5,75.36,68.84,56.44
P81167,Stepping Stone Practice,89.37,71.85,81.42,73.08,,41.66,2.14,88.64,86.36,,88.48,87.36,54.28,79.25,65.05,65.07,81.75,51.59,88.89,85.71,78.9,0.55,0.21,,0.18,1.82,81.96,85.51,,78.74,86.34,75.18
P81169,FISHERGATE HILL SURGERY,85.91,54.48,76.64,57.96,,39.49,2.9,91.3,89.13,,85.02,83.49,47.4,63.87,52.64,52.08,71.31,43.03,89.64,68.75,67.13,0.67,0.18,,0.2,0.43,80.28,63.56,74.85,78.35,63.4,71.41
P81170,Nelson Medical Practice,86.66,67.06,78.48,67.89,,29.75,1.37,87.23,87.23,,90.93,84.07,51.55,78.74,69.11,70.63,80.0,45.19,80.74,64.71,68.47,0.6,0.31,0.16,0.39,1.0,76.79,72.19,,62.91,74.56,62.27
P81171,The Euxton Medical Centre,87.84,69.42,86.5,72.97,,37.64,2.13,88.46,85.38,,87.07,78.33,47.15,58.31,52.19,53.47,71.79,49.22,86.21,72.0,77.34,0.42,,0.0,,0.36,78.82,79.05,,79.35,79.35,70.1
P81172,NEWTON DRIVE HEALTH CENTRE,88.6,68.26,79.45,69.91,0.72,21.46,2.83,91.6,90.76,100.0,84.23,68.77,36.12,61.94,56.61,56.73,71.54,55.73,87.55,79.07,71.05,0.58,0.16,,0.15,0.47,78.3,73.53,,73.15,77.46,67.91
P81179,LOSTOCK HALL MEDICAL CTR.,93.48,82.5,89.53,83.67,1.2,36.28,2.0,94.83,93.1,,85.3,84.15,55.62,72.52,60.64,62.0,80.0,59.62,89.06,79.49,85.64,0.9,0.22,,0.15,1.99,89.9,87.5,,83.52,82.95,71.36
P81180,Clayton Brook Surgery,73.5,51.0,65.69,53.72,,23.49,3.15,90.79,90.79,,82.93,68.29,35.61,60.38,50.13,50.9,62.96,35.19,74.07,76.92,58.62,1.22,,,,2.59,62.31,56.58,43.18,65.0,58.99,58.39
P81181,Kingsfold Medical Centre,89.98,64.5,77.35,66.83,,52.25,2.44,93.62,92.91,,89.74,86.42,54.97,76.17,62.2,66.38,80.29,55.56,89.61,82.86,73.63,1.39,0.28,,,1.21,78.31,74.81,,69.95,75.42,76.85
P81182,Richmond Medical Centre,85.36,57.98,77.95,61.27,,24.21,2.74,83.05,81.36,,90.0,81.15,50.38,72.97,63.41,64.04,76.39,45.83,87.5,92.31,65.63,0.87,0.36,0.36,0.52,0.73,69.41,71.15,,64.14,63.67,60.94
P81184,Ribbleton Medical Centre,87.9,69.54,82.05,71.37,0.68,17.75,1.84,94.7,91.67,,89.4,92.49,58.5,70.49,65.4,65.18,76.19,58.04,97.02,70.0,76.3,0.7,0.42,,0.23,0.45,82.88,80.11,,77.56,79.29,77.3
P81185,Riverside Medical Centre,93.86,80.86,89.28,82.51,0.73,16.58,1.42,93.14,90.97,100.0,88.58,90.82,56.74,63.22,54.07,54.27,68.1,47.84,95.42,76.19,79.12,0.46,,,,,91.67,82.41,,73.85,80.54,59.29
P81186,Moss Side Medical Centre,81.99,53.45,70.8,56.3,,25.11,3.49,92.78,91.75,,79.5,62.95,36.69,53.92,49.13,48.91,61.02,35.43,86.61,80.0,65.41,0.89,,,,1.79,71.67,67.02,,77.27,71.9,58.2
P81191,Queensway Medical Centre,90.8,70.4,85.31,74.22,0.57,42.75,2.31,92.88,91.19,85.71,84.22,80.17,50.56,56.33,49.14,49.24,66.9,48.83,88.5,81.25,74.29,2.66,1.29,,0.2,0.44,84.39,82.41,,81.42,79.65,74.25
P81196,Issa Medical Centre - Patel,85.83,68.87,78.57,70.36,0.42,32.24,1.72,96.25,94.1,92.31,91.64,85.76,54.65,67.71,57.62,59.82,80.06,44.72,92.14,67.92,74.88,0.5,,0.08,0.32,1.35,83.0,76.49,,78.78,88.28,70.84
P81197,Rosegrove Surgery,84.98,65.63,86.21,68.23,,39.4,1.36,94.62,92.47,,90.59,77.35,49.48,66.25,63.07,65.41,91.1,63.01,91.1,77.27,80.0,0.67,0.33,0.0,,0.49,79.33,76.42,,76.14,94.36,66.22
P81201,Ashurst Primary Care,88.8,73.29,85.0,74.7,0.94,18.0,2.29,95.24,94.29,,87.45,85.93,41.44,56.48,42.92,43.89,76.23,54.1,91.8,,82.86,0.67,,,0.25,3.48,80.0,81.93,67.14,81.82,90.91,76.84
P81208,Excel Primary Care,90.25,75.21,84.54,76.5,0.82,26.9,1.23,93.82,92.42,65.85,86.9,82.76,45.46,63.41,54.65,57.42,71.21,43.45,92.76,74.58,82.22,0.38,0.07,,0.14,0.52,85.49,81.95,69.83,76.99,74.64,75.4
P81212,Hazelvalley Family Practice,92.78,65.47,82.84,68.79,,52.54,1.91,88.89,88.89,,83.29,94.24,57.06,62.33,54.0,55.71,71.75,61.43,93.72,76.0,75.0,0.37,,,0.22,0.22,78.13,76.98,81.48,80.45,81.36,84.38
P81213,St. Mary's Health Centre,90.55,71.52,76.76,72.41,0.56,35.8,1.04,93.2,92.23,100.0,85.97,79.74,51.69,64.97,56.1,57.08,71.52,50.61,90.61,80.49,66.67,0.31,0.11,,,0.37,84.1,75.66,,78.57,70.93,58.87
P81214,Limefield Surgery,91.27,61.88,81.74,65.78,,13.51,2.2,88.06,85.07,,81.03,80.6,51.29,69.23,58.85,60.69,67.24,17.24,87.93,,65.38,1.19,1.1,,0.34,2.74,76.05,64.47,,80.56,88.89,76.48
P81218,The Clayton Medical Ctr.,85.75,57.35,79.21,61.66,,19.59,3.51,90.38,84.62,,81.8,76.81,40.9,59.33,47.65,50.56,76.0,52.67,90.0,80.0,67.74,1.04,0.55,0.16,0.3,2.34,72.2,64.44,,76.65,80.62,66.34
P81620,Slaidburn Health Centre,81.23,65.35,75.38,67.58,,13.06,1.04,86.67,86.67,,88.76,70.79,42.7,70.79,58.26,58.71,64.52,22.58,82.26,,57.14,,,,,0.8,77.42,83.87,,77.78,92.31,37.32
P81622,Shifa Surgery,87.5,64.19,77.27,65.06,0.6,45.76,2.44,91.49,87.23,,91.65,86.23,55.08,80.41,70.94,70.66,89.39,53.03,89.9,63.16,75.88,0.49,0.29,,0.37,0.17,79.36,72.8,,74.45,66.39,70.39
P81633,SPRING-FENISCO HEALTHLINK,94.87,75.43,90.51,78.08,,12.56,2.18,94.68,92.55,,84.62,87.33,61.09,75.0,66.53,67.86,78.57,15.08,95.24,,82.56,0.64,,,,,82.14,79.76,,81.82,91.49,61.45
P81646,Lathom House Surgery,87.93,73.79,87.36,76.92,,14.72,1.2,91.96,89.29,,79.91,84.02,49.32,57.14,55.9,56.2,61.86,32.2,92.37,,81.63,1.43,0.63,0.0,,,83.58,79.07,,73.44,68.25,67.81
P81647,GUTTERIDGE MEDICAL CENTRE,89.13,61.3,75.47,62.9,,28.28,1.57,100.0,93.1,,93.75,85.0,55.63,73.97,61.62,63.51,82.08,52.83,89.62,82.61,63.77,0.46,,,,0.55,76.11,71.74,77.19,73.64,79.09,47.75
P81655,The Village Surgeries Croston&Eccleston,80.32,57.44,76.14,61.82,,36.88,3.09,88.89,88.89,77.27,83.02,76.57,47.37,55.31,49.86,51.36,68.9,49.16,82.5,79.55,67.79,1.24,0.48,,0.13,1.62,75.54,72.76,,77.35,76.14,67.7
P81664,The Park Medical Practice,88.58,60.43,83.81,64.37,,41.89,2.26,89.97,88.58,58.33,90.29,78.56,50.32,71.95,64.71,66.86,81.73,52.5,91.2,76.09,76.32,0.53,0.1,,0.07,0.34,78.64,74.57,,67.18,67.29,51.06
