gp_code,practice_name,CVDP004HYP,CVDP002HYP,CVDP003HYP,CVDP007HYP,CVDP006HYP,CVDP009HYP,CVDP005HYP,CVDP002AF,CVDP005AF,CVDP004AF,CVDP009CHOL,CVDP011CHOL,CVDP012CHOL,CVDP003CHOL,CVDP006CHOL,CVDP008CHOL,CVDP010CHOL,CVDP004CKD,CVDP006CKD,CVDP005CKD,CVDP007CKD,CVDP003CKD,CVDP002CKD,CVDP003DM,CVDP005DM,CVDP002NDH,CVDP002CHD,CVDP002STRK,CVDP002HF,CVDP001SMOK,CVDP002SMOK,CVDP001BMI
A82053,Nutwood Medical Practice,93.85,70.41,81.91,74.25,0.52,18.2,1.63,88.0,85.85,92.0,75.41,88.44,44.79,43.23,36.27,36.41,55.9,61.93,95.18,58.82,66.39,2.01,1.02,,0.17,3.0,83.57,84.45,,77.14,65.94,76.63
A82055,Aspatria Medical Group,90.91,73.69,86.36,76.15,0.57,55.32,2.0,95.63,93.2,100.0,85.54,87.48,54.85,63.77,57.12,57.42,69.73,59.42,96.46,50.91,77.97,0.98,,,,2.93,84.55,82.41,81.11,78.43,82.75,73.1
A82062,Atkinson Health Centre,84.83,56.72,78.4,60.84,,61.71,1.64,91.61,89.51,88.89,92.25,83.69,47.86,72.94,66.67,67.67,82.07,54.83,92.41,,71.43,1.14,0.19,,0.17,0.23,82.54,67.67,86.24,61.07,39.83,72.14
A82064,Westcroft House Surgery,92.86,79.55,93.23,82.36,,15.15,2.03,92.78,91.67,,91.04,83.5,59.67,70.9,64.94,64.64,79.11,47.26,93.99,76.0,79.01,0.86,0.56,,0.15,5.3,86.02,89.3,,79.01,73.33,67.94
A82068,Ulverston Community Health Centre,84.75,54.98,71.86,58.83,,26.61,2.26,86.0,84.0,100.0,83.53,74.51,40.78,58.79,48.4,48.28,60.67,52.0,84.67,55.56,62.39,1.15,1.0,,0.28,5.77,66.67,70.65,,64.58,74.47,67.61
A82070,St. Mary's Surgery,92.88,68.93,85.09,73.81,,77.35,2.28,87.85,87.38,65.0,81.06,89.15,38.57,50.73,43.84,44.73,59.55,79.21,94.38,81.25,79.65,2.19,1.93,,0.19,5.49,79.83,80.95,,75.86,88.6,70.25
A82072,Risedale Surgery,84.43,66.35,81.12,69.17,,37.98,1.84,97.44,96.41,68.75,93.1,82.76,51.49,75.81,70.43,71.75,84.69,61.24,96.09,78.26,77.17,1.17,,0.0,,0.65,82.05,74.58,,68.13,71.37,61.97
A82075,Mansion House Surgery,92.46,76.38,90.08,78.9,0.67,63.33,2.58,95.32,94.15,78.57,90.54,78.07,51.71,67.64,58.59,59.02,69.57,58.39,91.3,,84.42,1.95,2.36,,,0.62,86.69,84.39,,80.54,79.18,80.42
A82608,Sedbergh Medical Practice,83.46,48.97,72.05,54.71,,47.67,3.41,84.47,83.5,90.91,80.17,81.01,37.97,45.67,34.59,35.56,53.13,44.79,88.54,,61.36,2.33,1.7,,0.28,1.42,74.58,69.9,,69.09,73.64,60.65
A82613,Wraysdale House Surgery,86.03,57.55,80.0,62.5,,6.61,2.78,96.15,96.15,,92.19,78.13,53.13,55.17,38.89,38.94,37.5,,100.0,,68.42,2.2,1.51,,,3.25,60.0,76.0,,,,36.82
A82617,Kirkoswald Surgery,95.6,76.59,90.57,79.3,,73.58,2.25,96.34,93.9,,86.78,89.08,55.75,58.33,54.78,56.71,79.37,79.37,98.41,,83.33,1.61,1.74,0.0,,1.15,84.17,78.95,,73.85,60.32,73.83
A82620,GLENRIDDING HEALTH CENTRE,95.88,69.18,91.67,74.74,,50.0,1.58,100.0,94.74,,94.23,90.38,59.62,74.6,60.34,61.5,80.56,80.56,100.0,,69.44,0.9,1.02,,0.0,5.42,82.05,87.5,72.73,78.95,73.68,82.14
A82629,THE FAMILY PRACTICE,76.83,56.15,70.0,58.94,,14.33,1.59,88.33,86.67,81.82,90.69,83.4,54.25,70.14,65.47,65.74,85.51,52.9,92.03,,67.21,1.15,,,0.4,1.78,65.66,63.27,,63.71,75.21,13.81
A82631,Court Thorn Surgery,93.88,73.28,85.8,75.76,,79.31,1.62,90.68,89.83,80.0,87.33,90.75,56.85,66.85,56.86,58.26,69.96,79.12,95.24,,76.45,1.65,,0.0,0.0,0.35,85.47,82.17,81.97,81.82,72.37,80.18
A82646,Longtown Medical Centre,93.34,79.08,90.18,81.19,0.93,45.82,1.26,97.0,97.0,,93.9,93.22,66.78,72.28,66.08,66.43,82.82,70.23,96.56,,84.0,1.51,0.66,0.0,,4.53,90.16,86.67,,79.53,91.18,69.29
A82647,Cartmel Surgery,93.25,70.13,84.13,73.5,,16.03,1.4,94.23,93.27,76.47,88.08,90.0,51.54,49.17,43.59,44.15,71.94,50.36,95.68,72.22,72.58,1.95,0.85,,,1.44,85.47,75.25,73.85,83.33,75.36,68.64
A82650,Haverthwaite Surgery,90.98,63.72,74.65,65.91,,65.5,1.27,87.1,87.1,,79.55,89.39,43.18,53.22,43.98,43.69,56.82,61.36,81.82,,80.0,1.65,1.04,,0.31,4.04,76.19,80.39,88.0,80.49,90.24,76.83
A82651,Duddon Valley Medical Practice,93.14,81.79,87.04,83.03,,18.25,2.0,91.39,88.08,100.0,89.19,84.12,48.31,55.21,48.42,50.74,70.52,70.52,94.22,100.0,82.67,1.96,1.22,,,2.32,89.39,84.33,88.16,91.49,91.4,71.33
A82654,Warwick Square Group Practice,86.17,61.47,83.28,66.25,,45.52,2.1,88.07,87.5,,82.38,75.44,40.39,53.11,37.7,41.38,63.97,56.92,90.34,57.14,69.05,1.87,1.24,0.15,,2.65,74.8,70.98,,70.1,76.59,65.73
A83001,St Andrew's Medical Practice,85.79,59.33,74.16,62.05,0.47,35.61,3.85,96.53,94.1,53.57,87.03,76.97,48.0,66.14,62.97,65.17,75.81,47.38,89.52,75.68,65.99,1.72,0.73,0.09,0.19,0.66,69.64,66.48,,81.01,82.53,70.76
A83003,Willington Medical Group,85.28,64.72,80.07,67.15,,19.57,3.98,91.89,90.54,60.0,85.25,80.92,53.8,63.49,55.84,56.44,73.33,51.88,92.17,,74.16,1.52,0.7,,0.2,,79.15,72.03,,78.29,80.62,73.35
A83005,Whinfield Medical Practice,94.46,73.17,84.48,75.28,,49.63,3.69,96.41,93.46,89.47,87.12,86.59,63.21,66.55,65.18,68.97,76.82,67.39,96.86,75.56,77.46,1.38,0.47,,0.1,0.5,85.02,82.39,,86.67,85.43,82.5
A83006,Orchard Court Surgery,94.64,79.73,87.37,81.06,,34.7,2.24,94.57,91.85,80.0,92.75,93.92,75.69,82.63,73.82,73.85,82.84,55.84,96.34,70.65,80.0,0.4,0.0,,,0.33,90.88,85.65,,80.11,73.24,75.31
A83007,Blackhall And Peterlee Practice,93.17,72.09,82.42,73.88,0.69,24.72,3.05,91.95,89.66,86.96,89.03,86.08,43.75,72.84,68.46,68.92,80.62,37.91,94.51,64.0,76.92,0.94,,0.11,0.15,0.22,82.93,76.79,83.0,86.47,93.62,76.28
A83008,Hallgarth Surgery,94.31,77.14,88.83,79.29,,66.51,2.24,89.23,88.46,100.0,82.68,88.45,56.17,65.25,61.48,61.64,68.78,79.37,94.71,61.7,84.3,1.69,0.69,0.21,,0.83,88.5,80.5,79.7,86.12,85.71,79.6
A83009,Bridge End Surgery,93.78,67.38,84.2,71.82,,53.89,3.06,90.05,88.69,60.0,86.69,86.69,55.24,60.22,52.19,52.47,73.65,59.77,95.47,63.64,69.84,1.35,0.56,,0.17,0.87,87.37,75.0,86.13,84.34,92.12,78.98
A83010,Moorlands Surgery,94.29,77.29,87.77,79.75,0.3,73.48,2.45,95.96,92.59,50.0,88.52,91.42,65.17,78.99,73.49,73.12,76.97,70.26,95.53,73.61,82.07,1.03,0.09,,0.08,0.81,87.8,84.39,,82.43,84.66,84.76
A83011,Claypath & University Medical Group,92.29,72.48,82.59,75.1,0.43,72.39,0.99,90.68,88.75,75.0,83.06,82.5,52.08,57.16,51.98,53.73,66.3,70.41,94.79,62.5,73.68,0.54,0.29,,0.02,0.35,84.21,81.9,83.74,76.29,78.07,77.48
A83012,William Brown Centre,93.22,74.36,83.75,76.13,,19.55,4.04,93.26,91.5,89.47,90.74,91.39,56.31,67.48,67.15,68.43,78.8,59.19,95.59,65.52,78.17,0.71,,0.0,0.18,1.92,86.62,83.63,,68.38,75.55,56.09
A83013,Neasham Road Surgery,88.98,70.01,83.6,71.96,0.64,53.2,2.37,95.24,94.18,80.0,86.57,85.34,57.6,67.17,62.49,63.4,71.16,65.81,92.79,81.82,78.65,0.96,0.15,0.0,0.17,7.13,85.45,80.43,,85.81,93.06,70.97
A83014,BELMONT & SHERBURN MEDICAL GROUP,94.88,74.23,86.56,76.77,,21.47,2.88,96.35,95.62,100.0,91.02,92.77,61.35,69.2,65.8,66.79,80.61,49.7,95.76,82.14,75.0,2.29,1.28,,0.21,1.85,88.37,79.38,82.89,78.41,98.28,53.6
A83015,Station View Medical Centre,92.97,72.49,83.33,74.82,0.81,26.88,3.07,94.81,92.21,,90.06,89.76,64.46,73.04,67.77,68.82,73.08,49.23,95.77,66.67,75.0,2.34,1.9,,0.2,0.52,84.22,81.68,,84.09,94.81,62.79
A83016,TANFIELD VIEW MEDICAL GROUP,92.73,72.83,87.69,75.28,,69.94,2.16,92.16,88.81,,87.8,89.37,55.77,69.59,63.48,64.23,76.65,79.55,97.26,68.66,77.57,0.99,,,,0.0,82.84,83.79,,88.79,95.96,88.22
A83018,Consett Medical Centre,91.45,66.91,80.0,69.47,0.72,29.47,2.94,93.81,92.62,56.0,85.69,87.08,53.08,60.76,54.75,54.92,70.07,64.32,94.47,64.75,71.04,1.18,,0.0,0.07,0.06,76.76,73.81,76.24,84.4,86.08,79.41
A83020,North House Surgery,93.56,72.5,84.96,75.05,0.46,38.92,3.05,94.81,92.73,88.0,84.16,81.44,52.19,66.98,62.37,62.84,73.76,46.3,93.82,81.63,76.52,1.85,0.78,,,,84.85,80.93,,84.33,79.91,75.86
A83021,Auckland Medical Group,96.33,71.91,86.0,74.25,0.27,23.46,3.97,92.9,92.59,86.67,88.77,88.59,58.47,69.05,66.08,66.11,79.28,44.21,95.92,77.78,74.0,1.2,0.68,0.0,0.07,0.12,83.8,81.98,83.33,80.07,78.55,66.56
A83022,The Medical Group,92.71,68.55,82.98,71.15,,20.24,3.41,94.54,91.2,59.38,87.9,85.63,55.04,67.77,62.07,62.43,75.27,51.49,93.74,69.4,72.11,1.64,0.6,,0.18,0.62,81.86,76.92,,77.06,83.72,82.45
A83023,STANLEY MEDICAL GROUP,89.98,66.04,81.62,68.65,0.53,48.9,4.31,90.73,86.49,75.0,85.04,78.49,46.35,65.37,58.15,58.51,76.14,63.64,91.29,69.93,71.01,1.25,0.34,,0.15,,80.64,74.61,,69.77,65.69,77.93
A83024,West Rainton Surgery,91.45,71.14,79.85,73.0,,62.15,3.69,93.01,93.01,,87.88,86.48,63.64,73.59,71.89,72.52,78.6,61.54,93.65,57.14,72.79,1.76,,,0.18,1.01,81.23,77.25,,74.47,78.57,76.62
A83025,Bishopgate Medical Centre,95.44,79.66,89.92,81.32,0.57,63.75,2.58,95.72,95.72,56.67,92.21,90.53,67.79,70.48,62.01,64.67,84.46,63.18,96.96,60.53,83.59,2.02,1.99,,,0.6,85.06,80.92,87.45,78.8,82.43,70.35
A83026,Sacriston Medical Centre,91.44,62.75,78.9,65.41,,54.85,2.28,94.06,92.69,50.0,91.7,88.3,62.07,68.86,66.98,67.36,80.22,65.43,94.78,76.74,70.62,1.01,0.13,,0.16,0.0,77.04,71.77,,79.77,81.1,76.75
A83027,Coxhoe Medical Practice,83.12,64.41,82.47,67.34,,50.89,2.24,93.7,92.13,,88.05,81.56,52.99,70.56,64.26,64.74,81.82,72.73,92.05,61.11,66.07,1.61,1.04,,,0.45,73.59,78.75,71.88,69.5,91.88,68.33
A83028,Middle Chare Medical Group,92.35,72.37,88.16,75.68,,39.34,2.47,96.75,95.12,61.29,87.34,90.35,59.18,66.43,61.23,61.08,71.57,68.63,94.12,67.19,75.13,0.71,0.22,,,,85.44,85.47,,84.12,92.61,82.76
A83029,Great Lumley Surgery,94.58,72.24,84.29,74.47,1.16,62.28,3.1,96.0,95.2,,88.0,90.29,58.29,63.44,61.8,62.01,75.9,71.49,97.59,88.64,80.93,1.43,0.5,,,,85.37,80.86,88.55,84.71,90.38,82.15
A83030,Dunelm Medical Practice,92.77,69.87,85.04,72.53,,44.85,2.92,92.92,92.48,73.33,87.41,84.44,56.29,73.46,69.05,69.16,79.76,58.31,95.42,70.69,74.35,1.13,0.45,,0.16,0.43,81.56,75.8,77.78,81.27,84.51,76.39
A83031,Carmel Medical Practice,95.08,82.22,89.97,84.21,,55.87,2.03,94.44,92.16,58.82,88.04,87.37,63.31,74.41,70.91,70.37,76.12,81.34,96.83,68.18,84.01,1.28,0.72,0.1,0.24,1.28,91.92,89.34,85.49,72.17,94.14,55.46
A83032,Woodview Medical Practice,97.92,89.45,90.57,89.76,,47.11,2.68,93.33,92.22,,91.82,92.73,65.45,80.78,72.79,73.47,82.61,72.67,95.65,72.73,90.85,1.19,,,,2.02,92.97,87.76,,92.13,93.26,90.15
A83033,Pelton & Fellrose Medical Group,90.25,67.0,79.02,69.43,,17.12,2.75,92.95,92.07,80.0,90.51,85.39,58.13,65.2,60.99,61.63,78.31,37.83,93.65,71.05,70.18,1.96,0.8,,0.2,,77.78,75.4,,74.52,69.68,76.08
A83034,Blacketts Medical Practice,92.5,72.52,81.59,74.58,0.63,71.27,2.35,94.39,93.37,88.89,88.46,88.64,63.0,65.65,63.14,62.89,77.0,71.91,96.61,74.19,75.83,1.2,0.14,,,0.29,81.56,78.54,80.58,75.98,55.56,79.91
A83035,The Weardale Practice,93.28,73.86,86.25,76.57,,23.9,2.46,93.1,90.09,80.0,85.79,86.66,50.26,59.97,54.06,54.69,66.08,62.56,95.15,,75.0,2.44,1.83,0.0,0.13,0.47,83.82,84.62,,87.62,86.14,84.56
A83036,Chastleton Medical Group,96.98,76.81,87.35,79.64,,28.64,3.34,93.36,90.41,64.71,87.19,93.04,61.14,62.94,58.42,58.5,72.16,80.82,98.76,75.68,76.38,1.64,0.16,0.0,0.16,0.88,86.34,83.71,83.52,89.93,85.23,89.92
A83037,Bewick Crescent Surgery,92.44,73.53,83.36,75.71,0.5,57.2,3.2,91.35,90.2,69.23,84.47,88.67,54.0,55.67,52.68,54.06,65.26,52.12,96.21,64.0,70.74,2.13,1.83,,0.1,1.29,82.68,81.11,77.09,86.89,85.39,61.83
A83038,Cedars Medical Group,93.26,77.34,90.31,80.17,1.04,25.94,1.49,93.33,92.22,78.95,85.89,90.28,62.07,64.46,58.26,58.2,66.82,69.55,95.45,75.68,85.64,1.25,,,0.0,,86.32,87.79,72.0,85.0,91.25,85.71
A83040,Clifton Court Medical Practice,93.86,76.25,90.32,78.86,0.7,31.43,2.48,95.9,93.03,100.0,87.5,84.67,53.87,65.04,59.91,59.7,68.64,45.61,94.3,87.1,83.57,1.33,0.21,,0.12,0.5,89.65,83.39,64.8,80.14,81.88,76.67
A83041,Murton Medical Centre,93.64,79.2,86.22,80.48,0.64,60.51,1.61,91.01,89.95,,90.43,92.02,58.51,67.84,65.55,64.48,76.28,62.33,96.74,65.91,81.3,1.61,0.49,0.0,,0.27,86.92,84.57,,89.58,86.81,82.11
A83043,Old Forge Surgery,94.62,75.96,91.72,79.13,1.15,67.75,1.85,96.51,93.02,,88.57,95.71,55.71,77.0,71.61,71.28,80.8,76.79,97.77,67.24,78.79,0.84,,0.0,,,88.62,83.53,,86.21,92.98,88.19
A83044,The Horden Group Practice,94.41,72.75,85.71,75.23,,42.04,3.98,91.52,90.3,64.71,89.53,89.02,48.99,70.74,67.72,71.09,79.32,62.71,94.92,76.0,72.29,1.33,0.53,,,1.15,82.65,77.94,,87.81,87.19,84.78
A83045,Ferryhill And Chilton Medical Practice,88.5,69.84,81.5,72.05,0.28,56.81,2.53,95.01,93.44,42.86,83.94,84.2,50.52,61.8,54.33,54.51,68.1,64.67,94.34,73.83,74.26,1.9,0.88,0.07,0.15,0.39,79.55,76.31,83.39,80.31,86.79,80.74
A83046,Barnard Castle Surgery,92.53,74.11,83.81,76.63,0.54,68.74,2.89,90.91,88.55,89.74,83.08,85.78,52.76,52.02,39.34,39.76,60.36,68.36,94.91,58.06,72.13,2.43,2.42,,,0.66,83.64,78.57,88.46,75.56,88.2,80.13
A83047,Denmark Street Surgery,92.85,66.16,83.46,69.25,0.65,22.83,4.77,92.26,90.4,95.83,87.97,83.83,57.02,72.58,69.74,70.65,77.21,65.19,94.17,72.26,76.05,0.92,0.32,,0.1,0.39,79.96,72.94,75.78,77.5,94.56,80.59
A83048,Rockliffe Court Surgery,95.25,81.68,89.69,83.56,0.96,54.95,1.3,98.82,97.65,100.0,84.94,93.47,61.65,60.89,60.92,61.01,66.67,55.82,96.79,72.06,83.94,1.57,0.88,,,2.39,93.07,83.01,,78.63,75.57,70.08
A83049,Queens Road Surgery,89.57,66.79,81.71,69.32,0.41,21.46,2.55,93.5,90.96,68.0,89.1,82.77,55.45,71.74,65.31,64.8,75.36,70.21,94.04,74.5,72.38,1.18,0.16,,0.12,0.16,81.15,79.15,,75.28,69.4,72.62
A83050,Cestria Health Centre,85.86,65.07,80.09,68.06,0.52,34.39,2.69,90.98,89.1,56.1,84.86,74.14,44.58,67.27,63.26,62.64,72.07,67.75,89.01,70.21,72.04,1.15,0.31,,0.12,0.32,78.99,72.92,65.57,72.46,89.45,71.06
A83051,Marlborough Surgery,94.3,67.92,80.79,70.37,,58.79,2.85,92.86,92.86,47.62,88.55,83.46,50.0,70.89,68.81,69.21,76.6,73.79,95.63,73.33,70.45,1.69,0.82,,,0.27,79.92,80.29,,82.01,79.38,85.49
A83052,Bishops Close Medical Practice,95.71,74.34,80.45,75.38,,25.51,3.17,90.83,88.53,76.92,87.6,82.19,54.69,58.29,52.19,53.24,69.79,55.13,95.89,78.26,72.29,1.49,0.54,0.0,,0.75,80.4,80.35,88.65,83.69,79.43,67.3
A83054,Skerne Medical Group,94.38,80.5,91.03,82.65,1.03,26.21,2.17,90.11,89.66,88.24,88.57,92.73,62.12,65.62,55.99,58.46,75.08,55.8,96.21,63.38,82.08,0.76,,,,0.17,89.08,85.71,,88.17,83.33,85.46
A83055,Cheveley Park Medical Ctr,92.9,66.97,82.5,70.7,,18.73,3.97,96.24,95.49,100.0,88.29,88.96,54.85,69.59,61.34,61.01,77.6,39.58,96.35,88.46,73.89,1.81,1.33,,,0.88,77.84,77.78,89.71,84.06,82.35,82.66
A83057,East Durham Medical Group,90.71,68.02,79.69,70.13,0.57,17.38,4.01,91.01,90.78,42.86,89.31,82.74,51.31,73.42,66.67,67.11,79.56,33.87,93.87,75.64,73.36,1.61,0.73,0.08,0.28,0.47,82.1,76.54,80.9,82.45,79.86,76.18
A83060,Pinfold Medical Practice,91.31,78.33,88.78,80.14,,60.33,1.95,93.42,90.79,,79.89,88.89,52.91,64.67,57.92,59.81,66.67,62.04,91.67,85.71,74.39,1.66,1.37,,0.37,2.12,83.05,83.82,,80.82,86.3,67.54
A83061,Gainford Surgery,94.71,80.59,88.83,82.54,,71.1,1.61,93.44,92.62,90.91,85.04,87.61,54.27,55.19,45.67,47.43,56.96,66.46,95.57,77.78,78.45,1.29,0.41,,,2.9,83.74,87.74,86.15,76.67,84.75,82.28
A83066,Jubilee Medical Group,94.69,80.08,89.21,81.54,0.69,18.18,1.92,90.72,88.14,84.21,83.31,90.21,53.57,58.76,53.29,53.83,66.8,41.91,93.78,71.43,83.98,2.32,1.14,0.14,0.28,2.95,87.3,87.42,,88.61,87.34,85.61
A83070,Middleton And Dinsdale Medical Practice,91.91,71.43,79.44,73.37,,60.43,2.21,92.11,91.45,,87.37,79.9,58.51,66.16,61.81,64.47,78.46,55.38,90.38,70.97,67.8,1.16,0.2,0.0,,1.22,77.49,78.57,,82.26,87.1,64.53
A83071,THE NEW SEAHAM MEDICAL GROUP,90.13,77.9,79.07,78.07,,14.58,2.08,95.35,94.19,,92.63,88.77,55.09,76.85,71.45,72.08,83.15,37.36,93.77,80.95,78.28,0.63,0.0,0.0,,,87.13,82.8,,81.82,86.27,79.1
A83072,Lanchester Medical Centre,95.91,76.4,88.24,79.35,,21.03,1.72,94.64,91.07,76.92,85.97,96.4,54.68,60.31,54.98,54.57,68.06,76.44,97.38,79.31,70.72,1.45,0.24,,,,84.71,88.37,,83.64,88.89,92.82
A83073,Drs Lambert & Ng,92.3,70.92,86.86,74.25,,26.78,2.75,91.53,89.83,,85.26,89.34,53.74,60.39,56.22,55.98,66.77,46.84,94.3,78.05,76.19,0.6,,,,0.21,82.05,78.61,81.94,79.41,73.53,80.59
A83074,Pease Way Medical Centre,93.82,75.28,90.91,77.79,0.65,61.35,2.25,94.02,93.59,45.0,84.7,85.62,57.52,67.69,64.74,65.05,69.32,70.08,94.32,77.5,83.33,2.01,1.09,,0.24,0.73,84.17,81.93,,90.94,82.18,85.35
A83075,Byron Medical Practice,94.53,74.14,82.59,75.58,0.69,26.15,2.93,93.05,90.37,,91.21,85.78,57.83,73.42,71.7,72.57,81.0,65.34,95.82,76.07,74.56,1.86,0.64,0.0,0.15,0.94,82.88,79.13,79.64,89.26,95.03,81.27
A83610,Wingate Medical Practice Intrahealth,92.78,80.83,88.64,81.82,,19.1,2.57,98.04,98.04,,93.72,94.62,59.19,77.89,73.74,73.5,80.86,76.54,96.3,75.0,86.26,0.84,0.0,,,1.34,91.45,77.78,,84.89,82.61,59.33
A83616,Bevan Medical Group,91.18,75.97,81.48,76.86,0.65,17.26,2.87,94.3,89.87,,93.56,84.07,51.36,78.47,71.72,73.81,86.47,25.19,94.36,92.31,79.53,1.45,0.76,,,0.95,85.04,76.8,78.19,89.63,97.66,76.04
A83617,Browney House Surgery,89.83,57.26,76.24,60.51,,20.44,2.51,95.24,92.06,,85.98,88.79,57.48,70.47,61.46,61.37,75.97,43.41,98.45,,68.69,1.01,,,,,70.45,62.22,81.4,72.66,77.04,71.93
A83618,Oakfields Health Group,94.7,79.12,89.86,81.06,0.68,26.35,1.79,92.59,91.53,,87.78,88.38,58.92,75.19,69.16,67.9,76.03,63.68,94.43,64.15,84.13,0.72,,,,,88.93,84.04,,86.92,84.98,84.38
A83619,Southdene Medical Centre,93.85,80.0,91.3,81.73,2.97,15.68,2.81,91.4,90.32,100.0,90.99,87.84,59.46,71.74,66.84,67.93,76.92,55.13,94.87,100.0,80.6,1.4,0.74,,,0.7,87.88,89.25,,100.0,100.0,72.1
A83622,The Haven Surgery,95.6,81.44,91.78,83.02,,27.55,2.0,89.8,83.67,,92.62,92.62,60.66,79.59,79.43,80.67,84.91,42.45,96.23,75.0,87.91,0.9,0.0,0.0,,0.0,94.12,92.45,,86.81,86.81,56.06
A83626,Evenwood Medical Practice,98.15,86.36,91.3,87.06,,72.53,2.4,100.0,97.96,,91.16,91.16,60.77,72.67,59.63,61.04,91.11,75.56,95.56,,86.84,2.5,2.18,0.0,0.0,,85.09,90.77,78.05,88.98,85.59,83.43
A83627,Silverdale Family Practice,94.79,81.49,87.04,82.23,,33.54,2.18,90.27,89.38,,90.7,89.8,51.25,70.23,62.01,64.29,80.56,43.57,94.98,64.29,81.82,1.53,0.22,0.0,0.0,1.12,86.56,85.21,,93.06,96.28,74.46
A83634,West Cornforth Medical Centre,97.33,79.93,85.93,81.13,,55.42,3.81,97.22,94.44,,89.34,94.26,59.02,74.46,65.77,65.1,76.67,84.0,98.0,85.37,86.11,0.84,,,,0.8,85.81,80.25,,92.36,93.06,70.82
A83635,Bowburn Medical Centre,93.25,77.36,86.21,79.09,,18.91,2.72,94.83,94.83,100.0,89.6,89.6,56.07,70.09,64.75,66.67,80.82,38.36,97.26,100.0,76.27,1.72,1.25,,,1.33,89.19,77.27,82.86,70.27,98.13,61.93
A83636,Leadgate Surgery,92.96,77.59,87.39,79.16,0.97,73.67,1.27,93.48,90.58,80.0,90.88,88.24,63.24,80.47,75.39,75.23,81.88,78.52,97.32,74.73,84.08,0.73,0.0,0.0,,0.0,88.83,84.97,,77.22,74.26,89.43
A83637,Villages Medical Group,95.74,67.53,72.44,68.39,,66.43,5.32,89.71,88.24,,84.66,91.69,61.66,53.85,55.6,56.08,66.53,73.79,97.98,,64.68,1.26,,,,0.38,85.64,68.22,,92.0,87.43,92.63
A83641,Parkgate Surgery,91.16,73.66,84.04,74.97,,57.55,2.16,94.37,92.96,,90.48,85.28,54.55,69.94,64.64,64.16,74.58,75.42,91.53,61.9,76.79,1.21,0.72,0.0,,,82.86,80.68,,91.67,87.92,85.62
A83644,ANNFIELD PLAIN SURGERY,94.01,82.38,90.91,83.79,,26.67,0.58,97.47,94.94,,94.47,92.77,66.81,83.52,80.32,80.36,88.89,63.43,98.15,75.0,82.1,0.58,,0.0,,,90.65,88.76,78.13,92.09,91.37,86.39
A84002,THE ROTHBURY PRACTICE,87.75,64.42,73.63,66.69,,52.55,3.7,92.73,91.82,50.0,85.43,84.83,51.1,63.84,57.58,57.03,66.74,57.86,88.61,69.23,62.97,0.75,,,0.2,0.73,75.59,75.88,,74.59,64.17,53.75
A84005,Bedlingtonshire Med.Group,91.8,68.76,83.06,71.23,,57.42,2.46,91.99,91.29,70.0,84.96,85.33,51.96,60.65,62.52,61.91,69.13,60.2,92.6,63.27,73.16,0.82,,,,0.19,78.06,75.68,71.64,82.01,82.46,69.39
A84006,Alnwick Medical Group,95.0,70.88,80.97,73.36,0.57,50.16,4.07,90.05,89.26,94.44,83.81,87.44,51.74,53.12,50.39,50.77,64.72,69.59,95.61,68.6,73.24,1.17,0.28,,0.13,1.46,82.81,77.78,77.19,89.3,85.32,83.03
A84007,Ponteland Medical Group,88.09,64.77,76.2,67.95,0.74,15.48,2.7,91.87,87.63,91.3,84.16,81.91,53.96,63.36,59.2,58.86,69.74,58.35,89.59,80.85,73.68,1.56,0.46,,,0.36,81.33,77.03,,73.2,89.93,71.54
A84008,Belford Medical Practice,91.07,58.97,74.71,62.92,,63.08,3.37,92.31,90.21,,81.2,80.63,42.45,56.53,35.46,38.43,56.96,67.72,90.51,87.5,54.61,2.87,2.6,0.27,0.3,5.59,67.69,67.7,78.65,86.0,78.0,72.95
A84009,Railway Medical Group,89.63,67.98,79.01,69.93,0.51,53.08,1.76,91.05,89.35,90.91,87.8,80.6,52.92,68.62,63.46,62.43,72.78,62.98,91.52,68.6,73.76,0.86,0.19,,0.12,0.18,77.78,73.16,,78.93,80.4,71.03
A84011,White Medical Group,92.31,74.46,84.72,77.25,,17.94,1.03,92.8,92.37,54.55,88.11,90.25,58.67,63.23,60.26,60.69,72.27,52.94,94.4,68.97,75.93,1.21,0.69,,,0.86,87.5,85.53,,77.08,78.49,64.96
A84013,THE GABLES MEDICAL GROUP,92.4,69.89,77.63,71.35,,59.7,3.12,92.55,91.3,64.29,88.33,87.93,55.53,74.62,72.02,70.37,74.92,72.88,97.63,68.18,80.38,1.3,0.52,,,0.58,76.03,78.16,,91.14,84.39,86.05
A84014,Marine Medical Group,86.94,71.67,80.8,73.31,0.53,55.39,1.93,89.11,88.54,63.33,82.82,77.0,50.54,62.07,51.75,53.5,70.34,63.95,89.93,57.35,78.37,1.21,0.44,0.0,0.07,4.3,81.03,76.88,,75.0,75.06,73.84
A84016,Prudhoe Medical Group,95.51,70.02,82.1,72.16,,68.8,3.18,94.37,94.37,57.14,87.1,91.13,62.63,68.36,63.37,64.0,72.76,80.77,96.47,73.21,75.46,1.35,0.38,,,0.68,84.55,79.59,,88.89,90.2,85.01
