gp_code,year,list_size
C84019,2013,13966
C84020,2013,5399
C84021,2013,11969
C84023,2013,36469
C84024,2013,30833
C84025,2013,6614
C84026,2013,12242
C84028,2013,6672
C84029,2013,17553
C84030,2013,7366
C84031,2013,2622
C84032,2013,8557
C84033,2013,7650
C84034,2013,10214
C84035,2013,11651
C84036,2013,9824
C84037,2013,11694
C84039,2013,9641
C84042,2013,7121
C84043,2013,8001
C84044,2013,7739
C84045,2013,6827
C84046,2013,8137
C84047,2013,9205
C84048,2013,10719
C84049,2013,11990
C84051,2013,12068
C84052,2013,5838
C84053,2013,14340
C84055,2013,11806
C84057,2013,2987
C84059,2013,9373
C84060,2013,8794
C84061,2013,4750
C84063,2013,6760
C84064,2013,6634
C84065,2013,5051
C84066,2013,9318
C84067,2013,6175
C84069,2013,13422
C84072,2013,8194
C84074,2013,3610
C84076,2013,3645
C84077,2013,8133
C84078,2013,12754
C84080,2013,10966
C84081,2013,6346
C84082,2013,2286
C84084,2013,8299
C84085,2013,7722
C84086,2013,9311
C84087,2013,5970
C84090,2013,8881
C84091,2013,6915
C84092,2013,2924
C84094,2013,8800
C84095,2013,7057
C84096,2013,3557
C84101,2013,2646
C84103,2013,5658
C84104,2013,2021
C84105,2013,6241
C84106,2013,8033
C84107,2013,11329
C84112,2013,3187
C84113,2013,6504
C84114,2013,4454
C84115,2013,5357
C84116,2013,7817
C84117,2013,15114
C84120,2013,13211
C84121,2013,2495
C84122,2013,7163
C84123,2013,2958
C84124,2013,11116
C84125,2013,3495
C84127,2013,4015
C84129,2013,6634
C84131,2013,6338
C84133,2013,4457
C84135,2013,4510
C84136,2013,2999
C84138,2013,2786
C84140,2013,5495
C84142,2013,4875
C84143,2013,5621
C84144,2013,3593
C84145,2013,1136
C84146,2013,4494
C84149,2013,5409
C84150,2013,3934
C84151,2013,1994
C84602,2013,2085
C84605,2013,4799
C84612,2013,3783
C84613,2013,2247
C84619,2013,6085
C84621,2013,3500
C84624,2013,5353
C84628,2013,5363
C84629,2013,4123
C84632,2013,2917
C84633,2013,2288
C84635,2013,2558
C84636,2013,2137
C84637,2013,6172
C84646,2013,3993
C84647,2013,1571
C84648,2013,4819
C84650,2013,1717
C84654,2013,4050
C84656,2013,2980
C84658,2013,6061
C84660,2013,3761
C84664,2013,3218
C84666,2013,3695
C84667,2013,3985
C84672,2013,4079
C84674,2013,2331
C84675,2013,2958
C84676,2013,2511
C84678,2013,4736
C84679,2013,2698
C84680,2013,3052
C84682,2013,4138
C84683,2013,7591
C84688,2013,8802
C84691,2013,8706
C84692,2013,2690
C84693,2013,5218
C84694,2013,3403
C84695,2013,2949
C84696,2013,4791
C84698,2013,4075
C84700,2013,1889
C84703,2013,4807
C84704,2013,4075
C84705,2013,4064
C84706,2013,2159
C84709,2013,6797
C84710,2013,3026
C84712,2013,3112
C84714,2013,6048
C84717,2013,2990
C84718,2013,4347
C85001,2013,4592
C85003,2013,10485
C85004,2013,16275
C85005,2013,8209
C85006,2013,5125
C85007,2013,11187
C85008,2013,13326
C85009,2013,5838
C85010,2013,11222
C85012,2013,2159
C85013,2013,8945
C85014,2013,8966
C85015,2013,4541
C85016,2013,12222
C85017,2013,8249
C85018,2013,6202
C85019,2013,3105
C85020,2013,13200
C85022,2013,11066
C85023,2013,9127
C85024,2013,5824
C85026,2013,6190
C85028,2013,5680
C85030,2013,9676
C85033,2013,9307
C85609,2013,1616
C85614,2013,2824
C85617,2013,3466
C85619,2013,6031
C85622,2013,1892
C85623,2013,3212
C85624,2013,2977
C85627,2013,4178
C85628,2013,1110
C86001,2013,10768
C86002,2013,6203
C86003,2013,9639
C86005,2013,6052
C86006,2013,9640
C86007,2013,10052
C86009,2013,8268
C86011,2013,12618
C86012,2013,5348
C86013,2013,9280
C86014,2013,6493
C86015,2013,8118
C86016,2013,7397
C86017,2013,9694
C86018,2013,10789
C86019,2013,13692
C86020,2013,9621
C86021,2013,6509
C86022,2013,9195
C86023,2013,7032
C86024,2013,10011
C86025,2013,7569
C86026,2013,4655
C86029,2013,15518
C86030,2013,1834
C86032,2013,5965
C86033,2013,4464
C86034,2013,6499
C86037,2013,10389
C86038,2013,8641
C86039,2013,5291
C86605,2013,8825
C86606,2013,2127
C86609,2013,2784
C86611,2013,5066
C86612,2013,3337
C86613,2013,3616
C86614,2013,4778
C86616,2013,4342
C86621,2013,4805
C86623,2013,1948
C86625,2013,1868
C86626,2013,2755
C87002,2013,20959
C87003,2013,11463
C87004,2013,11255
C87005,2013,18879
C87006,2013,8870
C87007,2013,11270
C87008,2013,16298
C87009,2013,7607
C87010,2013,4829
C87012,2013,12637
C87013,2013,6233
C87014,2013,5959
C87015,2013,6927
C87016,2013,11155
C87017,2013,13258
C87018,2013,7858
C87020,2013,5483
C87022,2013,6533
C87023,2013,2062
C87024,2013,3817
C87029,2013,9835
C87030,2013,9673
C87031,2013,3194
C87603,2013,3257
C87604,2013,5584
C87606,2013,1596
C87608,2013,5142
C87609,2013,2532
C87610,2013,1789
C87612,2013,1625
C87616,2013,6209
C87617,2013,1402
C87620,2013,6398
C87621,2013,1826
C87622,2013,1679
C88005,2013,10471
C88006,2013,3766
C88007,2013,28159
C88008,2013,8365
C88009,2013,5989
C88010,2013,16017
C88011,2013,5026
C88013,2013,1945
C88014,2013,7793
C88015,2013,7751
C88016,2013,12172
C88018,2013,8239
C88019,2013,8782
C88020,2013,5988
C88021,2013,8205
C88022,2013,4207
C88023,2013,10328
C88024,2013,8183
C88025,2013,8139
C88026,2013,11742
C88027,2013,4695
C88028,2013,8720
C88030,2013,6370
C88031,2013,9795
C88032,2013,5175
C88033,2013,4271
C88034,2013,9412
C88035,2013,9151
C88036,2013,9075
C88037,2013,9069
C88038,2013,10040
C88039,2013,7562
C88040,2013,5706
C88041,2013,8779
C88042,2013,5326
C88043,2013,10503
C88044,2013,4312
C88045,2013,9560
C88046,2013,2898
C88047,2013,6950
C88048,2013,6404
C88049,2013,5283
C88050,2013,3637
C88051,2013,7201
C88052,2013,6920
C88053,2013,3127
C88054,2013,7138
C88057,2013,2444
C88059,2013,1501
C88060,2013,3841
C88061,2013,2482
C88062,2013,4684
C88068,2013,2906
C88069,2013,15765
C88070,2013,7531
C88072,2013,12717
C88073,2013,5170
C88074,2013,4941
C88075,2013,3032
C88076,2013,6558
C88077,2013,4782
C88078,2013,6407
C88079,2013,7806
C88082,2013,1323
C88083,2013,3021
C88084,2013,3553
C88085,2013,7695
C88086,2013,2975
C88087,2013,4638
C88088,2013,4770
C88090,2013,4767
C88091,2013,2739
C88092,2013,9607
C88095,2013,5158
C88096,2013,6605
C88622,2013,1643
C88626,2013,1573
C88627,2013,25383
C88631,2013,1480
C88638,2013,1516
C88643,2013,3140
C88647,2013,3444
C88648,2013,7081
C88652,2013,3162
C88653,2013,2188
C88655,2013,1361
C88656,2013,2959
D81001,2013,10337
D81002,2013,14011
D81003,2013,9412
D81004,2013,9169
D81005,2013,11886
D81006,2013,15394
D81007,2013,8836
D81008,2013,18483
D81009,2013,8247
D81010,2013,11073
D81011,2013,11349
D81012,2013,10709
D81013,2013,11431
D81014,2013,18772
D81015,2013,6067
D81016,2013,11789
D81017,2013,5434
D81018,2013,7301
D81019,2013,3798
D81020,2013,11906
D81021,2013,10009
D81022,2013,7580
D81023,2013,13013
D81024,2013,6881
D81025,2013,10163
D81026,2013,10761
D81027,2013,6713
D81028,2013,11495
D81029,2013,11671
D81030,2013,10253
D81031,2013,15192
D81032,2013,11694
D81033,2013,4739
D81034,2013,15318
D81035,2013,9257
D81036,2013,5812
D81037,2013,8922
D81038,2013,6153
D81039,2013,8006
D81040,2013,2290
D81041,2013,5909
D81042,2013,4160
D81043,2013,13788
D81044,2013,13042
D81045,2013,8039
D81046,2013,15481
D81047,2013,7905
D81048,2013,11248
D81049,2013,10089
D81050,2013,13593
D81051,2013,8089
D81052,2013,9559
D81053,2013,11959
D81054,2013,17440
D81055,2013,5889
D81056,2013,6171
D81057,2013,14320
D81058,2013,6570
D81059,2013,7269
D81060,2013,6520
D81061,2013,12092
D81062,2013,7165
D81063,2013,9349
D81064,2013,6098
D81065,2013,4335
D81066,2013,6719
D81070,2013,7606
D81071,2013,4089
D81073,2013,5071
D81074,2013,3678
D81078,2013,3559
D81081,2013,3107
D81082,2013,6908
D81084,2013,7220
D81085,2013,6211
D81086,2013,6910
D81087,2013,4192
D81602,2013,3971
D81603,2013,7195
D81605,2013,2079
D81606,2013,4327
D81607,2013,2716
D81611,2013,2094
D81612,2013,4749
D81615,2013,4764
D81616,2013,3778
D81618,2013,2347
D81619,2013,4644
D81620,2013,1544
D81622,2013,11009
D81623,2013,2678
D81624,2013,4880
D81625,2013,12645
D81629,2013,5401
D81630,2013,7828
D81631,2013,11510
D81633,2013,8824
D81637,2013,9013
D81645,2013,2892
D82001,2013,14178
D82002,2013,13049
D82003,2013,14724
D82004,2013,12775
D82005,2013,9730
D82006,2013,7992
D82007,2013,12197
D82008,2013,12519
D82009,2013,7467
D82010,2013,4718
D82011,2013,17033
D82012,2013,12832
D82013,2013,7596
D82015,2013,8548
D82016,2013,8305
D82017,2013,9939
D82018,2013,9679
D82019,2013,9393
D82020,2013,10189
D82021,2013,4858
D82022,2013,6705
D82023,2013,11611
D82024,2013,8908
D82025,2013,8225
D82026,2013,8670
D82027,2013,7905
D82028,2013,5432
D82029,2013,13506
D82030,2013,9393
D82031,2013,7625
D82032,2013,7965
D82034,2013,17214
D82035,2013,9441
D82036,2013,7047
D82037,2013,9358
D82038,2013,3041
D82039,2013,8203
D82040,2013,11716
D82041,2013,11546
D82042,2013,7343
D82043,2013,6395
D82044,2013,21570
D82045,2013,18239
D82046,2013,4163
D82047,2013,7933
D82048,2013,14486
D82049,2013,3334
D82050,2013,9309
D82051,2013,16369
D82053,2013,5382
D82054,2013,14974
D82055,2013,3682
D82056,2013,9012
D82057,2013,6169
D82058,2013,17337
D82059,2013,10852
D82060,2013,4682
D82062,2013,8318
D82063,2013,12625
D82064,2013,17339
D82065,2013,6393
D82066,2013,7298
D82067,2013,9833
D82068,2013,7269
D82069,2013,5910
D82070,2013,5828
D82071,2013,16044
D82072,2013,4482
D82073,2013,7735
D82076,2013,6321
D82078,2013,8432
D82079,2013,4560
D82080,2013,5788
D82081,2013,7040
D82084,2013,8573
D82085,2013,5165
D82086,2013,5974
D82087,2013,5873
D82088,2013,16589
D82096,2013,7190
D82098,2013,5364
D82099,2013,13893
D82100,2013,3293
D82102,2013,5012
D82103,2013,3558
D82104,2013,9157
D82105,2013,5248
D82106,2013,4233
D82600,2013,1881
D82604,2013,3108
D82613,2013,6482
D82615,2013,1727
D82618,2013,5681
D82620,2013,1874
D82621,2013,5468
D82624,2013,3535
D82628,2013,3028
D82629,2013,3445
D82632,2013,2895
D83001,2013,11163
D83002,2013,16612
D83003,2013,4191
D83004,2013,10670
D83005,2013,14271
D83006,2013,6795
D83007,2013,9176
D83008,2013,16747
D83009,2013,20073
D83010,2013,6461
D83011,2013,10446
D83012,2013,17619
D83013,2013,11118
D83014,2013,9525
D83015,2013,6974
D83016,2013,9956
D83017,2013,12561
D83018,2013,10673
D83019,2013,7044
D83020,2013,7850
D83021,2013,10239
D83022,2013,5012
D83023,2013,10633
D83024,2013,10917
D83026,2013,9177
D83027,2013,10049
D83028,2013,6599
D83029,2013,14242
D83030,2013,4157
D83033,2013,8555
D83034,2013,10864
D83035,2013,10244
D83036,2013,3975
D83037,2013,14407
D83038,2013,13328
D83039,2013,10778
D83040,2013,10820
D83041,2013,8538
D83043,2013,5875
D83044,2013,17267
D83045,2013,5000
D83046,2013,11990
D83047,2013,11426
D83048,2013,14812
D83049,2013,6241
D83050,2013,7827
D83051,2013,16053
D83052,2013,13339
D83053,2013,8791
D83054,2013,3895
D83055,2013,13386
D83056,2013,7702
D83057,2013,11640
D83058,2013,9861
D83059,2013,15097
D83060,2013,22588
D83061,2013,9366
D83062,2013,6534
D83064,2013,4700
D83067,2013,6385
D83069,2013,4830
D83070,2013,4523
D83071,2013,5337
D83073,2013,5083
D83074,2013,12969
D83075,2013,8734
D83076,2013,5032
D83078,2013,6684
D83079,2013,10037
D83080,2013,5959
D83081,2013,6629
D83082,2013,4166
D83084,2013,7921
D83608,2013,6032
D83610,2013,10945
D83614,2013,3313
D83615,2013,1693
D83618,2013,3895
D83619,2013,2260
E81001,2013,3026
E81002,2013,6360
E81003,2013,13408
E81004,2013,10960
E81005,2013,9585
E81006,2013,10316
E81007,2013,6226
E81008,2013,13374
E81009,2013,12393
E81010,2013,7647
E81011,2013,12461
E81012,2013,11643
E81013,2013,11302
E81014,2013,8890
E81015,2013,16071
E81016,2013,6757
E81017,2013,9564
E81018,2013,11888
E81019,2013,13157
E81020,2013,7584
E81021,2013,8067
E81022,2013,13022
E81023,2013,4540
E81024,2013,5531
E81025,2013,4450
E81026,2013,6686
E81027,2013,10218
E81028,2013,11095
E81029,2013,11742
E81030,2013,2950
E81031,2013,4833
E81032,2013,21887
E81033,2013,16219
E81034,2013,7176
E81035,2013,8840
E81036,2013,10387
E81037,2013,14356
E81038,2013,11468
E81040,2013,7355
E81041,2013,10587
E81043,2013,10072
E81044,2013,14321
E81045,2013,8072
E81046,2013,10773
E81047,2013,9125
E81048,2013,8176
E81049,2013,6214
E81050,2013,11009
E81052,2013,8770
E81054,2013,2948
E81056,2013,5088
E81057,2013,12809
E81059,2013,5568
E81060,2013,3630
E81061,2013,5210
E81062,2013,3507
E81063,2013,8036
E81064,2013,6125
E81065,2013,5998
E81069,2013,4902
E81072,2013,6422
E81073,2013,11107
E81074,2013,10197
E81075,2013,7943
E81076,2013,4373
E81077,2013,3397
E81611,2013,3103
E81612,2013,5653
E81615,2013,3216
E81617,2013,5093
E81618,2013,1641
E81626,2013,6202
E81631,2013,2703
E81632,2013,6644
E81633,2013,2539
E81635,2013,2634
E81636,2013,1925
E82001,2013,18201
E82002,2013,9411
E82004,2013,3885
E82005,2013,19118
E82006,2013,9720
E82007,2013,9581
E82008,2013,9290
E82009,2013,10993
E82011,2013,7004
E82012,2013,13627
E82013,2013,10466
E82014,2013,11920
E82015,2013,12493
E82017,2013,10250
E82018,2013,12289
E82019,2013,15942
E82020,2013,7081
E82021,2013,6365
E82022,2013,15748
E82023,2013,9293
E82024,2013,13796
E82025,2013,15720
E82027,2013,12293
E82028,2013,8927
E82031,2013,17984
E82032,2013,17620
E82034,2013,6608
E82035,2013,11924
E82037,2013,16077
E82038,2013,8142
E82039,2013,11491
E82040,2013,22190
E82041,2013,9484
E82042,2013,8669
E82043,2013,12784
E82044,2013,14457
E82045,2013,6722
E82046,2013,11888
E82048,2013,8889
E82049,2013,4020
E82050,2013,4234
E82051,2013,13471
E82053,2013,6494
E82054,2013,11699
E82055,2013,12015
E82056,2013,7890
E82057,2013,5508
E82058,2013,15224
E82059,2013,9596
E82060,2013,17735
E82061,2013,11762
E82062,2013,15811
E82063,2013,10453
E82064,2013,6597
E82066,2013,3300
E82067,2013,16973
E82068,2013,11617
E82069,2013,2729
E82070,2013,2636
E82071,2013,14117
E82072,2013,11211
E82073,2013,12137
E82074,2013,20233
E82075,2013,12320
E82076,2013,5731
E82077,2013,12271
E82078,2013,8436
E82079,2013,6753
E82080,2013,8949
E82081,2013,12229
E82082,2013,13915
E82083,2013,10111
E82084,2013,12808
E82085,2013,19853
E82086,2013,15533
E82088,2013,8762
E82089,2013,13549
E82090,2013,10885
E82091,2013,17289
E82092,2013,10794
E82093,2013,12562
E82094,2013,9512
E82095,2013,7289
E82096,2013,9852
E82098,2013,7442
E82099,2013,12772
E82100,2013,11667
E82102,2013,8970
E82104,2013,5568
E82105,2013,4111
E82106,2013,9812
E82107,2013,8680
E82109,2013,6909
E82111,2013,4220
E82113,2013,4247
E82115,2013,13672
E82117,2013,12578
E82121,2013,4658
E82123,2013,10556
E82124,2013,13800
E82126,2013,2576
E82129,2013,13287
E82130,2013,5732
E82131,2013,2722
E82132,2013,6029
E82133,2013,5929
E82603,2013,2626
E82613,2013,2368
E82620,2013,868
E82624,2013,2483
E82626,2013,2500
E82627,2013,2982
E82630,2013,2421
E82638,2013,6430
E82640,2013,4617
E82641,2013,4948
E82643,2013,2441
E82644,2013,1895
E82652,2013,2313
E82653,2013,2108
E82654,2013,3894
E82655,2013,2914
E82656,2013,2472
E82657,2013,5999
E82658,2013,3895
E82661,2013,6385
E82663,2013,3965
E83003,2013,8655
E83005,2013,4426
E83006,2013,7080
E83007,2013,5822
E83008,2013,7233
E83009,2013,9350
E83010,2013,10677
E83011,2013,7800
E83012,2013,7425
E83013,2013,5915
E83016,2013,17353
E83017,2013,10659
E83018,2013,12811
E83020,2013,9329
E83021,2013,11689
E83024,2013,10289
E83025,2013,8781
E83026,2013,4060
E83027,2013,7756
E83028,2013,5344
E83030,2013,6257
E83031,2013,4199
E83032,2013,18091
E83034,2013,6687
E83035,2013,9173
E83036,2013,3881
E83037,2013,4608
E83038,2013,8422
E83039,2013,6762
E83040,2013,1916
E83041,2013,4090
E83042,2013,1835
E83044,2013,7782
E83045,2013,6257
E83046,2013,5057
E83049,2013,5646
E83050,2013,5661
E83053,2013,11299
E83600,2013,4593
E83613,2013,2905
E83621,2013,3087
E83622,2013,2368
E83624,2013,1800
E83629,2013,3466
E83631,2013,2988
E83632,2013,4398
E83633,2013,2217
E83637,2013,4596
E83638,2013,4325
E83639,2013,3398
E83640,2013,1593
E83644,2013,2167
E83645,2013,3017
E83649,2013,3336
E83650,2013,1728
E83651,2013,1885
E83652,2013,2160
E83653,2013,6580
E83654,2013,2245
E83656,2013,1824
E83657,2013,1887
E83658,2013,2522
E83659,2013,1504
E83664,2013,2044
E83667,2013,11922
E83668,2013,4059
E84002,2013,6779
E84003,2013,4628
E84004,2013,7339
E84005,2013,7123
E84006,2013,14572
E84007,2013,5302
E84008,2013,11044
E84009,2013,13371
E84011,2013,4036
E84012,2013,6967
E84013,2013,7824
E84014,2013,9456
E84015,2013,11236
E84017,2013,8165
E84018,2013,7336
E84020,2013,2519
E84021,2013,10566
E84022,2013,6877
E84023,2013,5359
E84024,2013,19443
E84025,2013,14489
E84026,2013,5100
E84028,2013,4799
E84029,2013,2267
E84030,2013,6073
E84031,2013,9177
E84032,2013,7306
E84033,2013,4610
E84036,2013,8455
E84039,2013,7587
E84040,2013,4338
E84042,2013,7383
E84044,2013,10135
E84048,2013,8648
E84049,2013,1359
E84051,2013,5468
E84053,2013,4610
E84056,2013,1850
E84057,2013,12910
E84058,2013,15224
E84059,2013,4145
E84061,2013,11168
E84062,2013,4318
E84063,2013,6286
E84064,2013,3437
E84066,2013,3136
E84067,2013,8130
E84068,2013,13034
E84069,2013,11008
E84070,2013,3851
E84074,2013,6217
E84075,2013,5065
E84076,2013,6248
E84077,2013,2425
E84078,2013,3353
E84080,2013,7479
E84083,2013,6194
E84084,2013,4695
E84086,2013,7475
E84601,2013,6065
E84617,2013,4240
E84620,2013,5277
E84624,2013,1969
E84626,2013,2600
E84635,2013,3611
E84637,2013,2268
E84638,2013,5527
E84645,2013,3222
E84646,2013,5413
E84647,2013,2751
E84653,2013,1982
E84656,2013,3256
E84657,2013,2148
E84658,2013,5301
E84661,2013,3113
E84663,2013,5454
E84665,2013,7245
E84667,2013,2167
E84669,2013,2203
E84670,2013,3608
E84674,2013,6001
E84676,2013,3735
E84678,2013,3531
E84680,2013,3836
E84681,2013,2611
E84684,2013,2586
E84685,2013,7844
E84690,2013,4307
E84693,2013,7011
E84696,2013,1822
E84699,2013,4354
E84701,2013,3239
E84702,2013,2839
E84704,2013,2332
E84705,2013,2493
E84706,2013,2033
E84708,2013,1968
E84709,2013,9859
E84713,2013,3608
E85001,2013,6326
E85003,2013,16952
E85004,2013,6294
E85005,2013,3474
E85006,2013,4232
E85007,2013,9599
E85008,2013,7813
E85012,2013,4941
E85013,2013,3254
E85014,2013,9024
E85015,2013,3623
E85016,2013,10238
E85018,2013,2130
E85019,2013,9198
E85020,2013,12296
E85021,2013,7130
E85023,2013,1808
E85024,2013,5309
E85025,2013,4280
E85026,2013,12049
E85028,2013,8050
E85029,2013,14895
E85030,2013,6999
E85032,2013,5816
E85033,2013,9741
E85034,2013,6029
E85035,2013,4308
E85038,2013,4780
E85040,2013,10114
E85041,2013,6219
E85042,2013,4995
E85044,2013,2222
E85045,2013,3788
E85046,2013,6294
E85048,2013,3613
E85049,2013,5324
E85050,2013,7644
E85051,2013,4768
E85052,2013,4682
E85053,2013,4072
E85054,2013,10091
E85055,2013,12123
E85056,2013,7560
E85057,2013,9506
E85058,2013,7732
E85059,2013,8386
E85060,2013,5489
E85061,2013,3235
E85062,2013,8318
E85064,2013,4245
E85066,2013,3639
E85069,2013,3838
E85071,2013,1888
E85074,2013,4451
E85075,2013,3855
E85077,2013,3540
E85083,2013,4266
E85088,2013,2728
E85090,2013,5294
E85091,2013,1780
E85096,2013,8599
E85098,2013,3583
E85099,2013,2755
E85103,2013,3304
E85105,2013,2239
E85107,2013,6807
E85108,2013,5192
E85109,2013,3325
E85110,2013,2345
E85111,2013,2978
E85112,2013,4928
E85113,2013,6022
E85114,2013,6956
E85115,2013,2356
E85116,2013,4391
E85117,2013,3506
E85118,2013,7279
E85119,2013,6152
E85120,2013,8147
E85121,2013,10927
E85122,2013,15167
E85123,2013,5512
E85124,2013,3376
E85125,2013,4963
E85126,2013,8277
E85127,2013,8995
E85128,2013,7875
E85129,2013,5665
E85130,2013,3833
E85600,2013,4451
E85605,2013,7263
E85617,2013,2717
E85623,2013,2378
E85624,2013,6639
E85625,2013,3437
E85628,2013,8554
E85630,2013,3456
E85633,2013,7243
E85635,2013,4829
E85636,2013,8475
E85640,2013,2790
E85643,2013,5260
E85649,2013,2134
E85656,2013,3720
E85657,2013,9329
E85658,2013,4393
E85659,2013,1688
E85663,2013,8670
E85672,2013,1471
E85673,2013,3851
E85677,2013,3178
E85680,2013,7682
E85681,2013,7433
E85682,2013,7151
E85683,2013,4380
E85685,2013,8227
E85686,2013,6137
E85687,2013,1002
E85692,2013,6944
E85693,2013,7309
E85694,2013,3373
E85696,2013,8433
E85697,2013,5026
E85699,2013,5010
E85700,2013,2175
E85705,2013,1215
E85707,2013,4666
E85708,2013,4389
E85712,2013,5035
E85713,2013,3666
E85714,2013,3101
E85715,2013,3607
E85716,2013,8600
E85718,2013,5184
E85719,2013,10779
E85721,2013,2520
E85723,2013,4499
E85724,2013,2730
E85725,2013,6158
E85726,2013,3007
E85727,2013,2810
E85728,2013,1844
E85731,2013,3152
E85732,2013,2140
E85733,2013,1956
E85734,2013,5656
E85735,2013,2868
E85736,2013,5966
E85739,2013,5625
E85740,2013,2238
E85743,2013,3200
E85744,2013,4997
E85745,2013,8066
E85746,2013,2928
E85748,2013,6432
E85750,2013,8044
E85755,2013,1544
E86001,2013,10726
E86003,2013,3884
E86004,2013,10031
E86005,2013,5870
E86006,2013,7315
E86007,2013,9361
E86009,2013,7160
E86010,2013,9882
E86011,2013,5938
E86012,2013,11272
E86014,2013,4557
E86015,2013,15165
E86016,2013,5558
E86017,2013,8355
E86018,2013,8999
E86019,2013,7126
E86020,2013,4648
E86022,2013,6818
E86024,2013,5891
E86026,2013,5770
E86027,2013,6482
E86028,2013,7165
E86029,2013,9547
E86030,2013,10019
E86033,2013,5546
E86034,2013,2195
E86036,2013,7162
E86038,2013,5913
E86041,2013,4295
E86042,2013,6415
E86605,2013,2315
E86609,2013,3037
E86610,2013,3714
E86612,2013,4993
E86615,2013,2332
E86618,2013,4870
E86619,2013,2033
E86620,2013,4043
E86622,2013,2939
E86625,2013,3246
E86626,2013,6293
E86629,2013,3344
E86632,2013,6338
E86635,2013,2612
E86637,2013,3667
E86640,2013,2725
E87002,2013,12885
E87003,2013,4461
E87004,2013,9927
E87005,2013,6224
E87006,2013,4493
E87007,2013,7328
E87008,2013,8535
E87009,2013,4755
E87010,2013,6612
E87011,2013,7541
E87012,2013,942
E87013,2013,9117
E87014,2013,8665
E87016,2013,8617
E87017,2013,2511
E87020,2013,215
E87021,2013,3635
E87024,2013,5011
E87026,2013,3079
E87029,2013,7459
E87034,2013,5058
E87037,2013,6052
E87038,2013,5018
E87043,2013,5966
