period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
janfeb,B83016,5064,8513,8513,3290,4321,4321
janfeb,B83018,10089,16028,16028,2868,4552,4552
janfeb,B83019,4919,10530,10530,2574,5355,5355
janfeb,B83020,10271,18697,18697,5778,8745,8745
janfeb,B83022,4214,8350,8350,3698,5114,5114
janfeb,B83025,3562,4978,4978,2004,2223,2223
janfeb,B83026,4500,6335,6335,1045,1137,1137
janfeb,B83028,4175,7738,7738,1782,2349,2349
janfeb,B83029,4658,9083,9083,3520,4506,4506
janfeb,B83031,2884,5022,5022,1220,1691,1691
janfeb,B83032,4516,5642,5642,3622,3796,3796
janfeb,B83033,55777,99595,99595,40394,51099,51099
janfeb,B83034,8525,11519,11519,2128,2159,2159
janfeb,B83035,11638,17853,17853,3733,5969,5969
janfeb,B83037,9787,16314,16314,6200,8749,8749
janfeb,B83038,18626,25295,25295,5074,7157,7157
janfeb,B83039,17915,30478,30478,7109,12897,12897
janfeb,B83041,10528,19201,19201,4832,7226,7226
janfeb,B83042,5934,8731,8731,4276,4385,4385
janfeb,B83045,13888,21337,21337,4570,5831,5831
janfeb,B83051,7431,9705,9705,3251,4050,4050
janfeb,B83052,12309,22326,22326,4596,5863,5863
janfeb,B83054,3431,5604,5604,2432,3401,3401
janfeb,B83055,20970,33983,33983,5988,10403,10403
janfeb,B83056,4322,8566,8566,1911,2618,2618
janfeb,B83058,6647,10562,10562,1470,2253,2253
janfeb,B83062,4203,9401,9401,2438,3576,3576
janfeb,B83063,10151,18759,18759,7920,11188,11188
janfeb,B83064,10994,17001,17001,6113,8153,8153
janfeb,B83067,4184,9526,9526,3079,4762,4762
janfeb,B83604,2618,4181,4181,1470,1708,1708
janfeb,B83611,9367,12177,12177,3352,3548,3548
janfeb,B83614,9289,14561,14561,767,1219,1219
janfeb,B83620,2502,5786,5786,1192,1928,1928
janfeb,B83622,4310,5578,5578,1943,2153,2153
janfeb,B83624,10044,19971,19971,3060,5433,5433
janfeb,B83626,7283,9770,9770,912,1257,1257
janfeb,B83627,2605,3543,3543,1002,1208,1208
janfeb,B83628,13234,17292,17292,5971,6180,6180
janfeb,B83629,2649,3909,3909,1070,1516,1516
janfeb,B83641,6552,10098,10098,3423,4668,4668
janfeb,B83642,2433,4134,4134,1707,2244,2244
janfeb,B83653,9086,11526,11526,2341,3002,3002
janfeb,B83657,2279,4873,4873,1497,2297,2297
janfeb,B83659,3611,4579,4579,2457,2522,2522
janfeb,B83660,6648,8878,8878,1854,2006,2006
janfeb,B83661,4622,5278,5278,1058,1101,1101
janfeb,B84001,11101,14965,14965,4193,5354,5354
janfeb,B84003,2947,5712,5712,1608,2390,2390
janfeb,B84004,7509,19129,19129,4214,7544,7544
janfeb,B84006,3016,10648,10648,2072,4366,4366
janfeb,B84007,8860,15156,15156,6495,9038,9038
janfeb,B84008,10767,18142,18142,3680,5623,5623
janfeb,B84009,5410,11155,11155,2841,4383,4383
janfeb,B84010,9068,11773,11773,1690,1820,1820
janfeb,B84011,3991,9517,9517,2970,4725,4725
janfeb,B84012,13487,21755,21755,8975,11590,11590
janfeb,B84013,5304,8300,8300,2394,2960,2960
janfeb,B84014,1719,3975,3975,936,1697,1697
janfeb,B84016,5458,11245,11245,2937,4614,4614
janfeb,B84019,7452,13682,13682,2426,4158,4158
janfeb,B84021,3956,7116,7116,3112,4367,4367
janfeb,B84612,6205,8405,8405,3885,4541,4541
janfeb,B84613,4174,7784,7784,1910,3339,3339
janfeb,B84618,6347,9359,9359,1291,1638,1638
janfeb,B84623,3096,5574,5574,1255,2251,2251
janfeb,B85001,3418,6303,6303,1265,1598,1598
janfeb,B85002,1143,3616,3616,641,1573,1573
janfeb,B85004,4819,8947,8947,1255,1706,1706
janfeb,B85005,3269,5690,5690,2206,2703,2703
janfeb,B85006,6304,14312,14312,3600,6279,6279
janfeb,B85008,2360,4751,4751,433,912,912
janfeb,B85009,4817,9112,9112,3759,4670,4670
janfeb,B85010,2125,6636,6636,997,2380,2380
janfeb,B85012,7592,12679,12679,7145,8982,8982
janfeb,B85014,7278,11824,11824,2923,3472,3472
janfeb,B85015,7750,11528,11528,3182,3705,3705
janfeb,B85016,3365,6586,6586,2320,4039,4039
janfeb,B85018,6653,11690,11690,2909,4102,4102
janfeb,B85019,8021,12067,12067,4836,5374,5374
janfeb,B85020,3567,4839,4839,858,1010,1010
janfeb,B85021,3416,9545,9545,1440,3257,3257
janfeb,B85022,3558,7418,7418,1360,2194,2194
janfeb,B85023,3797,6202,6202,2457,2977,2977
janfeb,B85024,5496,9741,9741,1543,2782,2782
janfeb,B85025,4399,9606,9606,3840,4963,4963
janfeb,B85026,5406,7869,7869,913,1852,1852
janfeb,B85027,12039,15304,15304,5638,6628,6628
janfeb,B85028,8945,22813,22813,4755,9370,9370
janfeb,B85030,7200,12347,12347,3190,4349,4349
janfeb,B85031,1820,4898,4898,1186,2171,2171
janfeb,B85032,2954,6930,6930,974,2181,2181
janfeb,B85033,5092,8258,8258,1216,2319,2319
janfeb,B85036,7118,11995,11995,1946,3004,3004
janfeb,B85037,1603,4127,4127,1466,2275,2275
janfeb,B85038,4242,7785,7785,1606,2024,2024
janfeb,B85041,6142,14012,14012,2548,4952,4952
janfeb,B85042,4961,8182,8182,2906,3964,3964
janfeb,B85044,1759,3984,3984,872,1469,1469
janfeb,B85048,2757,5255,5255,939,1279,1279
janfeb,B85051,5866,9793,9793,1723,2661,2661
janfeb,B85054,6252,10886,10886,1787,3242,3242
janfeb,B85055,14320,19549,19549,2821,3308,3308
janfeb,B85058,1450,3203,3203,487,1057,1057
janfeb,B85059,8816,13215,13215,2143,3330,3330
janfeb,B85060,1928,2748,2748,466,636,636
janfeb,B85061,3200,8244,8244,1994,3333,3333
janfeb,B85062,3938,6524,6524,415,1590,1590
janfeb,B85606,3643,4486,4486,2701,3083,3083
janfeb,B85610,6749,11805,11805,3800,5843,5843
janfeb,B85611,1576,2680,2680,947,1318,1318
janfeb,B85612,3648,6727,6727,1439,1792,1792
janfeb,B85614,5478,9107,9107,1131,1814,1814
janfeb,B85619,2307,4280,4280,794,934,934
janfeb,B85620,1643,3210,3210,1082,1549,1549
janfeb,B85623,2410,3888,3888,1159,1485,1485
janfeb,B85634,2856,4454,4454,758,1268,1268
janfeb,B85636,2339,4526,4526,879,1657,1657
janfeb,B85640,1690,4641,4641,1212,2008,2008
janfeb,B85641,3163,6568,6568,1748,2769,2769
janfeb,B85645,1755,2978,2978,208,716,716
janfeb,B85646,4773,9982,9982,3288,4866,4866
janfeb,B85650,1809,3353,3353,562,876,876
janfeb,B85652,3572,6019,6019,1245,2221,2221
janfeb,B85655,2124,3794,3794,992,1341,1341
janfeb,B85659,1124,2313,2313,602,958,958
janfeb,B85660,3147,6017,6017,1851,2776,2776
janfeb,B86002,8658,14538,14538,2118,4080,4080
janfeb,B86003,6836,12133,12133,2936,4566,4566
janfeb,B86004,3194,8270,8270,1509,3983,3983
janfeb,B86005,1802,4318,4318,780,1672,1672
janfeb,B86006,11111,18032,18032,8731,11154,11154
janfeb,B86007,3392,7783,7783,2416,4208,4208
janfeb,B86008,5584,12671,12671,4513,7315,7315
janfeb,B86009,2022,4216,4216,1705,2739,2739
janfeb,B86010,3652,8981,8981,2442,4259,4259
janfeb,B86011,2773,7165,7165,1447,3177,3177
janfeb,B86012,10785,17890,17890,7451,11149,11149
janfeb,B86013,4842,11342,11342,3338,5345,5345
janfeb,B86014,5388,10009,10009,2247,3641,3641
janfeb,B86015,6125,9569,9569,5746,6746,6746
janfeb,B86016,18453,27767,27767,11042,15067,15067
janfeb,B86017,14476,23625,23625,5756,10008,10008
janfeb,B86018,3837,6989,6989,1162,2523,2523
janfeb,B86019,4112,11739,11739,2122,5592,5592
janfeb,B86020,2752,8392,8392,2038,4576,4576
janfeb,B86022,5901,13520,13520,4526,7686,7686
janfeb,B86024,4777,10767,10767,3509,6748,6748
janfeb,B86025,4011,6711,6711,3176,4215,4215
janfeb,B86028,3030,5005,5005,1904,2315,2315
janfeb,B86029,3208,6640,6640,1895,2844,2844
janfeb,B86030,2843,6541,6541,1718,3169,3169
janfeb,B86032,8225,16142,16142,5423,8191,8191
janfeb,B86033,7039,13174,13174,4746,6806,6806
janfeb,B86034,2462,5893,5893,1867,2970,2970
janfeb,B86035,4461,7118,7118,3119,3500,3500
janfeb,B86036,6230,11177,11177,4543,5961,5961
janfeb,B86038,3153,7294,7294,2354,3950,3950
janfeb,B86039,8389,12698,12698,1599,2786,2786
janfeb,B86041,8319,11570,11570,4811,5641,5641
janfeb,B86042,4720,12362,12362,2724,5885,5885
janfeb,B86043,3475,6999,6999,1960,2772,2772
janfeb,B86044,22438,32233,32233,20361,23000,23000
janfeb,B86048,6394,11839,11839,4730,6472,6472
janfeb,B86049,6044,9953,9953,3026,4158,4158
janfeb,B86050,10498,23354,23354,7051,13503,13503
janfeb,B86051,4819,11543,11543,3140,5973,5973
janfeb,B86052,3450,7981,7981,1875,3090,3090
janfeb,B86054,7170,10483,10483,3154,4221,4221
janfeb,B86055,1670,3515,3515,1085,1790,1790
janfeb,B86057,8452,15131,15131,6469,7859,7859
janfeb,B86059,8404,17329,17329,4902,7534,7534
janfeb,B86060,7681,13183,13183,6865,9240,9240
janfeb,B86061,1235,3090,3090,730,1302,1302
janfeb,B86062,9113,12120,12120,5610,6851,6851
janfeb,B86064,4281,10476,10476,3781,6147,6147
janfeb,B86066,12977,19065,19065,9819,11085,11085
janfeb,B86067,8266,14963,14963,5150,7916,7916
janfeb,B86068,5443,8268,8268,4102,5153,5153
janfeb,B86069,4468,8212,8212,3651,4796,4796
janfeb,B86070,2544,5094,5094,1180,2528,2528
janfeb,B86071,5528,9514,9514,4041,4771,4771
janfeb,B86075,10359,14152,14152,4677,6079,6079
janfeb,B86081,4346,8672,8672,3142,4834,4834
janfeb,B86086,1601,4268,4268,1172,2258,2258
janfeb,B86089,3652,6264,6264,2835,4008,4008
janfeb,B86092,2229,5844,5844,1616,3236,3236
janfeb,B86093,3944,7952,7952,3564,5922,5922
janfeb,B86094,1480,3992,3992,496,999,999
janfeb,B86096,3353,4923,4923,1497,1759,1759
janfeb,B86100,4191,7999,7999,3016,4142,4142
janfeb,B86101,1168,2765,2765,958,1434,1434
janfeb,B86103,1929,3165,3165,1598,1744,1744
janfeb,B86104,4732,10349,10349,1839,3032,3032
janfeb,B86106,2715,5551,5551,2454,3615,3615
janfeb,B86108,1563,3704,3704,1426,2260,2260
janfeb,B86109,2111,4343,4343,1746,2659,2659
janfeb,B86110,10560,16327,16327,3947,6714,6714
janfeb,B86623,1138,2469,2469,544,969,969
janfeb,B86642,856,1916,1916,720,944,944
janfeb,B86643,1832,2864,2864,1260,1582,1582
janfeb,B86648,2269,3875,3875,1026,1554,1554
janfeb,B86655,449,1547,1547,338,1012,1012
janfeb,B86658,5532,11481,11481,4346,6736,6736
janfeb,B86666,4781,5728,5728,1713,2004,2004
janfeb,B86667,2325,5461,5461,1767,3284,3284
janfeb,B86669,2099,3598,3598,1166,1595,1595
janfeb,B86672,4127,7874,7874,2226,3248,3248
janfeb,B86673,1648,5572,5572,794,2234,2234
janfeb,B86675,1980,3355,3355,1485,1886,1886
janfeb,B86678,1147,2574,2574,751,1402,1402
janfeb,B87001,6096,11357,11357,4815,6645,6645
janfeb,B87002,5641,10487,10487,2516,3781,3781
janfeb,B87003,5782,10204,10204,4775,6098,6098
janfeb,B87004,7909,12708,12708,1913,2668,2668
janfeb,B87005,4642,10055,10055,2736,4163,4163
janfeb,B87006,4478,9328,9328,1919,3194,3194
janfeb,B87007,13907,21153,21153,3339,5825,5825
janfeb,B87008,7551,13441,13441,4379,5467,5467
janfeb,B87009,3947,7182,7182,2638,3366,3366
janfeb,B87011,7184,15865,15865,2501,4562,4562
janfeb,B87012,5193,9155,9155,2376,3470,3470
janfeb,B87013,6023,11043,11043,4344,6063,6063
janfeb,B87015,4617,7746,7746,3588,4255,4255
janfeb,B87016,15240,25530,25530,6334,8631,8631
janfeb,B87017,15411,28371,28371,4824,8182,8182
janfeb,B87018,9185,14144,14144,3191,4196,4196
janfeb,B87019,2395,4690,4690,1533,2074,2074
janfeb,B87020,6468,14091,14091,2991,5332,5332
janfeb,B87021,5311,12033,12033,1987,3621,3621
janfeb,B87022,3126,5531,5531,2652,3096,3096
janfeb,B87025,7050,9747,9747,2483,2873,2873
janfeb,B87026,6175,12985,12985,3128,4673,4673
janfeb,B87027,3433,8932,8932,2859,5038,5038
janfeb,B87028,5690,11391,11391,3323,4409,4409
janfeb,B87030,31648,50621,50621,5575,11478,11478
janfeb,B87031,8980,19492,19492,4175,6948,6948
janfeb,B87032,4228,8976,8976,2557,3808,3808
janfeb,B87033,2027,5026,5026,1428,2458,2458
janfeb,B87036,2950,5202,5202,548,865,865
janfeb,B87039,10523,18704,18704,3191,5302,5302
janfeb,B87042,2870,5269,5269,615,1132,1132
janfeb,B87044,1148,1829,1829,877,992,992
janfeb,B87602,3643,5220,5220,767,969,969
janfeb,B87604,1290,2450,2450,695,1050,1050
janfeb,C81001,12212,19200,19200,6759,8722,8722
janfeb,C81002,8005,15072,15072,6881,9828,9828
janfeb,C81003,2734,7782,7782,1592,3877,3877
janfeb,C81004,5362,8897,8897,4287,5103,5103
janfeb,C81005,6888,13338,13338,5211,7726,7726
janfeb,C81006,11446,19897,19897,4904,6878,6878
janfeb,C81007,3310,7172,7172,2795,4294,4294
janfeb,C81008,5874,10763,10763,1676,2406,2406
janfeb,C81009,8112,11317,11317,5233,6653,6653
janfeb,C81010,2862,9423,9423,1980,4601,4601
janfeb,C81012,12276,20356,20356,3957,7271,7271
janfeb,C81013,3445,5790,5790,3230,4091,4091
janfeb,C81014,4005,10823,10823,3035,4996,4996
janfeb,C81015,5285,11522,11522,3244,5461,5461
janfeb,C81016,4560,8239,8239,3034,4151,4151
janfeb,C81017,2835,7173,7173,2267,3989,3989
janfeb,C81018,3097,7916,7916,2034,4466,4466
janfeb,C81020,4043,11758,11758,2583,5743,5743
janfeb,C81021,4283,11911,11911,2426,5886,5886
janfeb,C81022,1198,3185,3185,982,1808,1808
janfeb,C81023,1972,6419,6419,1407,3357,3357
janfeb,C81025,5097,10848,10848,2949,4854,4854
janfeb,C81026,3075,6381,6381,528,1567,1567
janfeb,C81027,3477,7421,7421,2787,4896,4896
janfeb,C81029,6128,15147,15147,4038,6691,6691
janfeb,C81030,6773,13361,13361,4412,6784,6784
janfeb,C81031,5255,10166,10166,2963,4938,4938
janfeb,C81032,9089,15221,15221,3966,5594,5594
janfeb,C81033,12400,21740,21740,6136,7625,7625
janfeb,C81034,7640,14205,14205,5091,8200,8200
janfeb,C81035,4210,9258,9258,1823,3371,3371
janfeb,C81036,3222,4045,4045,3021,3453,3453
janfeb,C81037,4434,10635,10635,3004,5192,5192
janfeb,C81038,5765,10545,10545,3986,6176,6176
janfeb,C81039,1772,3969,3969,1056,2025,2025
janfeb,C81040,1905,7279,7279,1303,3764,3764
janfeb,C81041,11068,19150,19150,5759,7544,7544
janfeb,C81042,5831,10252,10252,3444,4765,4765
janfeb,C81044,4495,9706,9706,3087,5344,5344
janfeb,C81045,7046,12948,12948,2875,4391,4391
janfeb,C81046,762,3175,3175,49,717,717
janfeb,C81047,4677,10513,10513,2832,5258,5258
janfeb,C81048,4484,9416,9416,3043,5082,5082
janfeb,C81049,4221,9626,9626,3615,5865,5865
janfeb,C81050,2892,6887,6887,2072,3320,3320
janfeb,C81051,16371,28702,28702,6197,11230,11230
janfeb,C81052,2955,6118,6118,1558,2231,2231
janfeb,C81053,5780,11659,11659,4772,7534,7534
janfeb,C81054,16279,29470,29470,8654,13118,13118
janfeb,C81055,2596,4811,4811,1404,1966,1966
janfeb,C81056,2527,5400,5400,1058,1504,1504
janfeb,C81057,2073,8970,8970,1454,3582,3582
janfeb,C81058,5296,9681,9681,3982,5564,5564
janfeb,C81059,1919,4616,4616,348,1510,1510
janfeb,C81060,3888,8786,8786,2403,3889,3889
janfeb,C81061,5338,13197,13197,2950,5400,5400
janfeb,C81062,4634,9795,9795,2720,4559,4559
janfeb,C81063,3448,8331,8331,2042,3796,3796
janfeb,C81064,3706,9314,9314,2652,5166,5166
janfeb,C81065,3776,7230,7230,1538,2697,2697
janfeb,C81066,7850,14034,14034,2871,5191,5191
janfeb,C81067,3845,9129,9129,2265,4121,4121
janfeb,C81068,9245,16511,16511,6023,8935,8935
janfeb,C81069,5111,11630,11630,3934,6799,6799
janfeb,C81070,1915,4708,4708,1652,2444,2444
janfeb,C81071,4356,6247,6247,3047,3826,3826
janfeb,C81072,30446,47976,47976,12315,18199,18199
janfeb,C81073,4666,8296,8296,3457,5322,5322
janfeb,C81075,578,3027,3027,355,1138,1138
janfeb,C81080,2681,6231,6231,1526,1887,1887
janfeb,C81081,8354,17666,17666,3096,5757,5757
janfeb,C81082,985,2543,2543,472,973,973
janfeb,C81083,4912,13419,13419,2137,5073,5073
janfeb,C81084,10310,19749,19749,5296,8312,8312
janfeb,C81086,2994,7359,7359,629,1752,1752
janfeb,C81089,2164,5611,5611,1218,2091,2091
janfeb,C81091,5145,9182,9182,1837,3081,3081
janfeb,C81092,3466,7099,7099,2806,4309,4309
janfeb,C81094,3018,6537,6537,2410,3782,3782
janfeb,C81095,2312,4457,4457,1615,1829,1829
janfeb,C81096,3163,6942,6942,1373,1923,1923
janfeb,C81097,789,4216,4216,215,1508,1508
janfeb,C81099,4392,9801,9801,3661,5419,5419
janfeb,C81101,3062,7770,7770,1428,3069,3069
janfeb,C81106,9383,12684,12684,5550,6352,6352
janfeb,C81108,6491,12184,12184,4434,7271,7271
janfeb,C81110,3056,9192,9192,1394,2615,2615
janfeb,C81113,4370,6738,6738,3879,4896,4896
janfeb,C81114,4164,11939,11939,2615,5750,5750
janfeb,C81115,2389,4716,4716,1537,2276,2276
janfeb,C81118,3616,6555,6555,2260,3459,3459
janfeb,C81604,2283,4813,4813,1277,2328,2328
janfeb,C81611,7140,12688,12688,6615,9274,9274
janfeb,C81615,2582,3606,3606,1161,1479,1479
janfeb,C81616,3443,5096,5096,2356,2616,2616
janfeb,C81634,1123,3389,3389,647,1553,1553
janfeb,C81638,3214,5725,5725,1291,1946,1946
janfeb,C81640,1694,4803,4803,504,1046,1046
janfeb,C81647,1529,3884,3884,1120,1913,1913
janfeb,C81649,4341,8266,8266,2545,3605,3605
janfeb,C81652,940,2727,2727,769,1676,1676
janfeb,C81653,1599,2989,2989,1388,1840,1840
janfeb,C81655,1861,4837,4837,1183,2608,2608
janfeb,C81658,3499,8027,8027,2763,4289,4289
janfeb,C81662,3829,7037,7037,1757,2427,2427
janfeb,C82001,6488,20464,20464,3632,8966,8966
janfeb,C82002,8464,15021,15021,6948,9376,9376
janfeb,C82003,3778,9349,9349,3037,4735,4735
janfeb,C82005,4798,11958,11958,1833,5017,5017
janfeb,C82007,2557,7970,7970,1937,4288,4288
janfeb,C82008,7686,11077,11077,3328,4275,4275
janfeb,C82009,16203,28474,28474,3630,6471,6471
janfeb,C82010,9430,19757,19757,3687,6548,6548
janfeb,C82011,5794,10309,10309,3748,4862,4862
janfeb,C82012,5764,12276,12276,3498,5777,5777
janfeb,C82013,6770,14429,14429,3991,6518,6518
janfeb,C82014,5981,16666,16666,2158,5444,5444
janfeb,C82016,6377,13429,13429,2337,4528,4528
janfeb,C82017,9819,16864,16864,3296,5963,5963
janfeb,C82018,6642,15265,15265,2137,3907,3907
janfeb,C82019,3877,6730,6730,1857,2325,2325
janfeb,C82020,2586,6776,6776,1509,3731,3731
janfeb,C82021,4803,6768,6768,3016,3095,3095
janfeb,C82022,2669,5828,5828,2315,3127,3127
janfeb,C82024,13723,21570,21570,7535,10357,10357
janfeb,C82025,4196,9442,9442,3117,4988,4988
janfeb,C82026,3956,7317,7317,2304,3131,3131
janfeb,C82027,2856,6711,6711,1514,2811,2811
janfeb,C82028,3386,7847,7847,2030,3108,3108
janfeb,C82030,3193,6553,6553,1827,2857,2857
janfeb,C82031,13535,18953,18953,3547,4786,4786
janfeb,C82032,3369,6665,6665,2061,2772,2772
janfeb,C82033,3624,10183,10183,2313,5013,5013
janfeb,C82034,5379,9946,9946,4153,5220,5220
janfeb,C82035,3118,7217,7217,1946,2772,2772
janfeb,C82037,5154,8572,8572,3161,4322,4322
janfeb,C82038,17247,40991,40991,2384,10761,10761
janfeb,C82039,7027,11197,11197,3647,4637,4637
janfeb,C82040,3861,9104,9104,3308,5483,5483
janfeb,C82041,4547,10345,10345,1985,4583,4583
janfeb,C82042,6431,12502,12502,5123,7691,7691
janfeb,C82043,3822,8598,8598,2689,4350,4350
janfeb,C82044,6653,12388,12388,2808,5113,5113
janfeb,C82045,3859,7027,7027,2000,2688,2688
janfeb,C82046,7060,16349,16349,2996,6209,6209
janfeb,C82047,6679,12379,12379,1703,2362,2362
janfeb,C82048,3782,4594,4594,2621,2713,2713
janfeb,C82050,6400,12386,12386,2565,3649,3649
janfeb,C82051,4737,13534,13534,1908,4349,4349
janfeb,C82052,1434,3578,3578,723,1364,1364
janfeb,C82053,4293,9638,9638,2522,4445,4445
janfeb,C82054,5497,9883,9883,2052,4013,4013
janfeb,C82055,5979,14042,14042,2620,4959,4959
janfeb,C82056,3639,10912,10912,1561,5185,5185
janfeb,C82059,1179,1626,1626,486,616,616
janfeb,C82060,1322,2982,2982,948,1423,1423
janfeb,C82061,3723,14126,14126,2079,5412,5412
janfeb,C82062,4799,10308,10308,2220,3975,3975
janfeb,C82063,3787,8807,8807,813,3042,3042
janfeb,C82064,6287,12936,12936,3970,5774,5774
janfeb,C82066,6458,14399,14399,4347,7266,7266
janfeb,C82067,7688,13244,13244,3131,5213,5213
janfeb,C82068,7601,12759,12759,2663,4218,4218
janfeb,C82070,4543,9118,9118,2415,3591,3591
janfeb,C82071,11112,16504,16504,3709,5771,5771
janfeb,C82072,4791,9130,9130,2597,3459,3459
janfeb,C82073,8584,14672,14672,4326,6020,6020
janfeb,C82075,7540,11594,11594,2741,4637,4637
janfeb,C82076,1845,6160,6160,777,1365,1365
janfeb,C82077,9830,20103,20103,3685,7335,7335
janfeb,C82078,3857,9731,9731,1296,3610,3610
janfeb,C82079,4079,7537,7537,2735,3606,3606
janfeb,C82080,3076,4769,4769,1940,2300,2300
janfeb,C82082,1665,3991,3991,840,1334,1334
janfeb,C82084,1071,2331,2331,898,1289,1289
janfeb,C82086,2482,5964,5964,1574,3075,3075
janfeb,C82088,16244,18371,18371,12064,12217,12217
janfeb,C82091,3045,6789,6789,2176,3432,3432
janfeb,C82092,2869,4986,4986,1387,2206,2206
janfeb,C82093,4571,11399,11399,2643,4944,4944
janfeb,C82094,3289,8646,8646,2252,3376,3376
janfeb,C82095,3160,7587,7587,2249,3721,3721
janfeb,C82096,3257,8496,8496,2561,4951,4951
janfeb,C82097,719,3359,3359,379,1329,1329
janfeb,C82098,3129,6423,6423,1883,2655,2655
janfeb,C82099,2893,4643,4643,837,1431,1431
janfeb,C82100,5112,8087,8087,3475,3972,3972
janfeb,C82102,2088,4463,4463,1458,2492,2492
janfeb,C82103,2715,6370,6370,1832,3134,3134
janfeb,C82107,2993,6095,6095,2530,3647,3647
janfeb,C82109,2129,4603,4603,958,1595,1595
janfeb,C82111,2967,6370,6370,1072,2469,2469
janfeb,C82112,5154,10630,10630,3010,5296,5296
janfeb,C82114,1010,2194,2194,472,815,815
janfeb,C82116,2656,4761,4761,799,1151,1151
janfeb,C82119,2922,4318,4318,2646,3236,3236
janfeb,C82120,1510,3620,3620,600,999,999
janfeb,C82121,6699,13793,13793,4016,6117,6117
janfeb,C82124,14381,23787,23787,11281,16465,16465
janfeb,C82600,8088,9582,9582,4527,4605,4605
janfeb,C82610,2599,4223,4223,2042,2926,2926
janfeb,C82611,2595,6785,6785,1562,3324,3324
janfeb,C82614,4565,6732,6732,1608,2410,2410
janfeb,C82620,1354,1727,1727,366,513,513
janfeb,C82624,7837,11496,11496,3180,4371,4371
janfeb,C82627,2799,7296,7296,1572,3261,3261
janfeb,C82628,1348,2475,2475,647,969,969
janfeb,C82631,2033,6152,6152,940,2388,2388
janfeb,C82634,7105,10281,10281,4066,5113,5113
janfeb,C82639,3551,7866,7866,2431,3673,3673
janfeb,C82642,4593,8273,8273,2967,4051,4051
janfeb,C82643,15014,20845,20845,3330,4785,4785
janfeb,C82644,2612,5123,5123,773,1316,1316
janfeb,C82649,3453,8194,8194,967,2442,2442
janfeb,C82650,3412,5352,5352,2196,2360,2360
janfeb,C82651,1879,2775,2775,1402,1851,1851
janfeb,C82653,995,1455,1455,328,543,543
janfeb,C82656,1417,2485,2485,1201,1388,1388
janfeb,C82659,2228,3334,3334,1898,2283,2283
janfeb,C82660,4538,6400,6400,3278,3762,3762
janfeb,C82662,4494,8718,8718,2669,3227,3227
janfeb,C82667,3829,6724,6724,2336,3100,3100
janfeb,C82669,1564,3194,3194,1378,1904,1904
janfeb,C82670,864,1268,1268,460,580,580
janfeb,C82671,3590,5555,5555,2181,2679,2679
janfeb,C82676,5108,7993,7993,1302,2468,2468
janfeb,C82678,2170,4989,4989,895,1808,1808
janfeb,C82680,5354,8242,8242,2037,2659,2659
janfeb,C83001,14812,25568,25568,3710,7173,7173
janfeb,C83002,5877,9752,9752,1819,2290,2290
janfeb,C83003,7035,15238,15238,837,3162,3162
janfeb,C83004,5060,10539,10539,2219,2354,2354
janfeb,C83005,3626,7710,7710,2330,3446,3446
janfeb,C83007,36971,49070,49070,18291,21947,21947
janfeb,C83008,1897,5401,5401,860,1467,1467
janfeb,C83009,5407,9504,9504,2302,3994,3994
janfeb,C83010,8273,15306,15306,3031,4111,4111
janfeb,C83011,7032,12924,12924,2889,3570,3570
janfeb,C83013,2812,7653,7653,408,1029,1029
