period,GP_CODE,all_fast,all_known,all_total,gp_fast,gp_known,gp_total
mar,M85084,1755,2807,2807,1095,1412,1412
mar,M85086,1471,3883,3883,1108,2277,2277
mar,M85087,3011,4824,4824,2153,2585,2585
mar,M85088,2062,5845,5845,1329,3577,3577
mar,M85094,925,1056,1056,737,745,745
mar,M85097,456,954,954,363,640,640
mar,M85098,1039,2245,2245,977,1919,1919
mar,M85105,3517,4129,4129,2260,2331,2331
mar,M85107,809,1546,1546,512,730,730
mar,M85108,4238,5087,5087,2482,2785,2785
mar,M85110,3324,4777,4777,2358,2904,2904
mar,M85113,1699,3126,3126,830,1253,1253
mar,M85115,1593,2368,2368,750,975,975
mar,M85116,4727,6647,6647,4293,5137,5137
mar,M85117,2864,4406,4406,2515,3296,3296
mar,M85118,540,1157,1157,428,665,665
mar,M85123,2565,3528,3528,2025,2233,2233
mar,M85124,1730,4317,4317,752,2009,2009
mar,M85128,997,1711,1711,918,1287,1287
mar,M85136,3620,5771,5771,2969,3785,3785
mar,M85139,2987,3847,3847,1719,2103,2103
mar,M85141,834,1559,1559,651,837,837
mar,M85143,3028,5512,5512,1195,2284,2284
mar,M85145,2867,3725,3725,2368,2705,2705
mar,M85146,2337,2921,2921,1634,1747,1747
mar,M85149,3022,3705,3705,1440,1541,1541
mar,M85153,927,1505,1505,471,614,614
mar,M85154,1218,1763,1763,614,829,829
mar,M85155,2091,3065,3065,1417,1649,1649
mar,M85156,2290,4220,4220,1445,1948,1948
mar,M85158,381,773,773,353,611,611
mar,M85164,3234,5728,5728,1241,2537,2537
mar,M85167,2730,4482,4482,1844,2516,2516
mar,M85170,2027,2833,2833,696,970,970
mar,M85171,710,1138,1138,595,780,780
mar,M85172,3228,7043,7043,2300,3591,3591
mar,M85174,3264,3868,3868,1283,1319,1319
mar,M85175,2029,4753,4753,1416,2775,2775
mar,M85176,1682,2126,2126,1106,1258,1258
mar,M85177,2645,3497,3497,2397,2650,2650
mar,M85178,6298,15230,15230,3532,7444,7444
mar,M85179,1121,2482,2482,807,1436,1436
mar,M85600,3402,5523,5523,2896,3795,3795
mar,M85624,2088,3081,3081,1403,1710,1710
mar,M85634,2316,3926,3926,1540,2090,2090
mar,M85642,1427,2637,2637,932,1749,1749
mar,M85669,694,2022,2022,472,1096,1096
mar,M85670,1517,1721,1721,1262,1349,1349
mar,M85676,1099,2198,2198,740,1309,1309
mar,M85679,1466,1999,1999,1336,1427,1427
mar,M85680,734,995,995,334,357,357
mar,M85684,509,954,954,421,708,708
mar,M85686,920,1198,1198,718,858,858
mar,M85693,233,741,741,124,402,402
mar,M85694,1183,2043,2043,694,818,818
mar,M85697,2910,3720,3720,1000,1221,1221
mar,M85699,2358,2570,2570,1822,1839,1839
mar,M85701,1372,2351,2351,926,1364,1364
mar,M85706,5451,8622,8622,1374,2544,2544
mar,M85711,1004,1776,1776,564,859,859
mar,M85713,2468,3179,3179,1431,1701,1701
mar,M85715,3560,4161,4161,1645,1691,1691
mar,M85716,1351,2251,2251,1182,1373,1373
mar,M85717,806,1955,1955,606,1096,1096
mar,M85721,2941,3273,3273,1763,1807,1807
mar,M85722,1074,2235,2235,945,1697,1697
mar,M85730,514,1285,1285,409,811,811
mar,M85732,895,1296,1296,689,807,807
mar,M85733,1619,3128,3128,933,1726,1726
mar,M85735,1686,1980,1980,1492,1516,1516
mar,M85736,2301,3244,3244,1946,2372,2372
mar,M85739,1530,2235,2235,469,751,751
mar,M85746,982,2208,2208,786,1053,1053
mar,M85749,1342,1502,1502,1146,1153,1153
mar,M85756,575,1027,1027,393,590,590
mar,M85757,493,1354,1354,402,876,876
mar,M85759,1342,2931,2931,1188,1799,1799
mar,M85766,1611,1947,1947,1375,1471,1471
mar,M85770,467,834,834,363,517,517
mar,M85774,2020,2935,2935,1695,2149,2149
mar,M85778,2873,4332,4332,1777,2489,2489
mar,M85779,854,1596,1596,695,1117,1117
mar,M85781,712,1309,1309,399,632,632
mar,M85783,1888,2385,2385,1284,1377,1377
mar,M85792,564,1275,1275,348,618,618
mar,M85794,2286,2618,2618,1666,1761,1761
mar,M85797,3448,4258,4258,1804,1997,1997
mar,M85803,5113,6061,6061,2478,2817,2817
mar,M86001,2138,3129,3129,1790,2219,2219
mar,M86002,1375,2855,2855,708,1182,1182
mar,M86003,4678,5976,5976,3468,3905,3905
mar,M86004,4051,7125,7125,1948,3121,3121
mar,M86005,1440,1983,1983,1097,1271,1271
mar,M86006,2848,3851,3851,2289,2683,2683
mar,M86007,1737,2821,2821,678,1004,1004
mar,M86008,2524,3912,3912,1639,2046,2046
mar,M86009,4823,7287,7287,3507,4797,4797
mar,M86010,2681,5311,5311,1623,2912,2912
mar,M86012,1521,2144,2144,987,1093,1093
mar,M86014,5052,9046,9046,3662,4722,4722
mar,M86015,2433,4646,4646,1495,3000,3000
mar,M86016,4342,8155,8155,2984,4425,4425
mar,M86017,1999,3457,3457,956,1522,1522
mar,M86018,2131,4135,4135,1278,2237,2237
mar,M86019,1185,2046,2046,580,845,845
mar,M86020,1894,2644,2644,1648,1835,1835
mar,M86021,1805,3473,3473,1425,1950,1950
mar,M86027,2246,4035,4035,1620,2602,2602
mar,M86028,1609,1941,1941,1183,1249,1249
mar,M86029,3777,6026,6026,2447,3367,3367
mar,M86030,1024,1714,1714,852,1138,1138
mar,M86032,3780,4961,4961,1842,2071,2071
mar,M86033,1491,2496,2496,1157,1682,1682
mar,M86034,3941,5460,5460,3477,4212,4212
mar,M86035,2196,3932,3932,1400,2032,2032
mar,M86037,1025,1405,1405,697,822,822
mar,M86038,829,1171,1171,544,654,654
mar,M86039,1614,2482,2482,777,968,968
mar,M86040,981,1439,1439,803,980,980
mar,M86041,2498,3539,3539,1707,2004,2004
mar,M86044,2629,2908,2908,2244,2363,2363
mar,M86045,2499,3352,3352,1656,2107,2107
mar,M86046,969,1951,1951,554,1117,1117
mar,M86048,1165,2642,2642,609,1457,1457
mar,M86605,626,1039,1039,480,697,697
mar,M86610,497,1519,1519,215,591,591
mar,M86612,611,1195,1195,351,509,509
mar,M86617,1152,1641,1641,883,1177,1177
mar,M86622,746,1264,1264,522,659,659
mar,M86624,1741,4062,4062,1413,2972,2972
mar,M86627,1623,2672,2672,702,1123,1123
mar,M86633,2614,3112,3112,1804,1938,1938
mar,M86638,1951,2973,2973,1271,1749,1749
mar,M87001,1213,2331,2331,856,1338,1338
mar,M87003,4311,7366,7366,2717,3645,3645
mar,M87005,3238,4967,4967,2305,2771,2771
mar,M87006,3428,5018,5018,2672,3050,3050
mar,M87007,3328,5245,5245,1808,2528,2528
mar,M87008,4676,6707,6707,3791,4516,4516
mar,M87009,2459,5551,5551,1144,2353,2353
mar,M87010,1564,3730,3730,892,1735,1735
mar,M87011,7451,14034,14034,2585,4330,4330
mar,M87012,2684,3588,3588,1742,1933,1933
mar,M87013,2129,4427,4427,1482,2744,2744
mar,M87014,2041,3697,3697,1234,1842,1842
mar,M87015,1994,3955,3955,1273,1801,1801
mar,M87016,1438,2804,2804,1088,1560,1560
mar,M87017,3235,5511,5511,2369,3085,3085
mar,M87018,3776,5153,5153,1842,2586,2586
mar,M87019,783,2049,2049,511,1261,1261
mar,M87020,3248,5034,5034,1523,2115,2115
mar,M87021,5023,6473,6473,3945,4165,4165
mar,M87023,3048,4582,4582,2207,2860,2860
mar,M87024,4985,9547,9547,2992,5300,5300
mar,M87025,1475,2341,2341,855,1215,1215
mar,M87026,966,2062,2062,569,957,957
mar,M87027,1345,2475,2475,800,1167,1167
mar,M87028,2028,2995,2995,1472,1595,1595
mar,M87030,1082,1798,1798,746,985,985
mar,M87034,1178,2421,2421,727,1211,1211
mar,M87036,669,1055,1055,506,776,776
mar,M87037,2711,3723,3723,1816,1916,1916
mar,M87041,1708,2906,2906,1040,1553,1553
mar,M87601,1850,3482,3482,981,1905,1905
mar,M87602,1999,4688,4688,1271,2583,2583
mar,M87605,623,1271,1271,434,716,716
mar,M87612,476,836,836,372,424,424
mar,M87617,2351,3641,3641,827,1338,1338
mar,M87618,682,1606,1606,201,660,660
mar,M87620,3820,4932,4932,2925,3190,3190
mar,M87623,465,987,987,336,737,737
mar,M87628,2218,3224,3224,1156,1560,1560
mar,M87638,579,1629,1629,324,631,631
mar,M88001,4262,6431,6431,3146,3949,3949
mar,M88002,2102,3881,3881,739,1462,1462
mar,M88003,3453,5070,5070,2777,3110,3110
mar,M88004,23490,35048,35048,7450,11586,11586
mar,M88006,6517,8632,8632,1890,2873,2873
mar,M88007,4518,6434,6434,2960,4174,4174
mar,M88008,846,1879,1879,494,851,851
mar,M88009,2050,4129,4129,615,1907,1907
mar,M88010,1503,3265,3265,627,1379,1379
mar,M88013,4277,7074,7074,1701,2566,2566
mar,M88014,1232,2329,2329,590,1216,1216
mar,M88015,4303,6629,6629,3516,4360,4360
mar,M88016,532,1406,1406,346,703,703
mar,M88018,6968,12342,12342,4316,6751,6751
mar,M88019,682,881,881,449,461,461
mar,M88020,3863,5941,5941,3480,4461,4461
mar,M88021,5660,7441,7441,1311,1662,1662
mar,M88022,1403,2308,2308,986,1358,1358
mar,M88023,1135,3179,3179,552,1552,1552
mar,M88026,1458,3703,3703,841,1576,1576
mar,M88030,968,2629,2629,532,1217,1217
mar,M88035,638,1258,1258,527,866,866
mar,M88038,7143,9675,9675,4981,6006,6006
mar,M88040,1023,1775,1775,898,1307,1307
mar,M88041,1095,1310,1310,432,494,494
mar,M88042,1063,2385,2385,527,953,953
mar,M88043,2151,4645,4645,689,1646,1646
mar,M88600,1785,3292,3292,439,1072,1072
mar,M88610,1775,2667,2667,493,728,728
mar,M88612,1123,1620,1620,1025,1127,1127
mar,M88616,5806,9310,9310,1974,2854,2854
mar,M88618,572,1005,1005,517,751,751
mar,M88619,3921,6171,6171,1936,3042,3042
mar,M88620,874,1430,1430,664,924,924
mar,M88625,1546,2083,2083,923,1082,1082
mar,M88626,1066,1964,1964,151,403,403
mar,M88628,833,1067,1067,689,748,748
mar,M88630,855,1946,1946,361,838,838
mar,M88633,3433,4701,4701,566,1155,1155
mar,M88635,1134,1331,1331,461,508,508
mar,M88639,1840,2562,2562,779,1197,1197
mar,M88640,2104,3182,3182,402,646,646
mar,M88643,1592,2211,2211,577,670,670
mar,M88645,3321,4763,4763,1092,1583,1583
mar,M88646,729,1011,1011,562,709,709
mar,M88647,1472,1779,1779,1092,1147,1147
mar,M89001,564,1842,1842,231,810,810
mar,M89002,842,2248,2248,444,809,809
mar,M89003,14311,23225,23225,7300,12193,12193
mar,M89005,1668,3343,3343,1315,1745,1745
mar,M89007,1325,2480,2480,741,1051,1051
mar,M89008,6176,8210,8210,2988,3410,3410
mar,M89009,2406,4878,4878,857,1432,1432
mar,M89010,5013,6571,6571,1904,2125,2125
mar,M89012,6126,7583,7583,1560,1832,1832
mar,M89013,1652,2560,2560,1156,1423,1423
mar,M89015,2971,6106,6106,2146,3142,3142
mar,M89016,2629,5583,5583,1864,3143,3143
mar,M89017,19801,30267,30267,8614,11724,11724
mar,M89019,5610,7527,7527,4082,4621,4621
mar,M89021,1217,2231,2231,937,1425,1425
mar,M89024,736,1453,1453,453,698,698
mar,M89026,5325,7339,7339,4756,5323,5323
mar,M89027,2615,3832,3832,1929,2323,2323
mar,M89030,1320,2527,2527,1162,1550,1550
mar,M89608,1150,2303,2303,925,1466,1466
mar,M91003,795,2562,2562,271,567,567
mar,M91004,4750,7095,7095,3690,4425,4425
mar,M91006,2229,2926,2926,1816,1894,1894
mar,M91007,5080,7740,7740,3717,4686,4686
mar,M91008,1003,2856,2856,309,1052,1052
mar,M91009,1191,2877,2877,429,1240,1240
mar,M91010,2745,4723,4723,2098,2837,2837
mar,M91013,2701,5225,5225,739,1224,1224
mar,M91014,430,1201,1201,248,674,674
mar,M91015,6235,12064,12064,3700,5852,5852
mar,M91016,3244,5292,5292,364,907,907
mar,M91017,3082,6448,6448,1055,2255,2255
mar,M91018,824,1970,1970,528,839,839
mar,M91019,5639,9573,9573,844,1994,1994
mar,M91021,1408,3710,3710,755,1869,1869
mar,M91024,552,1520,1520,208,492,492
mar,M91026,1549,2572,2572,1153,1442,1442
mar,M91028,6782,10304,10304,5937,6957,6957
mar,M91029,1249,2540,2540,724,1223,1223
mar,M91032,2381,3396,3396,2008,2410,2410
mar,M91033,1588,3397,3397,1082,2006,2006
mar,M91034,938,2245,2245,533,1181,1181
mar,M91036,1035,1990,1990,397,669,669
mar,M91602,646,1252,1252,270,499,499
mar,M91609,614,1313,1313,284,521,521
mar,M91611,879,1303,1303,653,736,736
mar,M91612,1236,1989,1989,405,588,588
mar,M91613,4948,6575,6575,2900,3494,3494
mar,M91614,2263,5323,5323,882,2459,2459
mar,M91616,2753,4612,4612,541,1417,1417
mar,M91619,1213,2792,2792,658,1220,1220
mar,M91621,1484,2451,2451,1168,1541,1541
mar,M91623,651,1243,1243,507,767,767
mar,M91624,1595,2385,2385,1357,1601,1601
mar,M91626,924,2143,2143,577,1041,1041
mar,M91628,1004,1453,1453,560,663,663
mar,M91629,1433,3071,3071,823,1567,1567
mar,M91637,543,1425,1425,278,616,616
mar,M91639,598,1096,1096,308,564,564
mar,M91640,1119,1971,1971,590,890,890
mar,M91641,1433,2145,2145,879,1054,1054
mar,M91642,498,744,744,237,317,317
mar,M91647,1255,2609,2609,648,1221,1221
mar,M91650,3703,6168,6168,2675,3378,3378
mar,M91654,663,1489,1489,316,541,541
mar,M91659,899,1448,1448,658,932,932
mar,M92001,699,1091,1091,416,538,538
mar,M92004,366,477,477,251,266,266
mar,M92006,2230,2801,2801,385,689,689
mar,M92008,2276,4384,4384,1700,2722,2722
mar,M92009,6039,9336,9336,1544,2878,2878
mar,M92010,2888,5147,5147,2236,3390,3390
mar,M92011,16504,22994,22994,2525,4822,4822
mar,M92012,2261,2999,2999,1701,1913,1913
mar,M92013,2706,3316,3316,2520,2616,2616
mar,M92015,939,1586,1586,724,990,990
mar,M92016,4834,7563,7563,3446,4035,4035
mar,M92019,1107,2205,2205,561,768,768
mar,M92022,355,1017,1017,127,195,195
mar,M92026,1250,2769,2769,640,1199,1199
mar,M92028,2711,3653,3653,482,886,886
mar,M92029,1743,3095,3095,1009,1581,1581
mar,M92039,2624,3463,3463,2319,2572,2572
mar,M92040,3920,6730,6730,1765,2640,2640
mar,M92041,1914,2137,2137,1466,1496,1496
mar,M92043,1284,3120,3120,742,1752,1752
mar,M92607,2756,5014,5014,1253,1828,1828
mar,M92609,1301,2264,2264,982,1330,1330
mar,M92612,14883,20938,20938,12317,15090,15090
mar,M92627,490,1232,1232,347,719,719
mar,M92629,1326,1871,1871,840,1097,1097
mar,M92630,1198,2255,2255,557,906,906
mar,M92649,644,1288,1288,530,891,891
mar,M92654,1493,2335,2335,444,672,672
mar,N81001,852,2366,2366,661,1323,1323
mar,N81002,2897,5506,5506,1698,2692,2692
mar,N81005,2868,4994,4994,2428,3087,3087
mar,N81006,1132,2380,2380,524,954,954
mar,N81007,2554,4908,4908,2059,3096,3096
mar,N81008,2274,4911,4911,1403,2239,2239
mar,N81009,1355,3200,3200,757,1312,1312
mar,N81010,2669,4097,4097,2494,2830,2830
mar,N81011,2945,5203,5203,1570,2275,2275
mar,N81012,4001,6605,6605,2780,4289,4289
mar,N81013,943,2436,2436,708,1655,1655
mar,N81014,2573,4825,4825,1335,2259,2259
mar,N81016,11276,18418,18418,7820,9541,9541
mar,N81018,1768,4033,4033,1442,2438,2438
mar,N81019,2360,5790,5790,1419,2869,2869
mar,N81020,5184,8170,8170,1805,2613,2613
mar,N81022,4695,11843,11843,3182,5956,5956
mar,N81024,1742,3998,3998,1131,1906,1906
mar,N81025,3945,5522,5522,2260,2802,2802
mar,N81027,3630,6146,6146,1913,2280,2280
mar,N81028,2042,4011,4011,1409,2216,2216
mar,N81029,2905,5838,5838,2165,4285,4285
mar,N81030,2101,6675,6675,1220,2804,2804
mar,N81031,807,2619,2619,417,1048,1048
mar,N81032,3837,10046,10046,2869,5750,5750
mar,N81033,1307,4046,4046,1106,2431,2431
mar,N81034,2127,4723,4723,1275,2040,2040
mar,N81035,3425,5529,5529,2199,2860,2860
mar,N81036,2262,3976,3976,1239,1918,1918
mar,N81037,2827,3864,3864,2401,2841,2841
mar,N81038,1260,3802,3802,770,1889,1889
mar,N81039,2953,5762,5762,2006,2922,2922
mar,N81040,1094,2678,2678,794,1772,1772
mar,N81041,2412,3928,3928,1388,1792,1792
mar,N81043,877,2445,2445,547,1157,1157
mar,N81044,1429,3974,3974,695,1356,1356
mar,N81045,3447,5567,5567,1451,1914,1914
mar,N81046,4277,5899,5899,961,1681,1681
mar,N81047,1713,4743,4743,892,1926,1926
mar,N81048,1751,4788,4788,1139,2575,2575
mar,N81049,6853,11978,11978,5731,8721,8721
mar,N81050,3536,7552,7552,2198,3637,3637
mar,N81051,1523,2439,2439,692,1155,1155
mar,N81052,882,3272,3272,492,1454,1454
mar,N81053,8630,12260,12260,4765,5514,5514
mar,N81054,1940,3469,3469,1323,2283,2283
mar,N81055,1184,1885,1885,1117,1576,1576
mar,N81056,4202,5858,5858,2560,2865,2865
mar,N81057,3621,5562,5562,754,1850,1850
mar,N81059,2716,4914,4914,966,1653,1653
mar,N81060,3620,5689,5689,2447,2940,2940
mar,N81061,2697,4245,4245,2371,3243,3243
mar,N81062,2811,5535,5535,2405,3740,3740
mar,N81063,2460,4697,4697,2092,3257,3257
mar,N81064,886,1831,1831,805,1376,1376
mar,N81065,4105,5607,5607,2810,3407,3407
mar,N81066,2336,4861,4861,953,1884,1884
mar,N81067,1504,2769,2769,1332,1795,1795
mar,N81068,2219,6026,6026,1281,2659,2659
mar,N81069,1764,2961,2961,1608,2073,2073
mar,N81070,2666,5420,5420,2124,3131,3131
mar,N81071,1721,3153,3153,870,1366,1366
mar,N81072,1694,3364,3364,413,630,630
mar,N81074,1497,2615,2615,249,572,572
mar,N81075,7015,9941,9941,6134,7159,7159
mar,N81077,2828,6101,6101,1162,2006,2006
mar,N81079,1543,4071,4071,1125,2042,2042
mar,N81080,1737,3497,3497,1416,2322,2322
mar,N81081,1326,3770,3770,822,1402,1402
mar,N81082,3080,6804,6804,1538,2719,2719
mar,N81083,1704,2227,2227,487,802,802
mar,N81084,2540,7358,7358,1798,3239,3239
mar,N81085,2184,3224,3224,1531,1890,1890
mar,N81086,356,564,564,100,189,189
mar,N81087,7320,12836,12836,3363,4844,4844
mar,N81088,2357,3944,3944,1732,2466,2466
mar,N81089,1852,2738,2738,1136,1493,1493
mar,N81090,1953,2978,2978,999,1086,1086
mar,N81092,2949,6531,6531,2051,3899,3899
mar,N81093,3926,6806,6806,2011,3263,3263
mar,N81096,2397,4253,4253,937,1947,1947
mar,N81097,1495,2616,2616,1068,1559,1559
mar,N81100,1359,2890,2890,646,1113,1113
mar,N81101,1241,2480,2480,703,954,954
mar,N81102,3010,4249,4249,1706,2024,2024
mar,N81107,591,919,919,555,683,683
mar,N81108,3556,4582,4582,407,576,576
mar,N81109,2677,3791,3791,1277,1839,1839
mar,N81111,2254,3880,3880,833,1383,1383
mar,N81113,1194,2447,2447,811,1495,1495
mar,N81114,2444,5176,5176,1265,1993,1993
mar,N81115,1583,3111,3111,841,1330,1330
mar,N81117,945,1943,1943,715,1027,1027
mar,N81118,2050,3494,3494,1009,1315,1315
mar,N81119,1038,1907,1907,889,1162,1162
mar,N81120,1328,2785,2785,1035,1487,1487
mar,N81121,1562,3097,3097,1303,1961,1961
mar,N81122,1945,4496,4496,1225,2095,2095
mar,N81123,1784,3848,3848,923,1601,1601
mar,N81125,2187,5154,5154,1406,2270,2270
mar,N81127,2260,4642,4642,1420,2250,2250
mar,N81607,891,1930,1930,511,849,849
mar,N81614,1163,2970,2970,974,1768,1768
mar,N81619,982,1593,1593,476,605,605
mar,N81623,1187,2859,2859,729,1462,1462
mar,N81624,1433,3567,3567,780,1455,1455
mar,N81626,1119,2114,2114,843,1009,1009
mar,N81628,6575,10013,10013,2936,3784,3784
mar,N81632,986,2190,2190,438,1131,1131
mar,N81637,570,832,832,513,577,577
mar,N81642,680,1816,1816,466,836,836
mar,N81645,789,1085,1085,343,415,415
mar,N81651,668,1326,1326,359,566,566
mar,N81655,331,673,673,189,284,284
mar,N82001,1919,2773,2773,1044,1275,1275
mar,N82002,882,2145,2145,555,1095,1095
mar,N82003,1036,1612,1612,885,1177,1177
mar,N82004,554,1161,1161,384,661,661
mar,N82009,2288,3851,3851,1443,1842,1842
mar,N82011,1125,3130,3130,851,1800,1800
mar,N82014,1956,3566,3566,1559,1952,1952
mar,N82018,5332,7463,7463,4669,5848,5848
mar,N82019,1737,2869,2869,352,527,527
mar,N82022,1952,2981,2981,1515,1776,1776
mar,N82024,2158,4599,4599,1635,3177,3177
mar,N82026,2202,2765,2765,1970,2130,2130
mar,N82033,3802,4818,4818,2575,2930,2930
mar,N82034,2187,3356,3356,1461,1989,1989
mar,N82035,2680,4557,4557,1649,2402,2402
mar,N82036,743,1811,1811,357,789,789
mar,N82037,2796,5434,5434,1587,2401,2401
mar,N82039,883,1712,1712,289,533,533
mar,N82041,4541,6905,6905,4079,5245,5245
mar,N82046,1499,2866,2866,1094,1623,1623
mar,N82048,1045,2539,2539,689,1584,1584
mar,N82049,1571,2296,2296,1182,1415,1415
mar,N82050,574,990,990,448,619,619
mar,N82052,716,1961,1961,347,992,992
mar,N82053,3748,5875,5875,2082,3070,3070
mar,N82054,2756,3551,3551,2434,2898,2898
mar,N82058,1475,2385,2385,932,1411,1411
mar,N82059,1622,2289,2289,1170,1308,1308
mar,N82062,1821,2911,2911,1044,1408,1408
mar,N82065,894,1349,1349,648,793,793
mar,N82066,3875,5301,5301,911,1416,1416
mar,N82067,1080,1926,1926,298,445,445
mar,N82070,5476,6796,6796,2955,3197,3197
mar,N82073,2907,3960,3960,992,1360,1360
mar,N82074,5812,6826,6826,4487,4825,4825
mar,N82076,3748,5378,5378,1317,1901,1901
mar,N82077,695,1149,1149,394,540,540
mar,N82078,730,1276,1276,276,401,401
mar,N82079,1698,2312,2312,1533,1690,1690
mar,N82081,1660,2408,2408,1014,1378,1378
mar,N82082,1940,2796,2796,1861,2274,2274
mar,N82083,3972,5919,5919,1310,2079,2079
mar,N82084,2761,4038,4038,2429,2900,2900
mar,N82086,1103,1396,1396,768,851,851
mar,N82087,498,933,933,350,512,512
mar,N82089,658,1102,1102,511,680,680
mar,N82090,2632,4176,4176,1735,2298,2298
mar,N82091,541,855,855,440,589,589
mar,N82092,4724,5731,5731,4139,4401,4401
mar,N82093,1148,1838,1838,711,899,899
mar,N82094,1284,2847,2847,1106,2098,2098
mar,N82095,3456,4469,4469,2525,3206,3206
mar,N82097,2095,3317,3317,1278,1717,1717
mar,N82099,2146,3167,3167,1373,1652,1652
mar,N82101,621,960,960,482,578,578
mar,N82103,2266,3607,3607,1582,1823,1823
mar,N82104,1243,1590,1590,564,607,607
mar,N82106,760,1231,1231,686,874,874
mar,N82107,533,841,841,428,503,503
mar,N82108,1859,3965,3965,1646,2952,2952
mar,N82109,1826,2466,2466,979,1225,1225
mar,N82110,1699,3249,3249,766,1328,1328
mar,N82113,1749,2646,2646,591,828,828
mar,N82115,2054,3967,3967,1719,2881,2881
mar,N82116,3594,4691,4691,3227,3773,3773
mar,N82117,13394,18359,18359,6896,9196,9196
mar,N82617,2781,3668,3668,877,1159,1159
mar,N82633,1252,1779,1779,992,1227,1227
mar,N82641,1424,2042,2042,926,1114,1114
mar,N82645,2558,3631,3631,1412,1829,1829
mar,N82646,2520,3724,3724,1135,1430,1430
mar,N82648,941,1356,1356,407,454,454
mar,N82650,1079,1945,1945,460,990,990
mar,N82651,693,1482,1482,353,601,601
mar,N82655,857,1046,1046,766,884,884
mar,N82662,2085,3367,3367,715,1209,1209
mar,N82663,1092,1627,1627,616,844,844
mar,N82664,531,863,863,413,506,506
mar,N82668,594,895,895,392,507,507
mar,N82669,775,1460,1460,674,966,966
mar,N82671,228,575,575,123,179,179
mar,N82676,650,1311,1311,457,738,738
mar,N82678,1094,1376,1376,999,1113,1113
mar,N83001,1933,4312,4312,1401,2473,2473
mar,N83002,2070,4058,4058,1159,2015,2015
mar,N83003,1308,2307,2307,834,1137,1137
mar,N83005,1419,3027,3027,1055,1700,1700
mar,N83006,681,1559,1559,225,396,396
mar,N83007,563,1306,1306,314,505,505
mar,N83008,1736,3104,3104,736,1133,1133
mar,N83009,2649,5716,5716,2235,3684,3684
mar,N83010,1069,2388,2388,856,1637,1637
mar,N83012,3745,5129,5129,2165,2498,2498
mar,N83013,1235,2432,2432,769,1125,1125
mar,N83014,3185,5184,5184,2408,3337,3337
mar,N83017,1034,2604,2604,467,974,974
mar,N83018,3348,4931,4931,1784,2018,2018
mar,N83019,2185,5071,5071,674,1299,1299
mar,N83020,4622,8395,8395,2364,3772,3772
mar,N83021,1342,2243,2243,316,514,514
mar,N83023,2523,4562,4562,1433,2441,2441
mar,N83024,1353,2153,2153,877,1277,1277
mar,N83025,2811,6549,6549,1525,2727,2727
mar,N83026,428,990,990,189,370,370
mar,N83027,1180,2401,2401,891,1396,1396
mar,N83028,3461,7815,7815,1793,3557,3557
mar,N83030,1189,2311,2311,500,867,867
mar,N83031,1655,3714,3714,773,1602,1602
mar,N83032,3431,6877,6877,1157,2643,2643
mar,N83033,1301,2344,2344,815,1209,1209
mar,N83035,2046,3304,3304,1570,2283,2283
mar,N83041,575,1806,1806,223,914,914
mar,N83043,1173,1939,1939,438,815,815
mar,N83045,1308,2918,2918,813,1534,1534
mar,N83047,1492,2303,2303,893,1269,1269
mar,N83049,736,1611,1611,568,1086,1086
mar,N83050,883,1435,1435,569,870,870
mar,N83053,1524,2699,2699,1032,1639,1639
mar,N83054,3150,4178,4178,1350,1774,1774
mar,N83601,2091,3426,3426,1209,1790,1790
mar,N83603,1609,3121,3121,748,1706,1706
mar,N83605,1016,1844,1844,845,1374,1374
mar,N83608,3233,7403,7403,1562,2799,2799
mar,N83609,1039,2154,2154,572,1001,1001
mar,N83610,484,1202,1202,194,313,313
mar,N83614,1168,2162,2162,861,1333,1333
mar,N83619,1296,2407,2407,812,1298,1298
mar,N83620,686,1345,1345,611,1022,1022
mar,N83621,511,1229,1229,300,521,521
mar,N83622,576,1192,1192,312,371,371
mar,N83633,864,1530,1530,482,743,743
mar,N83637,544,1014,1014,326,363,363
mar,N84001,1886,2896,2896,1761,2053,2053
mar,N84002,473,703,703,378,542,542
mar,N84003,2102,4086,4086,1362,2180,2180
mar,N84004,2152,3034,3034,1586,1867,1867
mar,N84005,5063,7340,7340,4110,4846,4846
mar,N84006,6987,10082,10082,5245,6735,6735
mar,N84007,810,2060,2060,491,925,925
mar,N84008,2998,5583,5583,1287,2288,2288
mar,N84010,1029,1793,1793,487,879,879
mar,N84011,1144,1868,1868,1044,1447,1447
mar,N84012,3307,6007,6007,2259,3889,3889
mar,N84013,3191,5920,5920,1275,1973,1973
mar,N84014,2579,3890,3890,2356,2889,2889
mar,N84015,1707,2149,2149,1288,1316,1316
mar,N84016,1885,2767,2767,1331,1694,1694
mar,N84017,2395,3898,3898,2177,2403,2403
mar,N84018,7098,9845,9845,4854,5962,5962
mar,N84019,940,2133,2133,660,1241,1241
mar,N84020,2707,4452,4452,2105,2877,2877
mar,N84021,3881,5575,5575,3409,3727,3727
mar,N84023,1981,2993,2993,1361,1925,1925
mar,N84024,1714,3829,3829,1477,2138,2138
mar,N84025,1723,3093,3093,1125,1861,1861
mar,N84027,1061,1636,1636,636,876,876
mar,N84028,2557,3264,3264,1986,2148,2148
mar,N84029,1411,1919,1919,1272,1285,1285
mar,N84034,1188,2242,2242,768,1115,1115
mar,N84035,554,1345,1345,390,823,823
mar,N84038,1532,2441,2441,929,1216,1216
mar,N84041,1202,1813,1813,788,880,880
